index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
68,34,0,0,0,10.0,20,10.0,15.753552699716623,21,24.19047619047619,30.17329272724122,2,33.0,31.000000000000004,14,31.0,0,0.2,41014,36,152,1.0,2754.540010356927,False,0.21270368478025126,3,6.278000000000002,15717.0,661,0,0.0,6610.0,False,-0.4558301865201968,0,0.2,43676,0,10,0.0,301.7329272724122,False,0.008395068419221578,0,0.6410000000000001,45292,519,18,1.0,8719.21312024327,False,0.1424142137987583,3,1.8320000000000005,59258,0,1,0.1,31.000000000000004,False,-0.02919450995807128,0,1.874,55343,45,83,1.0,3930.7981727258552,False,-0.0613797319450516,0.5166666666666667,260300,0.0,0.0,15,0,0,14,4,4.0,16,30,31,175.0,121.0,14,20,31,1093,3.0784052590024658,99.88770426705014
69,31,0,0,0,10.0,20,10.0,15.964709262602197,4,26.0,30.538909872349702,17,34.0,31.000000000000004,14,31.0,0,0.2,41018,36,158,1.0,2882.424063491147,False,0.21464732897773114,0,6.275000000000002,15617.0,671,0,0.0,6710.0,False,-0.4572605561277034,0,0.2,43676,0,10,0.0,305.389098723497,False,0.008437130121985778,0,0.6410000000000001,45766,513,11,1.0,8525.823860310773,False,0.15109548410462903,13,1.9590000000000007,58544,7,10,1.0,523.772369106448,False,-0.03685327921001666,0,1.8740000000000003,55343,35,93,1.0,3951.8618455322403,False,-0.061207237245051734,0.6666666666666666,259964,0.0,0.0,10,0,0,14,4,4.0,15,29,24,144.0,114.0,13,18,24,913,1.5448004420031793,101.43250470905332
70,24,0,0,0,10.0,20,10.0,16.046575761944087,15,17.0,30.423858851018927,1,12.0,31.000000000000004,20,31.0,0,0.2,41123,41,153,1.0,2865.1260915774455,False,0.21740368022052647,0,6.275000000000002,15567.0,676,0,0.0,6760.0,False,-0.4579757409314567,0,0.2,43676,0,10,0.0,304.2385885101893,False,0.008423894304336927,0,0.6410000000000001,45523,518,20,1.0,8920.603421707416,False,0.1500460565747943,2,1.9660000000000002,58842,0,7,0.7,217.00000000000003,False,-0.03448473532494759,0,1.8740000000000003,55579,26,95,1.0,3736.020330126493,False,-0.059109503323780635,0.6166666666666667,260310,0.0,0.0,16,0,0,12,1,0.5,16,28,19,105.0,53.0,11,13,19,963,1.451461824006401,102.88396653305972
71,19,0,0,0,10.0,20,10.0,16.670813909964956,23,21.304347826086957,30.423858851018927,0,,31.000000000000004,20,31.0,0,0.2,41443,44,145,1.0,2857.2680169449186,False,0.22644564619728969,5,6.325000000000001,15432.0,683,0,0.0,6830.0,False,-0.46083648014646983,0,0.2,43676,0,10,0.0,304.2385885101893,False,0.008423894304336927,0,0.6410000000000001,45033,531,30,1.0,9764.917951721958,False,0.14848508986841333,5,2.0140000000000007,59021,0,0,0.0,0.0,False,-0.03333005765199162,0,1.8740000000000003,55827,16,97,1.0,3493.7817416163034,False,-0.057031399521617024,0.5,260432,0.0,0.0,16,0,0,8,3,2.5,16,24,12,64.0,48.0,8,11,12,1084,1.1246045710286126,104.00857110408833
72,12,0,0,0,10.0,20,10.0,17.55595833653025,21,24.904761904761905,30.423858851018927,0,,31.000000000000004,20,31.0,0,0.2,41799,47,137,1.0,2875.166292104644,False,0.23688588929088908,3,6.350000000000001,15336.0,690,0,0.0,6900.0,False,-0.4625815310676279,0,0.2,43676,0,10,0.0,304.2385885101893,False,0.008423894304336927,0,0.6410000000000001,44510,542,40,1.0,10732.283772440152,False,0.14758045847453116,5,2.0590000000000006,58983,0,0,0.0,0.0,False,-0.03395243710691824,0,1.874,56292,6,92,1.0,3034.543153106114,False,-0.0531762385915707,0.5,260596,0.0,0.0,13,0,0,8,4,4.0,12,20,11,48.0,33.0,6,6,11,1151,1.0387912899604999,105.04736239404883
73,11,0,0,0,10.0,20,10.0,17.240606094286186,6,8.0,29.270748812748245,23,22.0,31.000000000000004,20,31.0,0,0.2,41739,43,147,1.0,2964.369095860069,False,0.23644537555584255,6,6.407000000000002,15118.0,704,0,0.0,7040.0,False,-0.46681542510584734,0,0.2,43676,0,10,0.0,292.70748812748246,False,0.008291237036117635,0,0.6410000000000001,44968,538,27,1.0,10065.756296670172,False,0.15045046588594826,12,2.174000000000001,58826,0,0,0.0,0.0,False,-0.036523846960167715,0,1.8740000000000003,56034,19,94,1.0,3470.144227442217,False,-0.053834641743299466,0.5,260361,0.0,0.0,12,0,0,3,5,5.0,19,22,10,45.0,18.0,5,6,10,954,1.0096261859871447,106.05698858003598
74,10,0,0,0,10.0,20,10.0,17.226996429244032,1,15.0,29.722560472917667,30,32.0,31.000000000000004,20,31.0,0,0.2,41689,38,157,1.0,3084.638439391313,False,0.2367353020853547,1,6.4110000000000005,14962.0,719,0,0.0,7190.0,False,-0.46913262387000804,0,0.2,43676,0,10,0.0,297.22560472917667,False,0.008343214816726957,3,0.671,45835,529,10,1.0,9410.30671579927,False,0.1628584362868628,10,2.262000000000001,58046,11,10,1.0,636.9481652020944,False,-0.04408290614188539,0,1.8740000000000003,56056,18,94,1.0,3449.0060885125185,False,-0.0536474213139371,0.6666666666666666,260264,0.0,0.0,14,0,0,3,5,4.5,17,20,15,38.0,50.0,3,7,15,1278,1.191990990017075,107.24897957005305
75,15,0,0,0,10.0,20,10.0,17.81674008550584,13,24.53846153846154,29.722560472917667,0,,31.0,20,31.0,0,0.2,41901,38,155,1.0,3141.5947132534056,False,0.24361475445207412,1,6.420000000000002,14848.0,729,0,0.0,7290.0,False,-0.4709634969676164,0,0.2,43676,0,10,0.0,297.22560472917667,False,0.008343214816726957,0,0.6680000000000001,45516,532,20,1.0,10072.95693494746,False,0.1631420198673262,2,2.2720000000000007,58344,1,10,1.0,339.7225604729177,False,-0.04163618186195527,0,1.8740000000000003,56304,8,96,1.0,3213.7804837833414,False,-0.051511886761470296,0.6666666666666666,260589,0.0,0.0,14,0,0,6,2,1.5,17,23,19,93.0,57.0,6,9,19,1008,1.303819445951376,108.55279901600443
76,19,0,0,0,10.0,20,10.0,17.20634563139906,22,13.181818181818182,27.473907564791233,67,22.0,31.000000000000004,20,31.0,0,0.2,41811,37,165,1.0,3209.0470291808447,False,0.2420049065851477,22,6.639000000000002,14532.0,740,0,0.0,7400.0,False,-0.47843002631880077,0,0.2,43676,0,10,0.0,274.73907564791233,False,0.008084522981546114,47,1.1380000000000003,45478,544,10,1.0,9634.991099129002,False,0.15722920136129256,0,2.270000000000001,58468,0,7,0.1,217.00000000000003,False,-0.040610259433962265,0,1.874,55326,65,90,1.0,4575.803991711431,False,-0.056376081042719496,0.5166666666666667,259291,0.0,0.0,17,0,0,11,3,2.701492537313433,12,23,22,129.0,63.0,8,11,22,820,1.3663062860141508,109.91910530201858
77,22,0,0,0,10.0,20,10.0,16.485366813927737,7,1.0,27.96899552705711,17,34.0,31.000000000000004,20,31.0,0,0.2,41741,34,175,1.0,3224.939192437354,False,0.24022970580783484,7,6.687000000000003,14262.0,753,0,0.0,7530.0,False,-0.48429454170957775,0,0.2,43676,0,10,0.0,279.6899552705711,False,0.008141479398906777,7,1.1610000000000005,45867,541,10,1.0,9198.273401605476,False,0.16115541624413826,5,2.3200000000000007,58649,0,0,0.0,0.0,False,-0.0394228249475891,0,1.8740000000000003,54996,72,92,1.0,4865.767677948113,False,-0.059406383664602075,0.5,259191,0.0,0.0,13,0,0,12,4,3.211764705882353,19,31,24,175.0,54.0,14,8,24,634,1.3659398640156724,111.28504516603425
78,24,0,0,0,10.0,20,10.0,18.55982086332892,54,24.0,27.96899552705711,0,,31.000000000000004,9,31.0,0,0.2,42937,34,131,1.0,2771.3365330960883,False,0.26795595224133334,0,6.680000000000002,14162.0,763,0,0.0,7630.0,False,-0.48572491131708434,0,0.2,43676,0,10,0.0,279.6899552705711,False,0.008141479398906777,0,1.1540000000000004,44571,585,20,1.0,11416.87511558856,False,0.15685972936805204,0,2.3150000000000004,58649,0,0,0.0,0.0,False,-0.0394228249475891,0,1.8740000000000003,55275,62,93,1.0,4617.077722677541,False,-0.05687338080878588,0.5,259270,0.0,0.0,14,0,0,8,0,0.0,19,27,25,138.0,81.0,12,12,25,1775,1.394511722959578,112.67955688899383
79,25,0,0,0,10.0,20,10.0,18.42987078669813,16,17.0,27.96899552705711,0,,31.000000000000004,20,31.0,0,0.2,43127,31,131,1.0,2724.3130730574553,False,0.27271874746906755,6,6.740000000000001,13918.0,776,0,0.0,7760.0,False,-0.4908456345119579,0,0.2,43676,0,10,0.0,279.6899552705711,False,0.008141479398906777,0,1.1540000000000004,44299,591,30,1.0,11731.12350075031,False,0.1542165972660061,13,2.4450000000000007,58474,0,0,0.0,0.0,False,-0.042289046121593295,0,1.8740000000000003,55492,52,96,1.0,4430.38776740697,False,-0.05484810856093614,0.5,258986,0.0,0.0,12,0,0,8,6,6.0,20,28,26,130.0,89.0,12,13,26,677,1.3342283129459247,114.01378520193975
80,26,0,0,0,10.0,20,10.0,16.87064179290568,27,6.888888888888889,27.96899552705711,0,,31.000000000000007,12,31.0,0,0.2,43057,28,141,1.0,2658.760492799701,False,0.26977858583361514,27,7.004000000000002,13305.0,789,0,0.0,7890.0,False,-0.50652248541023,0,0.2,43676,0,10,0.0,279.6899552705711,False,0.008141479398906777,0,1.1540000000000004,44113,608,40,1.0,11376.110031168937,False,0.1458528143109951,3,2.4620000000000006,58456,0,0,0.0,0.0,False,-0.04258385744234801,0,1.874,55771,42,97,1.0,4181.697812136399,False,-0.05231510570511994,0.5,258378,0.0,0.0,12,0,0,8,3,3.0,19,27,23,148.0,50.0,12,14,23,479,1.2830577089916915,115.29684291093145
81,23,0,0,0,10.0,20,10.0,16.87064179290568,0,,28.150872068016266,22,29.818181818181817,31.0,11,31.0,0,0.2,42977,26,151,1.0,2807.4669107287577,False,0.2696170458680736,0,6.977000000000002,13185.0,801,0,0.0,8010.0,False,-0.5082389289392379,0,0.2,43676,0,10,0.0,281.50872068016264,False,0.008162403026553876,0,1.1540000000000004,44769,598,28,1.0,10876.868210062052,False,0.15520303034906413,0,2.459000000000001,58423,0,1,0.1,31.0,False,-0.042870479559748424,0,1.8740000000000003,55489,53,96,1.0,4467.996219604862,False,-0.054589260518173005,0.5166666666666667,258519,0.0,0.0,15,0,0,6,0,0.0,19,25,25,94.0,57.0,9,14,25,1197,1.226886446995195,116.52372935792664
82,25,0,0,0,10.0,20,10.0,15.864240196972943,22,7.636363636363637,27.53357770408545,8,12.0,31.000000000000004,9,31.0,0,0.2,42987,28,156,1.0,2754.8214707277793,False,0.2691500954160628,17,7.147000000000002,12762.0,809,0,0.0,8090.0,False,-0.5191955601327383,0,0.2,43676,0,10,0.0,275.3357770408545,False,0.008091387614937733,0,1.1540000000000004,44697,610,30,1.0,10503.193851276059,False,0.14924754787257896,3,2.4890000000000008,58336,0,8,0.8,248.00000000000003,False,-0.04251834381551363,0,1.8740000000000003,55644,43,101,1.0,4314.9438412756745,False,-0.05330398452833733,0.6333333333333333,258102,0.0,0.0,13,0,0,8,4,4.0,15,23,25,72.0,63.0,9,16,25,612,1.2866957189980894,117.81042507692473
83,25,0,0,0,10.0,20,10.0,15.669624213404806,8,11.25,27.562442447738857,1,33.0,31.000000000000007,7,31.0,0,0.2,42887,28,166,1.0,2881.157619425198,False,0.2680964300753118,8,7.210000000000002,12574.0,819,0,0.0,8190.0,False,-0.5231433802494565,0,0.2,43676,0,10,0.0,275.6244244773886,False,0.008094708302395016,0,1.1540000000000004,44640,608,39,1.0,10602.066777211938,False,0.14907352143495392,0,2.4860000000000007,58336,0,8,0.0,248.00000000000006,False,-0.04251834381551363,0,1.8740000000000003,55828,34,104,1.0,4161.123043223122,False,-0.05155002748932845,0.5,257941,0.0,0.0,12,0,0,7,2,2.0,17,24,17,110.0,63.0,9,16,17,450,1.1639997439924628,118.97442482091719
84,17,0,0,0,10.0,20,10.0,15.307344631117237,6,5.0,28.083160974036378,15,34.0,31.000000000000007,20,31.0,0,0.2,42767,30,176,1.0,2994.092655076634,False,0.2662789314434808,6,7.262000000000002,12392.0,827,0,0.0,8270.0,False,-0.5272056299347752,0,0.2,43676,0,10,0.0,280.8316097403638,False,0.008154613337402312,0,1.1540000000000004,45120,604,34,1.0,10200.463630312048,False,0.15549748780902914,0,2.4860000000000007,58584,0,0,0.0,0.0,False,-0.0404874213836478,0,1.874,55690,39,102,1.0,4257.24327798742,False,-0.05302309946616695,0.5,258229,0.0,0.0,17,0,0,12,2,2.0,12,24,17,90.0,21.0,10,7,17,1330,1.0905760299647227,120.06500085088192
85,17,0,0,0,10.0,20,10.0,14.903836246189982,19,11.526315789473685,28.083160974036378,0,,31.00000000000001,16,31.0,0,0.2,42667,30,186,1.0,3072.1135417913365,False,0.26453417927954187,19,7.446000000000003,12022.0,837,0,0.0,8370.0,False,-0.5363599954228172,0,0.2,43676,0,10,0.0,280.8316097403638,False,0.008154613337402312,0,1.1540000000000004,44901,613,44,1.0,10371.71070177206,False,0.1524286813972212,5,2.5360000000000014,58543,0,0,0.0,0.0,False,-0.04115893605870021,0,1.8740000000000003,56031,29,101,1.0,3945.411668247056,False,-0.049991715242997836,0.5,257840,0.0,0.0,13,0,0,9,6,6.0,13,22,24,33.0,48.0,6,11,24,541,1.2140742979827337,121.27907514886465
86,24,0,0,0,10.0,20,10.0,15.14033461733343,15,17.666666666666668,28.083160974036378,0,,31.00000000000001,13,31.0,0,0.2,42817,31,186,1.0,3126.102238824018,False,0.26959752601590603,5,7.477000000000003,11832.0,846,0,0.0,8460.0,False,-0.5405080672845863,0,0.2,43676,0,10,0.0,280.8316097403638,False,0.008154613337402312,0,1.1540000000000004,44636,618,54,1.0,10873.217486110025,False,0.15210088682193665,1,2.5410000000000004,58537,0,0,0.0,0.0,False,-0.04125720649895178,0,1.8740000000000003,56403,19,99,1.0,3602.5800585066922,False,-0.04670646571584537,0.5,257901,0.0,0.0,13,0,0,7,2,2.0,16,23,23,94.0,81.0,7,17,23,832,1.3141305450117216,122.59320569387637
87,23,0,0,0,10.0,20,10.0,14.963259732363507,2,1.0,28.51300323937629,20,32.1,31.00000000000001,0,,0,0.2,42727,30,196,1.0,3232.7989075432474,False,0.26854901744397586,2,7.492000000000002,11682.0,857,0,0.0,8570.0,False,-0.5432257695388488,0,0.2,43676,0,10,0.0,285.1300323937629,False,0.008204063692349193,0,1.1540000000000004,45276,610,44,1.0,10382.160579274298,False,0.16117712690711763,0,2.5400000000000005,57928,9,10,1.0,566.6170291543867,False,-0.04659151410873311,0,1.8740000000000003,56370,10,109,1.0,3664.1300323937644,False,-0.04674290788461608,0.6666666666666666,257659,0.0,0.0,11,0,0,6,1,1.0,16,22,23,75.0,114.0,5,18,23,842,1.4414339489885606,124.03463964286493
88,23,0,0,0,10.0,20,10.0,14.963259732363507,0,,28.53952080798633,1,33.0,31.00000000000001,0,,0,0.2,42587,34,206,1.0,3422.4315048668827,False,0.2672564295810001,0,7.490000000000002,11622.0,863,0,0.0,8630.0,False,-0.5440839913033528,0,0.2,43676,0,10,0.0,285.3952080798633,False,0.0082071143536867,0,1.1540000000000004,45309,600,53,1.0,10490.55044224138,False,0.1631833606626637,0,2.540000000000001,57928,0,19,0.9,589.0000000000002,False,-0.046408215408805034,0,1.874,56337,1,119,1.0,3717.5395208079876,False,-0.04684601414432663,0.65,257459,0.0,0.0,10,0,0,12,0,0.0,17,29,25,137.0,90.0,13,10,25,233,1.5864044110057876,125.62104405387072
89,25,0,0,0,10.0,20,10.0,15.813661450011177,12,26.0,28.53952080798633,0,,31.00000000000001,0,,0,0.2,42799,34,204,1.0,3565.98693580228,False,0.27537456997085313,0,7.490000000000003,11522.0,873,0,0.0,8730.0,False,-0.5455143609108594,0,0.2,43676,0,10,0.0,285.3952080798633,False,0.0082071143536867,0,1.1540000000000004,44997,602,63,1.0,11317.814003809866,False,0.1655217661843664,0,2.5400000000000005,57928,0,19,0.0,589.0000000000002,False,-0.046408215408805034,0,1.8740000000000003,56337,0,120,0.1,3720.0000000000014,False,-0.046825864779874216,0.35000000000000003,257259,0.0,0.0,8,0,0,10,0,0.0,16,26,24,140.0,90.0,10,15,24,512,1.3419357909588143,126.96297984482953
90,24,0,0,0,10.0,20,10.0,16.238002942313127,19,19.36842105263158,28.53952080798633,0,,31.00000000000001,0,,0,0.2,43064,34,198,1.0,3555.1245825779993,False,0.2828001570914579,3,7.520000000000001,11362.0,883,0,0.0,8830.0,False,-0.5486611740473738,0,0.2,43676,0,10,0.0,285.3952080798633,False,0.0082071143536867,0,1.1540000000000004,44629,611,73,1.0,12004.804816736323,False,0.1649579496656426,0,2.5400000000000005,57928,0,19,0.0,589.0000000000002,False,-0.046408215408805034,0,1.8740000000000003,56337,0,120,0.0,3720.0000000000014,False,-0.046825864779874216,0.3333333333333333,256996,0.0,0.0,10,0,0,10,1,1.0,14,24,29,129.0,90.0,9,15,29,565,1.4128572990302928,128.37583714385983
91,29,0,0,0,10.0,20,10.0,16.915264197689314,12,25.0,28.91117806670427,18,32.05555555555556,31.00000000000001,0,,0,0.2,43274,33,196,1.0,3645.3917827471055,False,0.29009886403975144,0,7.517000000000002,11252.0,894,0,0.0,8940.0,False,-0.5502345806156311,0,0.2,43676,0,10,0.0,289.1117806670427,False,0.008249870929398523,0,1.1540000000000004,44906,613,65,1.0,12248.283527519328,False,0.1741323860788657,0,2.540000000000001,57384,7,29,1.0,1101.3782464669302,False,-0.05112209900364473,0,1.8740000000000003,56304,0,121,0.1,3751.0000000000014,False,-0.04711248689727463,0.5166666666666667,256796,0.0,0.0,11,0,0,20,0,0.0,14,34,31,209.0,93.0,18,11,31,1077,1.5147717209765688,129.8906088648364
92,31,0,0,0,10.0,20,10.0,17.311266665394044,15,21.0,29.219590662138717,17,32.0,31.00000000000001,0,,0,0.2,43446,37,194,1.0,3728.3857330864444,False,0.29620645573129706,3,7.547000000000002,11132.0,900,0,0.0,9000.0,False,-0.5528092459091429,0,0.2,43676,0,10,0.0,292.19590662138717,False,0.008285351647662205,0,1.1540000000000004,45135,618,58,1.0,12393.099057617565,False,0.18106735835462667,0,2.540000000000001,57384,0,36,0.7,1116.0000000000005,False,-0.05100235849056604,0,1.874,55760,7,131,1.0,4265.537134634972,False,-0.0518086909178871,0.6166666666666667,256533,0.0,0.0,10,0,0,21,1,1.0,11,32,27,177.0,124.0,16,15,27,1056,1.5345645679626614,131.42517343279906
93,27,0,0,0,10.0,20,10.0,15.738924659213676,27,7.62962962962963,29.244101695862252,1,33.0,31.00000000000001,0,,0,0.2,43542,35,182,1.0,3214.484287976889,False,0.29160207529432547,5,7.594000000000002,10937.0,912,0,0.0,9120.0,False,-0.5566712438494107,0,0.2,43676,0,10,0.0,292.4410169586225,False,0.00828817147115433,0,1.1540000000000004,44962,635,67,1.0,11953.571972223455,False,0.1720304170565488,0,2.540000000000001,57351,0,37,0.1,1147.0000000000005,False,-0.05128898060796646,0,1.8740000000000003,55760,0,138,0.7,4278.000000000002,False,-0.05170662997903564,0.4666666666666666,256228,0.0,0.0,10,0,0,18,1,1.0,12,30,30,110.0,81.0,13,14,30,409,1.3682001139968634,132.79337354679592
94,30,0,0,0,10.0,20,10.0,15.776917516283163,21,16.047619047619047,29.29744886173901,2,33.0,31.00000000000001,0,,0,0.2,43706,37,180,1.0,3209.8451529309696,False,0.2962273308291991,9,7.679000000000004,10701.0,920,0,0.0,9200.0,False,-0.5622782927108365,0,0.2,43676,0,10,0.0,292.9744886173901,False,0.008294308690550213,0,1.1540000000000004,44691,646,75,1.0,12389.19738014935,False,0.17080665155940067,0,2.5400000000000005,57318,0,38,0.1,1178.0000000000005,False,-0.051575602725366876,0,1.8740000000000003,55727,0,139,0.1,4309.000000000002,False,-0.05199325209643606,0.3666666666666667,255819,0.0,0.0,11,0,0,17,3,3.0,10,27,29,125.0,98.0,12,18,29,550,1.3255741270259023,134.11894767382182
95,29,0,0,0,10.0,20,10.0,16.354421650761893,15,22.266666666666666,28.38716975230969,50,26.08,31.00000000000001,0,,0,0.2,43951,35,177,1.0,3244.732632184855,False,0.3037351618060541,2,7.690000000000003,10548.0,932,0,0.0,9320.0,False,-0.5649387801807987,0,0.2,43676,0,10,0.0,283.8716975230969,False,0.008189587427213344,0,1.1540000000000004,45661,651,35,1.0,11640.27943597683,False,0.18450921996199934,0,2.5400000000000005,57318,0,38,0.0,1178.0000000000005,False,-0.051575602725366876,0,1.8740000000000003,54423,40,149,1.0,5754.486790092389,False,-0.06151330917442688,0.5,255577,0.0,0.0,11,0,0,16,2,2.0,11,27,31,126.0,111.0,12,17,31,1829,1.377712982997764,135.49666065681959
96,31,0,0,0,10.0,20,10.0,16.320608303286885,16,16.0,28.38716975230969,0,,31.00000000000001,0,,0,0.2,43981,32,183,1.0,3306.6713195015,False,0.3054793357292239,12,7.808000000000002,10322.0,945,0,0.0,9450.0,False,-0.5695445703169699,0,0.2,43676,0,10,0.0,283.8716975230969,False,0.008189587427213344,0,1.1540000000000004,45405,657,45,1.0,12000.062294113419,False,0.1827580678996988,0,2.540000000000001,57318,0,38,0.0,1178.0000000000005,False,-0.051575602725366876,0,1.874,54423,30,159,1.0,5780.615092569293,False,-0.06129933919214088,0.5,255125,0.0,0.0,10,0,0,16,1,1.0,13,29,31,162.0,126.0,14,17,31,300,1.5098452409729362,137.00650589779252
97,31,0,0,0,10.0,20,10.0,16.85991332075958,10,25.0,28.38716975230969,0,,31.000000000000004,10,31.0,0,0.2,44131,32,183,1.0,3405.3641376990035,False,0.31118211662803236,0,7.796000000000002,10222.0,955,0,0.0,9550.0,False,-0.5709749399244765,0,0.2,43676,0,10,0.0,283.8716975230969,False,0.008189587427213344,0,1.1540000000000004,45155,657,55,1.0,12638.257388116079,False,0.1843479060802089,0,2.5400000000000005,57318,0,38,0.0,1178.0000000000002,False,-0.051575602725366876,0,1.8740000000000003,54733,20,159,1.0,5496.743395046195,False,-0.0585467161700226,0.5,255235,0.0,0.0,13,0,0,18,0,0.0,15,33,30,213.0,120.0,16,15,30,760,1.4507009150111116,138.45720681280363
98,30,0,0,0,10.0,20,10.0,15.889923521436579,50,13.08,28.38716975230969,0,,31.000000000000004,7,31.0,0,0.2,44497,31,174,1.0,3074.8466927299646,False,0.3169248010746361,31,8.106,9430.0,966,0,0.0,9660.0,False,-0.5920585879391235,0,0.2,43676,0,10,0.0,283.8716975230969,False,0.008189587427213344,0,1.1540000000000004,44501,697,65,1.0,12920.442728341426,False,0.17254662381323255,0,2.5400000000000005,57318,0,38,0.0,1178.0000000000002,False,-0.051575602725366876,0,1.8740000000000003,54950,10,162,1.0,5305.871697523098,False,-0.05655568905985413,0.5,254372,0.0,0.0,12,0,0,17,3,3.0,8,25,22,138.0,101.0,11,19,22,873,1.3666546189924702,139.8238614317961
99,22,0,0,0,10.0,20,10.0,15.32482407799672,28,11.785714285714286,28.69852073600058,15,32.0,31.000000000000004,14,31.0,0,0.2,44695,25,170,1.0,2855.2200932594424,False,0.31944759259153566,14,8.215000000000002,9016.0,982,0,0.0,9820.0,False,-0.6016134569172674,0,0.2,43676,0,10,0.0,286.9852073600058,False,0.008225406186553829,0,1.1540000000000004,44651,715,60,1.0,12679.16045992769,False,0.1732221303659253,0,2.540000000000001,57318,0,38,0.0,1178.0000000000002,False,-0.051575602725366876,0,1.8740000000000003,54904,15,158,1.0,5328.477811040009,False,-0.05712396970780916,0.5,254260,0.0,0.0,15,0,0,14,3,3.0,11,25,23,118.0,53.0,9,13,23,1352,2.7051309859962203,142.52899241779232
100,23,0,0,0,10.0,20,10.0,15.32482407799672,0,,27.866177394330474,27,23.037037037037038,31.000000000000007,17,31.0,0,0.2,44565,28,180,1.0,3038.4683340394095,False,0.3183497587544257,0,8.201,8946.0,989,0,0.0,9890.0,False,-0.602614715642522,0,0.2,43676,0,10,0.0,278.66177394330475,False,0.008129650889780711,0,1.1540000000000004,45273,705,43,1.0,12002.246602943898,False,0.17974606096065407,0,2.540000000000001,57133,7,41,1.0,1466.0632417603135,False,-0.05224659950078355,0,1.874,54994,15,158,1.0,5315.992660914958,False,-0.05575215653731857,0.6666666666666666,254587,0.0,0.0,17,0,0,9,0,0.0,10,19,22,42.0,72.0,4,19,22,1349,1.2996647210093215,143.82865713880165
101,22,0,0,0,10.0,20,10.0,15.301322509275717,1,11.0,27.897050989401023,1,33.0,31.000000000000004,20,31.0,0,0.2,44445,30,190,1.0,3207.251276762386,False,0.3173310916117746,1,8.211000000000002,8856.0,997,0,0.0,9970.0,False,-0.6040450852500286,0,0.2,43676,0,10,0.0,278.9705098940102,False,0.008133202681583948,0,1.1540000000000004,45295,696,52,1.0,12100.367117904752,False,0.18138105837173568,0,2.540000000000001,57472,0,37,0.8,1147.0000000000002,False,-0.04930719339622641,0,1.8740000000000003,55242,5,160,1.0,5099.485254947006,False,-0.05346333484876991,0.6333333333333333,254986,0.0,0.0,17,0,0,10,1,1.0,11,21,24,45.0,81.0,5,17,24,853,1.2304292969638482,145.0590864357655
102,24,0,0,0,10.0,20,10.0,15.301322509275717,0,,27.897050989401023,0,,31.000000000000004,20,31.0,0,0.2,44365,28,200,1.0,3340.2645018551434,False,0.31694508098545515,0,8.210000000000003,8736.0,1009,0,0.0,10090.0,False,-0.6057615287790366,0,0.2,43676,0,10,0.0,278.9705098940102,False,0.008133202681583948,0,1.1540000000000004,45295,686,62,1.0,12226.324402706005,False,0.18283010909191938,0,2.5400000000000005,57782,0,27,0.0,837.0000000000001,False,-0.04676854035639413,0,1.8740000000000003,55552,0,155,0.5,4805.000000000001,False,-0.050797628406708595,0.4166666666666667,255406,0.0,0.0,16,0,0,6,0,0.0,16,22,27,84.0,108.0,8,16,27,820,1.2918682459858246,146.35095468175132
