index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,21,0,0,0,10.000000000000002,20,10.0,19.503654554709072,28,20.0,26.350776407638413,0,,16.473676257636708,26,16.615384615384617,39.99999999999999,10,40.0,0,0.56,53087,0,41,0.7,799.649836743072,False,0.09442676621320056,8,1.2520000000000002,53422,24,10,1.0,435.0365455470908,False,0.09755111869318923,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.339000000000002,49843,645,40,1.0,13633.888244092888,False,-0.1792220401835896,13,9.069,69736,512,0,0.0,13491.597520710868,False,-0.3568688561283925,13,9.294000000000002,68287,515,0,0.0,13570.649849933783,False,-0.3687210423309013,0,1.4510000000000003,144718,0,80,0.8,3199.9999999999995,False,0.022102071894603014,10,4.6110000000000015,108597,1717,0,0.0,28285.302134362228,False,-0.14260411118668628,0.4375,617053,0.0,0.0,6,0,0,8,9,8.444444444444445,15,23,22,219.0,83.0,13,8,22,400,1.7917754445225,123.35803130734712
53,22,0,0,0,10.000000000000002,20,10.0,19.482582178871763,11,19.0,26.350776407638413,0,,16.473676257636708,0,,39.99999999999999,7,40.0,0,0.56,53186,1,40,1.0,789.3032871548705,False,0.09634661244838419,0,1.2440000000000002,53332,23,20,1.0,619.6516435774353,False,0.09759833487045179,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.339000000000002,49634,646,50,1.0,13903.28690793308,False,-0.18029836229623156,0,9.056000000000001,69736,512,0,0.0,13491.597520710868,False,-0.3568688561283925,0,9.281,68287,515,0,0.0,13570.649849933783,False,-0.3687210423309013,0,1.451,144718,0,80,0.0,3199.9999999999995,False,0.022102071894603014,7,4.671000000000001,108521,1717,0,0.0,28285.302134362228,False,-0.14313500798314324,0.375,616777,0.0,0.0,6,0,0,11,2,2.0,13,24,19,222.0,83.0,14,8,19,409,1.5326922237873077,124.89072353113443
54,19,0,0,0,10.000000000000002,20,10.0,19.47064798745099,6,19.0,27.06600409687344,60,31.0,16.654682338414457,41,17.585365853658537,39.99999999999999,6,40.0,0,0.56,53200,1,44,1.0,866.7085114478436,False,0.09742499295555573,0,1.244,53232,23,30,1.0,814.1194396235297,False,0.09754173595948126,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,10,5.439000000000002,51130,642,10,1.0,12770.816048912271,False,-0.16682975975698033,26,9.316,68887,512,0,0.0,13857.7940975992,False,-0.3624683861656091,15,9.431000000000001,66127,575,0,0.0,15562.952355702228,False,-0.37850778098190296,0,1.451,144633,0,85,0.5,3399.9999999999995,False,0.022206854157061626,6,4.724000000000001,107819,1753,0,0.0,29195.658139240542,False,-0.14485917913840846,0.4375,614391,0.0,0.0,5,0,0,10,7,6.166666666666667,12,22,15,201.0,51.0,12,7,15,314,1.489397468045354,126.38012099917978
55,15,0,0,0,10.000000000000002,20,10.0,19.474998817392102,38,19.5,27.31113036406056,32,30.0,16.65542630720388,15,16.666666666666668,39.99999999999999,8,40.0,0,0.56,53530,0,31,0.6,603.7249633391551,False,0.10148679165308522,0,1.244,53443,28,21,1.0,688.9749751652341,False,0.10057880765228788,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,22,5.649000000000002,50687,670,10,1.0,13321.360511293315,False,-0.16925947016388548,5,9.340000000000002,68297,528,0,0.0,14420.276832223975,False,-0.3650647201410012,10,9.516,65397,591,0,0.0,16140.87804515979,False,-0.3822164376133744,0,1.4510000000000003,144548,0,90,0.5,3599.9999999999995,False,0.022311636419520237,8,4.798000000000001,107558,1763,0,0.0,29363.516579600437,False,-0.14609610426673222,0.3875,612823,0.0,0.0,7,0,0,6,7,6.375,14,20,22,163.0,30.0,10,5,22,941,1.6440569767728448,128.02417797595263
56,22,0,0,0,10.000000000000002,20,10.0,19.46890188538544,3,19.0,27.31113036406056,0,,16.647298261812292,12,16.5,39.99999999999999,14,40.0,0,0.56,53517,0,35,0.7,681.4115659884903,False,0.10201558730958918,0,1.244,53313,31,31,1.0,913.5359584469486,False,0.10021623791175883,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,50630,663,20,1.0,13454.104557291757,False,-0.16912370670636986,6,9.395000000000001,68171,528,0,0.0,14420.276832223975,False,-0.3661242470538257,6,9.566000000000003,65265,591,0,0.0,16140.87804515979,False,-0.3833264181887144,0,1.451,144646,0,91,0.6,3639.9999999999995,False,0.02313592355086131,9,4.880000000000001,107350,1769,0,0.0,29449.070625145945,False,-0.14725026675766675,0.41250000000000003,612255,0.0,0.0,10,0,0,11,4,4.0,13,24,21,211.0,54.0,14,8,21,457,1.45884754601866,129.48302552197129
57,21,0,0,0,10.000000000000002,20,10.0,19.46890188538544,0,,27.31113036406056,0,,16.637550741309184,11,16.454545454545453,40.0,20,40.0,0,0.56,53397,2,45,1.0,896.1005848423447,False,0.10175663554634916,0,1.2440000000000002,53233,29,41,1.0,1088.224977300803,False,0.10036651842876093,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,50630,653,30,1.0,13532.526842078507,False,-0.16855569270716106,11,9.499,67886,528,0,0.0,14420.276832223975,False,-0.36852079602330967,0,9.56,65265,591,0,0.0,16140.87804515979,False,-0.3833264181887144,0,1.451,145001,0,85,0.5,3400.0,False,0.02477751232937955,9,4.961000000000001,107154,1775,0,0.0,29531.652565823802,False,-0.14833098423437763,0.4375,611929,0.0,0.0,8,0,0,11,4,4.0,13,24,16,225.0,32.0,15,6,16,640,1.3536187913268805,130.83664431329817
58,16,0,0,0,10.000000000000002,20,10.0,19.42088145073224,24,19.0,27.31113036406056,0,,16.64604677454554,16,16.75,39.99999999999999,20,40.0,0,0.56,53773,0,31,1.0,602.0473249726994,False,0.10644180026367545,0,1.244,53113,31,51,1.0,1300.4649539873442,False,0.1000825109877573,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,50174,667,40,1.0,14046.173142200825,False,-0.1714409756185477,4,9.528000000000002,67798,528,0,0.0,14420.276832223975,False,-0.36926078307353627,12,9.680000000000001,64953,591,0,0.0,16140.87804515979,False,-0.38595000863951784,0,1.451,145339,0,80,0.6,3199.9999999999995,False,0.026440057560389512,9,5.042000000000002,106876,1785,0,0.0,29713.193492563787,False,-0.14963887319752228,0.45,611389,0.0,0.0,11,0,0,5,5,5.0,13,18,17,132.0,51.0,9,7,17,1096,1.4242042172700167,132.26084853056818
59,17,0,0,0,10.000000000000002,20,10.0,19.45327203096409,82,19.536585365853657,27.31113036406056,0,,16.67503260969934,17,17.0,39.99999999999999,20,40.0,0,0.56,54273,0,11,1.0,213.98599234060498,False,0.11270242666906004,1,1.254,53999,31,10,1.0,504.5327203096409,False,0.11006847192983343,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,48572,739,50,1.0,15741.52454908549,False,-0.18236814412819063,6,9.584000000000001,67672,528,0,0.0,14420.276832223975,False,-0.37032030998636073,11,9.777999999999999,64672,591,0,0.0,16140.87804515979,False,-0.38831292183399146,0,1.4510000000000003,145335,2,85,1.0,3433.3500652193984,False,0.027227147216352287,15,5.183000000000001,106523,1790,0,0.0,29848.308371361818,False,-0.15163282768430567,0.5,610409,0.0,0.0,10,0,0,6,7,6.055555555555555,15,21,20,183.0,18.0,11,6,20,1660,1.6316818818449974,133.89253041241318
60,20,0,0,0,10.000000000000002,20,10.0,19.488216097086756,18,20.0,27.31113036406056,0,,16.66777719712235,20,16.6,39.99999999999999,20,40.0,0,0.56,54163,1,21,1.0,419.25253803882185,False,0.11255169154156598,8,1.3330000000000002,54141,30,10,1.0,494.88216097086763,False,0.11287528810945806,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,48212,747,60,1.0,16196.36524636744,False,-0.1842886976592925,10,9.678,67418,528,0,0.0,14420.276832223975,False,-0.3724561816995149,10,9.867,64418,591,0,0.0,16140.87804515979,False,-0.39044879354714557,0,1.4510000000000003,145593,0,84,0.8,3359.9999999999995,False,0.02877320927113458,11,5.278000000000002,106137,1804,0,0.0,30068.670063608723,False,-0.1535595580158126,0.475,609445,0.0,0.0,7,0,0,5,8,7.444444444444445,17,22,22,201.0,39.0,12,8,22,560,1.5628512520343065,135.4553816644475
61,22,0,0,0,10.000000000000002,20,10.0,19.46266097073216,14,19.0,27.31113036406056,0,,16.686313699613933,11,17.0,39.99999999999999,20,40.0,0,0.56,54083,0,30,0.9,583.8798291219648,False,0.1125990324635985,4,1.3650000000000002,54223,32,10,1.0,514.6266097073217,False,0.114755142102915,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,47946,751,70,1.0,16528.23751450409,False,-0.18573822636962506,0,9.668000000000001,67418,528,0,0.0,14420.276832223975,False,-0.3724561816995149,11,9.967000000000002,64137,591,0,0.0,16140.87804515979,False,-0.39281170674161925,0,1.451,145988,0,77,0.5,3079.9999999999995,False,0.03055450773293097,8,5.347,105941,1810,0,0.0,30202.22779630122,False,-0.15446223019859306,0.425,609099,0.0,0.0,8,0,0,8,5,4.285714285714286,15,23,29,222.0,54.0,14,8,29,680,1.652483300305903,137.1078649647534
62,29,0,0,0,10.000000000000002,20,10.0,19.49019337995146,13,20.0,27.519110600720303,16,32.0,16.482358927453177,46,15.695652173913043,39.99999999999999,20,40.0,0,0.56,54263,0,25,0.8,487.2548344987865,False,0.11529357131382784,0,1.3610000000000002,54103,34,20,1.0,729.8038675990292,False,0.11450118541904387,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,48198,754,64,1.0,16456.8288869295,False,-0.18260495938891028,21,9.878,66541,536,0,0.0,14750.243281986082,False,-0.3784434907123802,25,10.206,63044,599,0,0.0,16483.94724983146,False,-0.4005602574405216,0,1.451,146184,2,77,1.0,3112.9647178549058,False,0.032038799886328434,10,5.439000000000001,105293,1844,0,0.0,30393.469862223657,False,-0.15832086472531798,0.475,606989,0.0,0.0,11,0,0,12,7,7.0,13,25,27,240.0,58.0,15,14,27,1372,1.7350161392241716,138.84288110397756
63,27,0,0,0,10.0,20,10.0,19.51765409944352,13,20.0,28.062087681491196,60,31.0,16.463435721948706,19,16.263157894736842,39.99999999999999,20,40.0,0,0.56,54163,0,35,1.0,683.1178934805232,False,0.11525124706867451,0,1.3610000000000002,54263,34,17,1.0,671.8001196905398,False,0.11718161851050232,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,49798,757,14,1.0,15167.733380819622,False,-0.16876424425759337,7,9.927000000000001,66387,536,0,0.0,15041.278997279282,False,-0.37851481657033115,12,10.301000000000002,60869,659,0,0.0,18492.915782102697,False,-0.4104030584080915,0,1.4510000000000003,146459,0,75,0.7,2999.9999999999995,False,0.03356525140757506,11,5.539000000000001,104905,1858,0,0.0,30589.063571380695,False,-0.1603480742019759,0.4625,606207,0.0,0.0,8,0,0,12,6,6.0,13,25,28,245.0,96.0,15,12,28,2680,1.5523712374269962,140.39525234140456
64,28,0,0,0,10.0,20,10.0,19.548812080000932,15,20.0,28.062087681491196,0,,16.441163889218313,10,16.0,39.99999999999999,20,40.0,0,0.56,54343,2,30,1.0,606.464362400028,False,0.11815011010803764,0,1.3610000000000002,54183,32,27,1.0,847.8179261600252,False,0.11734549359715206,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,49498,762,24,1.0,15569.6849093165,False,-0.1701987128482696,5,9.97,66277,536,0,0.0,15041.278997279282,False,-0.3794398003831144,5,10.339000000000002,60759,659,0,0.0,18492.915782102697,False,-0.41132804222087477,0,1.451,146939,0,63,0.0,2519.9999999999995,False,0.03524176760691283,8,5.6080000000000005,104667,1868,0,0.0,30712.094145059807,False,-0.16158090537092984,0.375,606029,0.0,0.0,9,0,0,9,4,4.0,16,25,28,276.0,78.0,17,11,28,980,1.6219207951799035,142.01717313658446
65,28,0,0,0,10.0,20,10.0,19.595288601834408,24,20.0,28.12917680214921,6,32.0,16.476246711749035,24,16.75,39.99999999999999,20,40.0,0,0.56,54563,2,24,1.0,490.28692644402577,False,0.12146307626497814,0,1.3610000000000002,54243,32,29,1.0,888.2633694531978,False,0.11898697996248565,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,49210,776,28,1.0,15993.560905483679,False,-0.17130054970532738,12,10.085000000000003,65869,539,0,0.0,15161.626296358425,False,-0.3823646525997998,12,10.454000000000002,60345,662,0,0.0,18621.515043022777,False,-0.41426865295859105,0,1.451,147037,0,64,0.6,2559.9999999999995,False,0.03606605473825391,15,5.750000000000001,104103,1886,0,0.0,31074.20129835868,False,-0.16425597154687024,0.45,604733,0.0,0.0,10,0,0,8,7,7.0,18,26,22,228.0,111.0,16,12,22,1072,1.5370193663984537,143.55419250298291
66,22,0,0,0,10.0,20,10.0,19.564449085702527,15,19.133333333333333,28.245424322371125,21,30.0,16.483423712541516,22,16.545454545454547,39.99999999999999,20,40.0,0,0.56,54503,0,32,0.8,626.0623707424809,False,0.12162447179103046,0,1.3610000000000002,54390,36,24,1.0,829.5467780568606,False,0.12139411910763687,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,49553,781,17,1.0,15760.006949413983,False,-0.16802347498686135,11,10.183000000000002,65583,539,0,0.0,15224.283709758036,False,-0.38450616918055663,11,10.552000000000001,59429,683,0,0.0,19291.624812179478,False,-0.41915378775750506,0,1.451,147637,0,49,0.0,1959.9999999999995,False,0.03816169998742613,5,5.785000000000001,103699,1908,0,0.0,31450.372443529213,False,-0.16576423836033494,0.35,604157,0.0,0.0,12,0,0,4,5,5.0,17,21,24,198.0,89.0,11,11,24,1717,1.5042461641132832,145.0584386670962
67,24,0,0,0,10.000000000000002,20,10.0,19.545976132275758,16,19.3125,28.245424322371125,0,,16.473503841048682,4,16.0,39.99999999999999,20,40.0,0,0.56,54632,0,29,0.8,566.833307835997,False,0.12365805888684729,0,1.3610000000000002,54370,38,29,1.0,946.833307835997,False,0.12218482267797513,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,49244,787,27,1.0,16145.30967280504,False,-0.1697089054872737,0,10.172000000000002,65583,539,0,0.0,15224.283709758036,False,-0.38450616918055663,4,10.581,59341,683,0,0.0,19291.624812179478,False,-0.4198937748077317,0,1.4510000000000003,147997,0,40,0.0,1599.9999999999998,False,0.03941908713692946,11,5.8900000000000015,103475,1912,0,0.0,31497.33934408508,False,-0.16716494354301983,0.35,604005,0.0,0.0,9,0,0,5,4,4.0,18,23,28,219.0,93.0,13,11,28,869,1.6704570818692446,146.72889574896544
68,28,0,0,0,10.0,20,10.0,19.552669527440045,32,19.59375,28.245424322371125,0,,16.473503841048682,0,,40.0,20,40.0,0,0.56,54789,0,25,0.9,488.81673818600115,False,0.1260723598193853,0,1.3610000000000002,54640,39,20,1.0,781.053390548801,False,0.1260133961220003,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,48617,809,37,1.0,16863.19034762673,False,-0.17359202726542233,0,10.172000000000002,65583,539,0,0.0,15224.283709758036,False,-0.38450616918055663,0,10.577000000000002,59341,683,0,0.0,19291.624812179478,False,-0.4198937748077317,0,1.4510000000000003,148397,0,30,0.0,1200.0,False,0.04081618396971094,10,5.979000000000001,103353,1912,0,0.0,31497.33934408508,False,-0.16801717261101654,0.3625,604083,0.0,0.0,11,0,0,7,2,2.0,16,23,26,252.0,82.0,14,14,26,1227,1.7103216210380197,148.43921737000346
69,26,0,0,0,10.0,20,10.0,19.505907996612653,19,19.0,28.431165575556822,29,30.379310344827587,16.501745244029678,26,16.69230769230769,40.0,20,40.0,0,0.56,54699,0,34,0.9,663.2008718848302,False,0.12601490497508633,0,1.3610000000000002,54891,40,11,1.0,614.5649879627392,False,0.1294459505234362,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.627000000000002,49137,818,18,1.0,16467.59372158917,False,-0.1689246022019558,16,10.332000000000003,64226,568,0,0.0,16148.902046916275,False,-0.3920295740579196,10,10.677000000000005,59087,683,0,0.0,19418.48608810531,False,-0.4214962618540657,0,1.451,148513,2,32,1.0,1313.0034904880595,False,0.04202119217935945,12,6.089000000000001,102933,1926,0,0.0,31782.36134000116,False,-0.1699555676404391,0.4875,602849,0.0,0.0,10,0,0,5,8,8.0,18,23,27,219.0,84.0,13,13,27,1762,1.5287364479154348,149.9679538179189
70,27,0,0,0,10.0,20,10.0,19.535116003918915,17,19.88235294117647,28.654322668306108,20,32.0,16.422304240269213,27,15.88888888888889,40.0,20,40.0,0,0.56,54957,0,25,0.8,488.3779000979729,False,0.12950542130563483,0,1.3610000000000002,54771,42,21,1.0,830.2374360822972,False,0.12919706003521753,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,2,5.647000000000002,49389,825,10,1.0,16403.013929916164,False,-0.16574187384172437,21,10.526000000000003,63285,578,0,0.0,16562.19850228093,False,-0.3982046968059429,6,10.727000000000004,58641,693,0,0.0,19857.44560913613,False,-0.42340105780671144,0,1.451,148524,19,31,1.0,1552.023780565115,False,0.042932868730755434,9,6.167000000000001,102821,1926,0,0.0,31629.357966758504,False,-0.1712723431872022,0.475,601751,0.0,0.0,12,0,0,8,6,5.2,17,25,24,225.0,81.0,15,12,24,1298,1.6605328945443034,151.6284867124632
71,24,0,0,0,10.0,20,10.0,19.497313736620253,17,19.058823529411764,29.20763595739139,42,33.0,16.09480447985748,78,15.307692307692308,40.0,20,40.0,0,0.56,54847,1,35,1.0,692.4059807817089,False,0.12934201568159387,0,1.3610000000000002,55005,41,14,1.0,682.9623923126835,False,0.13247833516443647,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,32,5.965000000000002,49399,832,10,1.0,16513.841388441964,False,-0.16479428823993242,27,10.775000000000002,61618,599,0,0.0,17495.37393847744,False,-0.4082988961643551,51,11.231000000000003,55269,714,0,0.0,20854.252073577452,False,-0.4475649713945499,0,1.4510000000000003,148440,41,31,1.0,1899.8869836741567,False,0.043561084509249254,10,6.258000000000001,101999,1972,0,0.0,31738.95443427895,False,-0.176631618975792,0.5,595940,0.0,0.0,9,0,0,6,12,11.523809523809524,15,21,28,168.0,99.0,11,13,28,924,1.3924737060442567,153.02096041850746
72,28,0,0,0,10.0,20,10.0,19.433027601299617,24,18.916666666666668,29.231464398038298,4,31.0,16.126103555876536,20,16.5,39.99999999999999,20,40.0,0,0.56,55227,0,20,0.7,388.66055202599233,False,0.1340098681456252,0,1.3610000000000002,54879,45,22,1.0,877.5266072285915,False,0.1318907207319998,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.933000000000001,49069,846,16,1.0,16908.04478106809,False,-0.16671945777995645,10,10.848000000000003,61239,603,0,0.0,17626.573032017095,False,-0.41093426294759927,10,11.280000000000001,55014,714,0,0.0,20871.265580199346,False,-0.4496377192413479,0,1.451,148710,41,30,1.0,1861.1702457909378,False,0.04531193765382355,9,6.338000000000001,101731,1982,0,0.0,31961.937247747293,False,-0.17772490727556584,0.4625,595232,0.0,0.0,12,0,0,9,6,6.0,17,26,24,258.0,66.0,16,12,24,1218,2.495172942057252,155.5161333605647
73,24,0,0,0,10.0,20,10.0,19.40597587954181,13,19.0,29.27176473786825,4,32.0,16.14085120356461,4,17.0,39.99999999999999,20,40.0,0,0.56,55336,0,19,1.0,368.7135417112944,False,0.13603611006006802,0,1.3610000000000002,54817,45,30,1.0,1032.1792763862543,False,0.13220432227437245,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.933000000000002,48950,849,22,1.0,17119.6523459641,False,-0.16691061865537646,0,10.838000000000003,61239,603,0,0.0,17650.874136934555,False,-0.4108320896354111,4,11.310000000000002,54802,718,0,0.0,21017.127081789404,False,-0.45080714473562533,0,1.451,149202,35,26,1.0,1604.9297921247612,False,0.047853814046847375,6,6.389000000000002,101665,1982,0,0.0,31991.167085465055,False,-0.17808385694613826,0.5,595374,0.0,0.0,10,0,0,6,3,3.0,16,22,20,201.0,111.0,12,12,20,1135,1.4524173820391297,156.96855074260384
74,20,0,0,0,10.0,20,10.0,19.487990738488453,30,20.0,29.387944678642157,11,32.0,16.19376283250732,14,17.0,39.99999999999999,20,40.0,0,0.56,55516,0,15,1.0,292.3198610773268,False,0.1389376315792,0,1.3610000000000002,55037,45,24,1.0,917.7117777237229,False,0.13553478246975495,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.933000000000001,48702,869,21,1.0,17552.210789997953,False,-0.1673701269701157,9,10.928000000000003,61018,603,0,0.0,17720.93064122122,False,-0.4123959156027059,5,11.356000000000005,54345,729,0,0.0,21423.81167073013,False,-0.4529401381138314,0,1.451,149334,29,31,1.0,1709.619122142712,False,0.04914155078496839,15,6.533000000000001,101233,1992,0,0.0,32257.975562354583,False,-0.1801696929098922,0.5,594548,0.0,0.0,8,0,0,6,6,6.0,14,20,23,168.0,57.0,11,9,23,1352,1.395995207130909,158.36454594973475
75,23,0,0,0,10.0,20,10.0,19.487990738488453,0,,29.387944678642157,0,,16.21795095473996,14,16.571428571428573,39.99999999999999,7,40.0,0,0.56,55416,0,25,1.0,487.1997684622113,False,0.13888524889980172,0,1.3610000000000002,54937,45,34,1.0,1112.5916851086074,False,0.1354823997903565,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.933000000000002,48702,859,31,1.0,17651.210329399488,False,-0.16665307155087866,10,11.019000000000002,60760,603,0,0.0,17720.93064122122,False,-0.4145654230908703,4,11.391000000000005,54261,729,0,0.0,21423.81167073013,False,-0.45364648938904767,0,1.4510000000000003,149198,27,41,1.0,2077.884675777979,False,0.04947778153519281,7,6.588000000000001,101069,1998,0,0.0,32403.466007570438,False,-0.1808071517122454,0.5,593706,0.0,0.0,4,0,0,6,5,5.0,16,22,19,216.0,76.0,12,11,19,200,1.5323397452011704,159.89688569493592
76,19,0,0,0,10.0,20,10.0,19.48742702868548,31,19.483870967741936,29.59888346417812,35,31.0,16.2335348642371,4,17.0,39.99999999999999,9,40.0,0,0.56,55606,1,20,1.0,399.74854057370965,False,0.1418782589271332,0,1.3610000000000002,55151,44,28,1.0,985.6479568031934,False,0.1385624484040268,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,4,5.973000000000001,49083,880,10,1.0,17444.924619885005,False,-0.16262802309157345,4,11.049000000000003,59591,638,0,0.0,18884.08765014564,False,-0.41950501740590124,0,11.387000000000004,54261,729,0,0.0,21577.586045385848,False,-0.45299994935551396,0,1.4510000000000003,149130,21,51,1.0,2380.9042321489787,False,0.050061137768238936,9,6.671000000000002,100969,1998,0,0.0,32434.602658745727,False,-0.18139694783678514,0.5,593154,0.0,0.0,9,0,0,7,4,3.1142857142857143,14,21,22,189.0,34.0,13,6,22,804,1.428742902353406,161.32562859728932
77,22,0,0,0,10.0,20,10.0,19.55507122243845,31,20.0,29.625341093555015,17,30.0,16.234874451590944,16,16.25,39.999999999999986,11,40.0,0,0.56,55526,0,29,0.9,567.097065450715,False,0.14195344026692902,3,1.3910000000000002,55603,46,10,1.0,655.5507122243845,False,0.14443393673498514,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,7,6.039000000000002,48798,901,10,1.0,17915.372582352593,False,-0.16334908026456868,6,11.105000000000004,59459,638,0,0.0,18900.9676176881,False,-0.4205440266324363,10,11.487000000000004,53493,746,0,0.0,22100.50445579204,False,-0.45725942240734585,0,1.451,149062,15,61,1.0,2683.5231167738634,False,0.05064309455821656,11,6.772000000000001,100621,2010,0,0.0,32632.097647697796,False,-0.18313809726693708,0.4875,591925,0.0,0.0,6,0,0,11,8,6.626050420168067,14,25,14,240.0,22.0,15,7,14,540,1.6894368203356862,163.015065417625
78,14,0,0,0,10.0,20,10.0,19.577076416773824,11,20.0,29.7124345149872,32,30.34375,16.296384037253976,24,16.75,39.999999999999986,9,40.0,0,0.56,55656,0,27,0.9,528.5810632528933,False,0.14421940030337296,0,1.3880000000000003,55493,47,20,1.0,861.5415283354764,False,0.14429061147830538,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,22,6.252000000000002,48867,902,10,1.0,17955.64727307986,False,-0.16205783351865904,9,11.189000000000002,58605,659,0,0.0,19580.494345376566,False,-0.4248682135813836,15,11.627000000000002,52706,757,0,0.0,22492.312927845313,False,-0.4622299134389834,0,1.451,148926,13,71,1.0,3051.8529924843006,False,0.050979549968859714,9,6.851000000000002,100243,2026,0,0.0,33016.47405947655,False,-0.18443608261216402,0.4875,589859,0.0,0.0,6,0,0,6,9,8.523809523809524,12,18,20,132.0,30.0,9,5,20,420,1.524129289202392,164.5391947068274
