index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
51,14,0,0,0,10.0,8,10.0,5.526846285812726,1,3.0,17.33218019715741,13,18.23076923076923,13.38008660841632,36,12.61111111111111,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,1,3.891000000000001,39163,535,0,0.0,5350.0,False,-0.18449213496286768,0,1.0190000000000001,70383,0,1,0.1,17.33218019715741,False,0.07917988087906194,11,10.660000000000002,31171,288,0,0.0,1591.731730314065,False,-0.5099135961310955,24,9.944,40697.0,672,0,0.0,11647.22509248978,False,-0.5400328998087297,12,9.860000000000003,42895.0,717,0,0.0,12427.173201361862,False,-0.5144446098865825,0,0.281,141863,140,17,1.0,2536.2121251782846,False,0.14042329162986253,5,4.417000000000001,93034,1512,0,0.0,20230.690951925477,False,-0.17813870560237488,0.1375,510774,0.0,0.0,6,0,0,8,11,11.0,15,23,9,183.0,0.0,14,0,9,751,1.7178775199572556,206.81871328881243
52,9,0,0,0,10.0,16,10.0,4.424894638720963,16,1.5,17.04933188162479,26,15.192307692307692,13.376582228269925,35,13.342857142857143,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,16,4.050000000000001,38667,551,0,0.0,5510.0,False,-0.19260082256398262,5,1.0690000000000002,70468,6,10,1.0,197.0426866485737,False,0.08186059980260153,20,10.849000000000002,30695,288,0,0.0,1274.3696559516375,False,-0.5196439384307753,17,10.090000000000002,39733.0,680,0,0.0,11593.545679504858,False,-0.5498297111919989,18,10.028,42167.0,735,0,0.0,12531.258932994222,False,-0.5211280567684363,0,0.281,142341,141,14,1.0,2432.0980941860594,False,0.14381707033944738,7,4.482000000000001,92520,1536,0,0.0,20546.430302622604,False,-0.18097623916346256,0.25,508159,0.0,0.0,8,0,0,3,17,17.0,15,18,13,116.0,0.0,9,0,13,711,1.529928233998362,208.3486415228108
53,13,0,0,0,10.0,9,10.0,4.361023228027804,1,1.0,16.90530961148258,37,16.216216216216218,13.522973118088942,44,14.636363636363637,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,1,4.044000000000001,38559,560,0,0.0,5600.0,False,-0.19382882092665146,0,1.0640000000000003,70545,0,15,0.7,253.5796441722387,False,0.08347447869879228,35,11.179000000000002,29967,288,0,0.0,1255.9746896720076,False,-0.5309459680065617,13,10.203000000000001,38814.0,715,0,0.0,12087.296372210045,False,-0.5564752648720571,31,10.320000000000002,40636.0,737,0,0.0,12459.213183662661,False,-0.536621811647027,0,0.281,142605,146,15,1.0,2559.3540752409854,False,0.146427506335268,11,4.585000000000001,91812,1565,0,0.0,21163.452929809195,False,-0.1841592384097732,0.2125,504506,0.0,0.0,5,0,0,4,16,16.0,19,23,11,179.0,0.0,13,0,11,519,1.6806088559678756,210.02925037877867
54,11,0,0,0,10.0,9,10.0,4.361023228027804,0,,16.983930622583117,9,18.666666666666668,14.396787260316753,56,19.714285714285715,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.043000000000001,38469,569,0,0.0,5690.0,False,-0.19470596261427206,0,1.0640000000000003,70589,0,14,0.0,237.77502871616363,False,0.08402789511027765,8,11.224000000000002,29863,288,0,0.0,1255.9746896720076,False,-0.5325403997602833,41,10.600000000000001,36715.0,718,0,0.0,12194.462187014678,False,-0.5766990864700329,15,10.439000000000002,40166.0,743,0,0.0,12619.060452579255,False,-0.5404786459596236,0,0.281,142905,145,17,1.0,2750.534152745929,False,0.1495794423926391,12,4.694000000000001,90544,1612,0,0.0,23207.621063630606,False,-0.18611861862832105,0.125,500819,0.0,0.0,5,0,0,4,14,14.0,16,20,14,119.0,6.0,10,1,14,446,1.4854110369924456,211.51466141577112
55,14,0,0,0,10.0,8,10.0,4.1037670064482334,4,1.0,18.213664028467875,18,30.61111111111111,13.638517901775607,67,9.597014925373134,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,4,4.083000000000001,38317,577,0,0.0,5770.0,False,-0.19688907081457224,4,1.1040000000000003,71026,0,4,0.4,72.8546561138715,False,0.08946337142681608,0,11.216000000000001,29863,288,0,0.0,1181.8848978570913,False,-0.5331083378213233,44,10.999,33866.0,729,0,0.0,13277.76107675308,False,-0.5995127444568709,23,10.654000000000002,38723.0,750,0,0.0,13660.248021350906,False,-0.5495988292283347,0,0.281,143208,168,16,1.0,2915.271007498302,False,0.15264993589002335,9,4.772,89934,1646,0,0.0,22449.00046632265,False,-0.19400112955324147,0.175,496505,0.0,0.0,7,0,0,6,15,14.4,17,23,16,167.0,12.0,13,1,16,760,1.5447869469644502,213.05944836273557
56,16,0,0,0,9.999999999999998,10,10.0,4.1037670064482334,0,,18.448764370714866,4,29.0,13.677950702063718,25,14.28,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.079000000000001,38217,587,0,0.0,5869.999999999999,False,-0.19786367268970625,0,1.1,71106,0,2,0.0,36.89752874142973,False,0.09041422669095177,2,11.236000000000002,29847,288,0,0.0,1181.8848978570913,False,-0.5333536350142035,20,11.155000000000001,32977.0,733,0,0.0,13522.944283733996,False,-0.6070905175860253,5,10.681000000000001,38588.0,750,0,0.0,13836.573278036149,False,-0.550061928247085,0,0.281,143520,158,18,1.0,2863.1162109260677,False,0.1549280765651561,12,4.883000000000001,89393,1671,0,0.0,22855.855623148473,False,-0.19669079962413066,0.125,495216,0.0,0.0,5,0,0,7,10,10.0,18,25,17,203.0,0.0,16,0,17,492,1.7196353229810484,214.7790836857166
57,17,0,0,0,9.999999999999998,9,10.0,4.1037670064482334,0,,18.567844995446105,27,19.296296296296298,13.98069294726796,42,16.61904761904762,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.079000000000001,38127,596,0,0.0,5959.999999999999,False,-0.19874081437732685,17,1.2700000000000002,70964,0,0,0.0,0.0,False,0.08795437472212428,8,11.314000000000002,29765,288,0,0.0,1181.8848978570913,False,-0.5346107831277148,14,11.274999999999999,32357.0,750,0,0.0,13925.883746584579,False,-0.6112286865275285,28,10.956000000000003,37112.0,760,0,0.0,14111.56219653904,False,-0.5632962447891563,0,0.281,143916,151,17,1.0,2774.084635037462,False,0.15772859137353878,9,4.961000000000001,88630,1710,0,0.0,23906.98493982821,False,-0.1985826091778617,0.125,492439,0.0,0.0,5,0,0,6,14,13.8,19,25,16,179.0,11.0,15,2,16,519,1.5850893229944631,216.36417300871108
58,16,0,0,0,9.999999999999998,10,10.0,3.6766320842069504,9,1.4444444444444444,17.56712918090473,16,6.75,13.406879939810981,46,8.826086956521738,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,9,4.1690000000000005,37853,606,0,0.0,6059.999999999999,False,-0.20310703077792722,0,1.2530000000000003,70951,0,9,0.9,158.10416262814255,False,0.08896702410526432,16,11.466000000000003,29381,288,0,0.0,1058.8700402516017,False,-0.5414408907335029,29,11.551000000000004,30885.0,765,0,0.0,13438.853823392117,False,-0.6281906394991442,17,11.098000000000003,36343.0,761,0,0.0,13368.5853066685,False,-0.5745726905216163,0,0.281,144111,158,19,1.0,2859.287030490135,False,0.1596217224158418,12,5.072000000000002,88158,1739,0,0.0,23314.564215331295,False,-0.2047034658810613,0.2375,489250,0.0,0.0,4,0,0,4,16,16.0,17,21,19,141.0,30.0,12,4,19,412,1.456596890988294,217.82076989969937
59,19,0,0,0,9.999999999999996,13,10.0,3.7135045385151897,3,4.333333333333333,17.51372108529987,6,16.0,13.467081194226626,27,14.296296296296296,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,3,4.190000000000001,37677,619,0,0.0,6189.999999999998,False,-0.20527064694072472,0,1.2530000000000003,70943,0,11,0.2,192.65093193829858,False,0.08910919505678852,6,11.510000000000003,29316,289,0,0.0,1073.2028116308898,False,-0.5423275421862811,12,11.642000000000005,30444.0,771,0,0.0,13503.0789567662,False,-0.6322334660379962,15,11.231000000000003,35833.0,761,0,0.0,13327.941745913202,False,-0.5798161849241479,0,0.281,144499,150,19,1.0,2761.062179133994,False,0.1623218712069207,10,5.160000000000001,87650,1764,0,0.0,23755.93122661577,False,-0.2069927126510244,0.15,487930,0.0,0.0,5,0,0,5,11,11.0,21,26,20,209.0,28.0,16,3,20,520,1.6594427619711496,219.48021266167052
60,20,0,0,0,9.999999999999996,11,10.0,5.323354042951705,8,15.0,17.675272765743166,8,20.875,13.269718854069154,18,9.333333333333334,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,8,4.267000000000001,37535,630,0,0.0,6299.999999999998,False,-0.20696645420345788,0,1.2530000000000003,71075,0,7,0.0,123.72690936020217,False,0.09060455723366251,4,11.544000000000002,29123,297,0,0.0,1581.0361507566563,False,-0.5413936241835693,14,11.770000000000003,29756.0,775,0,0.0,13698.336393450954,False,-0.638070692841283,4,11.256000000000002,35707.0,765,0,0.0,13521.583665793522,False,-0.5801046892603569,0,0.281,144791,153,20,1.0,2810.2669846725807,False,0.16484445881374177,11,5.260000000000002,87389,1769,0,0.0,23474.132652848333,False,-0.21019491879796218,0.125,486944,0.0,0.0,6,0,0,8,11,11.0,18,26,12,207.0,24.0,17,3,12,593,1.6598925940343179,221.14010525570484
61,12,0,0,0,9.999999999999996,9,10.0,5.323354042951705,0,,17.557798682730063,19,16.63157894736842,12.87150538941772,38,9.31578947368421,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.259000000000001,37445,639,0,0.0,6389.999999999998,False,-0.20784359589107848,0,1.2530000000000003,71075,0,7,0.0,122.90459077911044,False,0.09059825371992504,19,11.730000000000004,28818,297,0,0.0,1581.0361507566563,False,-0.546069601922849,26,12.016000000000005,28452.0,785,0,0.0,13782.871965943099,False,-0.6505459221173678,12,11.372000000000002,35046.0,774,0,0.0,13589.736180433069,False,-0.5863033242348002,0,0.281,145123,160,21,1.0,2878.4408623068352,False,0.16776132352102616,11,5.359000000000001,86903,1790,0,0.0,23039.99464705772,False,-0.21579674979460217,0.125,484430,0.0,0.0,4,0,0,2,14,14.0,18,20,13,141.0,3.0,11,1,13,441,1.5017601680010557,222.6418654237059
62,13,0,0,0,9.999999999999996,13,10.0,5.323354042951705,0,,17.963837129276,19,21.210526315789473,14.085780876498683,31,27.387096774193548,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.259000000000001,37315,652,0,0.0,6519.999999999997,False,-0.2091105783287527,0,1.2530000000000003,71249,0,3,0.0,53.891511387828004,False,0.09273683835978837,15,11.861000000000002,28575,297,0,0.0,1581.0361507566563,False,-0.5497950530397178,22,12.210000000000004,27832.0,791,0,0.0,14209.395169257317,False,-0.6545675003250117,9,11.450000000000005,34603.0,787,0,0.0,14137.539820740212,False,-0.5879752626546623,0,0.281,145471,151,22,1.0,2984.952912351301,False,0.17095840436131568,11,5.458000000000001,85897,1820,0,0.0,25636.121195227603,False,-0.2134696821881345,0.125,482510,0.0,0.0,7,0,0,3,11,11.0,18,21,14,157.0,6.0,11,2,14,655,1.5318065619794652,224.17367198568536
63,14,0,0,0,9.999999999999998,9,10.0,4.933711654095166,5,1.0,19.363293519211908,24,28.333333333333332,13.586102788557303,25,6.92,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,5,4.309000000000001,37135,661,0,0.0,6609.999999999999,False,-0.21174200339161453,10,1.3530000000000002,71513,0,5,0.5,96.81646759605954,False,0.09711328489426213,11,11.956000000000001,28366,297,0,0.0,1465.3123612662644,False,-0.5538863326439492,16,12.348,26825.0,805,0,0.0,15587.451282965585,False,-0.6577114106182304,9,11.531,33901.0,797,0,0.0,15432.544934811891,False,-0.5885140997300157,0,0.281,145959,153,19,1.0,2819.6737266492673,False,0.17418818761761995,7,5.517000000000001,85681,1833,0,0.0,24903.326411425536,False,-0.21811004003192833,0.1875,480948,0.0,0.0,6,0,0,2,15,15.0,20,22,16,178.0,3.0,13,1,16,726,1.5426377659896389,225.716309751675
64,16,0,0,0,9.999999999999998,8,10.0,4.575649944437926,5,1.0,20.28208193159134,14,30.785714285714285,13.993332766569438,60,16.183333333333334,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,5,4.354000000000001,36965,669,0,0.0,6689.999999999999,False,-0.21427596826696294,3,1.3730000000000002,71775,0,5,0.5,101.41040965795669,False,0.10116524146180228,6,12.005,28282,297,0,0.0,1358.9680334980642,False,-0.5559893293153291,41,12.742000000000003,24600.0,807,0,0.0,16367.64011879421,False,-0.6758538243467197,19,11.712000000000002,32794.0,809,0,0.0,16408.204282657392,False,-0.5946360737071882,0,0.281,146417,163,15,1.0,2865.9132409508184,False,0.17802159736489137,6,5.570000000000001,84735,1873,0,0.0,26209.51227178456,False,-0.22044383073539897,0.1875,477136,0.0,0.0,6,0,0,5,19,19.0,17,22,18,167.0,16.0,13,3,18,846,1.6016516360105015,227.3179613876855
65,18,0,0,0,9.999999999999998,7,10.0,4.2561899078615255,7,2.0,19.849609380264113,15,15.333333333333334,14.0509083883837,23,14.91304347826087,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,7,4.419000000000001,36776,676,0,0.0,6759.999999999999,False,-0.21727774204237568,0,1.3700000000000003,71847,0,10,0.7,198.49609380264113,False,0.1030132927606869,13,12.129000000000003,28023,297,0,0.0,1264.088402634873,False,-0.5606873809723361,18,12.881,23800.0,813,0,0.0,16137.732426154724,False,-0.6849003231881138,5,11.743000000000004,32570.0,818,0,0.0,16236.980473056045,False,-0.5976973251018102,0,0.281,146767,154,16,1.0,2787.8398918110897,False,0.18049925459062474,11,5.674000000000001,84233,1895,0,0.0,26626.47139598711,False,-0.2227825085613268,0.2125,475584,0.0,0.0,5,0,0,4,13,13.0,20,24,19,194.0,21.0,15,3,19,507,1.5487286720308475,228.86669005971635
66,19,0,0,0,9.999999999999998,9,10.0,4.16448686721311,4,3.0,21.164904692448587,11,39.63636363636363,13.370344706114887,46,8.478260869565217,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,4,4.452000000000002,36622,685,0,0.0,6849.999999999999,False,-0.21940237413016783,0,1.37,72265,0,4,0.4,84.65961876979435,False,0.10854906418177902,1,12.126000000000001,28003,297,0,0.0,1236.8525995622938,False,-0.5612027795271721,35,13.213000000000001,21568.0,819,0,0.0,17334.056943115393,False,-0.7010547022260681,11,11.848000000000003,31960.0,823,0,0.0,17418.716561885187,False,-0.5978864900686917,0,0.281,147038,167,16,1.0,2856.8475659211863,False,0.1829334123432207,10,5.763000000000001,83837,1918,0,0.0,25644.32114632835,False,-0.22985044202184599,0.175,472861,0.0,0.0,6,0,0,5,15,15.0,20,25,18,201.0,36.0,15,4,18,910,3.9934050969895907,232.86009515670594
67,18,0,0,0,9.999999999999998,10,10.0,4.16448686721311,0,,21.44538974166582,5,29.8,13.533533886307062,65,14.384615384615385,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.448000000000001,36522,695,0,0.0,6949.999999999999,False,-0.22037697600530184,1,1.3800000000000001,72388,0,0,0.0,0.0,False,0.10978582488846643,0,12.125000000000002,28003,297,0,0.0,1236.8525995622938,False,-0.5612027795271721,21,13.388000000000003,20755.0,822,0,0.0,17628.110367649304,False,-0.7076394349971361,44,12.277000000000005,29290.0,825,0,0.0,17692.4465368743,False,-0.6229325653957707,0,0.281,147314,175,17,1.0,3031.3684301037356,False,0.18582775634069718,11,5.863,82817,1965,0,0.0,26593.394086593376,False,-0.2341965225581307,0.125,468657,0.0,0.0,5,0,0,6,14,13.5,17,23,18,152.0,27.0,14,4,18,514,1.48742141504772,234.34751657175366
68,18,0,0,0,9.999999999999998,9,10.0,3.676093527894599,9,1.0,21.318712178350452,8,19.125,13.597531194245812,28,14.428571428571429,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,9,4.538000000000001,36250,704,0,0.0,7039.999999999999,False,-0.22480166851841024,0,1.3790000000000002,72379,0,9,0.9,191.86840960515406,False,0.11111861966367566,8,12.205000000000002,27934,297,0,0.0,1091.7997777846958,False,-0.5633725314840119,7,13.437000000000005,20570.0,822,0,0.0,17523.981410604072,False,-0.7099833822234545,21,12.443000000000003,28346.0,833,0,0.0,17758.487244565928,False,-0.631939769799158,0,0.281,147549,176,19,1.0,3134.165490187263,False,0.18810968906191383,12,5.972000000000002,82317,1982,0,0.0,26950.306826995202,False,-0.2367584802959389,0.2375,466913,0.0,0.0,4,0,0,6,12,12.0,20,26,12,207.0,3.0,17,1,12,402,1.4360834839753807,235.78360005572904
69,12,0,0,0,9.999999999999998,8,10.0,3.5313954803904077,3,1.0,20.53410533912395,14,13.142857142857142,14.530575145373835,38,23.18421052631579,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,3,4.559000000000001,36116,712,0,0.0,7119.999999999999,False,-0.22663392004366217,0,1.3790000000000002,72376,0,12,0.3,246.4092640694874,False,0.11149071139305415,14,12.337000000000005,27680,297,0,0.0,1048.8244576759512,False,-0.5675960533392924,28,13.710000000000004,19430.0,832,0,0.0,17084.375642151128,False,-0.723428273751218,10,12.522000000000002,28062.0,837,0,0.0,17187.046168846748,False,-0.6375728147952484,0,0.281,148041,169,16,1.0,3079.667199568178,False,0.19181267658205592,7,6.03,81384,2017,0,0.0,29308.170068219024,False,-0.23479897508418252,0.1625,464657,0.0,0.0,5,0,0,2,15,15.0,18,20,14,126.0,15.0,10,2,14,587,1.3222954429802485,237.1058954987093
70,14,0,0,0,9.999999999999996,10,10.0,3.5313954803904077,0,,20.571120295711104,9,21.11111111111111,14.014301040818804,29,7.758620689655173,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.556000000000001,36016,722,0,0.0,7219.999999999997,False,-0.22760852191879616,0,1.3790000000000002,72546,0,8,0.0,164.56896236568883,False,0.11346964418389378,5,12.373000000000003,27570,297,0,0.0,1048.8244576759512,False,-0.5692824715403442,14,13.822000000000006,18700.0,840,0,0.0,17279.74104839733,False,-0.729680236860176,15,12.661999999999999,27430.0,838,0,0.0,17238.598807805905,False,-0.6435667803329779,0,0.281,148271,168,19,1.0,3095.402574857559,False,0.19370793093157188,13,6.1530000000000005,80995,2037,0,0.0,28547.131220147905,False,-0.24093026197683032,0.125,463096,0.0,0.0,6,0,0,5,10,10.0,16,21,16,154.0,27.0,11,3,16,543,1.3442480430239812,238.45014354173327
71,16,0,0,0,9.999999999999996,9,10.0,3.5313954803904077,0,,19.54186416858756,11,7.7272727272727275,14.30588176102562,30,17.633333333333333,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.556000000000001,35926,731,0,0.0,7309.999999999997,False,-0.22848566360641678,0,1.3790000000000002,72546,0,8,0.0,156.33491334870047,False,0.11340652577420923,11,12.478000000000003,27342,297,0,0.0,1048.8244576759512,False,-0.5727779565388876,20,14.008000000000001,17891.0,848,0,0.0,16571.500814962248,False,-0.7411804505929351,10,12.747000000000002,27195.0,841,0,0.0,16434.707765782136,False,-0.6498645044652304,0,0.281,148578,163,21,1.0,3150.858727047176,False,0.1963749381590157,12,6.260000000000002,80289,2062,0,0.0,29498.72819123483,False,-0.24276443468796624,0.125,461335,0.0,0.0,4,0,0,5,11,11.0,18,23,16,160.0,26.0,13,3,16,402,1.4033456079778261,239.8534891497111
72,16,0,0,0,9.999999999999998,8,10.0,3.5313954803904077,0,,21.224254430938107,23,30.26086956521739,14.017626907820015,34,11.176470588235293,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.556000000000001,35846,739,0,0.0,7389.999999999999,False,-0.229265345106524,11,1.4890000000000003,72893,0,0,0.0,0.0,False,0.1175280175387493,4,12.507000000000005,27254,297,0,0.0,1048.8244576759512,False,-0.574127091099729,17,14.158000000000003,16766.0,858,0,0.0,18210.410301744894,False,-0.7442014934805323,17,12.907,26323.0,854,0,0.0,18125.513284021145,False,-0.6501274815648704,0,0.281,148851,153,24,1.0,3080.6969168964624,False,0.1982706021054461,13,6.378000000000001,79706,2096,0,0.0,29380.94599879075,False,-0.24787881951289267,0.125,459207,0.0,0.0,5,0,0,9,14,13.4,15,24,17,171.0,27.0,14,2,17,573,1.352820681000594,241.2063098307117
73,17,0,0,0,9.999999999999998,8,10.0,3.2336263361698827,8,1.375,20.830491174464452,24,18.666666666666668,14.162560549000286,36,15.5,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,8,4.636000000000001,35613,747,0,0.0,7469.999999999999,False,-0.23302730834454125,5,1.5280000000000002,72962,0,8,0.8,166.64392939571562,False,0.11986327693589854,19,12.693000000000003,26894,297,0,0.0,960.3870218424552,False,-0.5803241984006434,3,14.171000000000001,16521.0,866,0,0.0,18039.205357086215,False,-0.7474702866496297,33,13.220000000000004,24543.0,870,0,0.0,18122.527321784073,False,-0.6677417844660118,0,0.281,149268,152,23,1.0,3049.7092034480434,False,0.20146967580871197,9,6.455000000000001,79067,2123,0,0.0,30067.116045527608,False,-0.25023657626456053,0.225,456436,0.0,0.0,5,0,0,7,14,14.0,18,25,19,201.0,22.0,15,2,19,509,1.4359629569808021,242.6422727876925
74,19,0,0,0,9.999999999999998,12,10.0,3.4282145750120816,9,4.555555555555555,21.21616537319955,18,24.22222222222222,13.828472721532208,25,9.4,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,9,4.718000000000002,35347,759,0,0.0,7589.999999999999,False,-0.23704266807009336,0,1.5230000000000004,73083,0,13,0.9,275.8101498515942,False,0.12255515468940473,14,12.814000000000002,26760,297,0,0.0,1018.1797287785882,False,-0.5819355502416286,6,14.228000000000002,16197.0,870,0,0.0,18458.06387468361,False,-0.748603091415361,19,13.377000000000002,23428.0,884,0,0.0,18755.090189908402,False,-0.6756390206057584,0,0.281,149825,155,18,1.0,2845.413271837492,False,0.20509379266430366,5,6.496000000000001,78820,2135,0,0.0,29523.789260471265,False,-0.25436912180009374,0.2375,455028,0.0,0.0,8,0,0,8,11,11.0,18,26,11,221.0,25.0,17,2,11,867,1.4482528950320557,244.09052568272455
75,11,0,0,0,9.999999999999998,10,10.0,3.4282145750120816,0,,20.601158261404283,16,15.125,13.297575440487442,48,9.749999999999998,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.709000000000001,35247,769,0,0.0,7689.999999999998,False,-0.23801726994522737,0,1.5230000000000004,73247,0,9,0.0,185.41042435263856,False,0.12437648845073859,12,12.920000000000003,26490,297,0,0.0,1018.1797287785882,False,-0.5860749403714828,25,14.472000000000005,14846.0,886,0,0.0,18252.626219604193,False,-0.7629765658173198,23,13.588000000000001,22297.0,884,0,0.0,18211.423903081388,False,-0.6895093687742543,0,0.281,149975,169,22,1.0,3105.290249442378,False,0.20732425382425837,14,6.631000000000002,78206,2159,0,0.0,28709.465376012387,False,-0.26250541652651893,0.125,451876,0.0,0.0,6,0,0,3,16,16.0,17,20,13,122.0,12.0,10,1,13,498,1.2827875399962068,245.37331322272075
76,13,0,0,0,10.0,11,10.0,3.4282145750120816,0,,20.615212789510434,26,20.692307692307693,13.61229518161425,45,15.933333333333334,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.709000000000001,35137,780,0,0.0,7800.0,False,-0.23908933200787477,1,1.5330000000000004,73631,0,0,0.0,0.0,False,0.1288423505603508,16,13.068000000000003,26202,297,0,0.0,1018.1797287785882,False,-0.5904902898433272,32,14.767000000000005,13119.0,891,0,0.0,18368.154595453798,False,-0.7794809391260848,13,13.695000000000004,21601.0,905,0,0.0,18656.767574506943,False,-0.6941893454824206,0,0.281,150264,167,24,1.0,3209.2532953295804,False,0.21004108653433504,12,6.737000000000002,77334,2196,0,0.0,29892.600218824893,False,-0.26473981443734257,0.125,448856,0.0,0.0,6,0,0,3,14,13.2,19,22,14,143.0,12.0,12,1,14,622,1.2951420089812018,246.66845523170196
77,14,0,0,0,10.0,8,10.0,3.4282145750120816,0,,20.203738099935208,12,15.0,12.590171591032373,52,5.923076923076923,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,4.709000000000002,35057,788,0,0.0,7880.0,False,-0.23986901350798198,0,1.5320000000000005,73631,0,0,0.0,0.0,False,0.1288423505603508,12,13.172000000000002,26070,297,0,0.0,1018.1797287785882,False,-0.5925139916845893,41,15.145000000000005,10334.0,903,0,0.0,18243.975504241494,False,-0.8076312030757598,11,13.792000000000002,21122.0,905,0,0.0,18284.38298044136,False,-0.7007663562995414,0,0.281,150513,188,24,1.0,3302.9522591140867,False,0.21239832144467669,10,6.825,77045,2217,0,0.0,27912.41041731877,False,-0.27493123723250984,0.125,445340,0.0,0.0,4,0,0,4,14,14.0,17,21,14,134.0,26.0,11,3,14,470,1.3254173760069534,247.9938726077089
