index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,24,0,0,0,10.000000000000002,20,10.0,18.1773370591854,33,27.03030303030303,32.28650198335945,13,20.0,28.09425236892812,1,56.0,49.0,0,,10,1.4250000000000003,35086,7,10,1.0,251.77337059185402,False,0.36830211724939477,3,5.873000000000002,8186,528,0,0.0,5280.000000000001,False,-0.5793114168026735,0,0.2,41007,261,140,1.0,9264.395250117712,False,0.194774670149974,4,4.875000000000002,21804,514,0,0.0,9343.151248421296,False,-0.306903960202868,0,2.2970000000000006,29210,212,0,0.0,6844.738420472204,False,-0.3336933290406105,0,0.281,41115,192,268,1.0,13728.268015677751,False,-0.020334170335091887,0,0.30800000000000005,73488,22,71,1.0,4097.073552116419,False,0.11558908249975211,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,317384,0.0,0.0,11,0,0,6,3,2.526315789473684,5,11,24,119.0,37.0,11,13,24,775,1.0993902309564874,91.62244689482031
53,24,0,0,0,10.000000000000002,20,10.0,18.174760702151566,15,18.133333333333333,31.823636236001793,4,15.0,26.657093802476954,5,4.0,49.0,0,,0,1.4150000000000003,35237,8,11,1.0,279.92236772366726,False,0.3747167631872945,6,5.930000000000002,7964,537,0,0.0,5370.000000000001,False,-0.5861894769565555,0,0.2,41056,257,146,1.0,9317.164390909214,False,0.1967481398846725,0,4.871000000000001,21543,523,0,0.0,9505.39984722527,False,-0.31161287144656574,5,2.347000000000001,29010,212,0,0.0,6746.61088203238,False,-0.3387788577638348,0,0.281,41055,186,278,1.0,13329.868416984926,False,-0.02562666240954641,0,0.30800000000000005,73468,17,81,1.0,4422.170594642108,False,0.11769436268381415,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,316821,0.0,0.0,8,0,0,4,3,3.0,5,9,30,108.0,90.0,9,15,30,521,1.3149394679930992,92.93738636281341
54,30,0,0,0,10.000000000000002,20,10.0,15.289971295446064,73,6.178082191780822,31.823636236001793,0,,27.741043672850783,3,55.0,48.99999999999999,3,49.0,9,1.5050000000000001,35090,10,10,1.0,252.89971295446065,False,0.3684794379605669,53,6.454000000000002,5973,545,0,0.0,5450.000000000001,False,-0.6620035750369161,0,0.2,40889,267,156,1.0,9046.909588700379,False,0.18883883856515063,0,4.871,21259,576,0,0.0,8807.023466176932,False,-0.32818891245612536,0,2.342000000000001,29010,212,0,0.0,6746.61088203238,False,-0.3387788577638348,0,0.281,41220,176,285,1.0,13507.157424298788,False,-0.020447601589598935,0,0.30800000000000005,73450,10,88,1.0,4589.410436728507,False,0.11866349458520531,0,0.2,67488,0,8,0.0,391.99999999999994,False,-0.0003839905479249742,0.5,314379,0.0,0.0,9,0,0,6,5,4.45,8,14,31,171.0,79.0,14,16,31,512,1.3430332469870336,94.28041960980045
55,31,0,0,0,10.000000000000002,20,10.0,16.685433805925033,39,26.46153846153846,31.220413973999555,5,15.0,28.492203566605465,4,41.75,48.99999999999999,2,49.0,28,1.7760000000000002,35220,10,10,1.0,266.8543380592503,False,0.37380225262414013,1,6.411000000000001,5856,555,0,0.0,5550.000000000001,False,-0.6646071345301935,0,0.2,40445,277,161,1.0,9648.351814055162,False,0.18508798416261107,0,4.871000000000001,20746,595,0,0.0,9927.833114525394,False,-0.32694791598568823,1,2.3520000000000008,28968,212,0,0.0,6618.727762487906,False,-0.3409420340736304,0,0.281,41310,171,292,1.0,13658.41423100272,False,-0.017065704634990058,0,0.30800000000000005,73381,4,96,1.0,4817.968814266421,False,0.11933221691232025,0,0.2,67488,0,8,0.0,391.99999999999994,False,-0.0003839905479249742,0.5,313414,0.0,0.0,9,0,0,6,4,3.473684210526316,8,14,31,176.0,108.0,14,17,31,538,1.5246208280441351,95.80504043784458
56,31,0,0,0,10.000000000000002,20,10.0,16.65108803781337,1,7.0,30.598957719857314,5,15.0,31.17962920642311,31,37.0,48.99999999999999,0,,0,1.7480000000000004,35150,7,20,1.0,403.0217607562674,False,0.3737277873777156,1,6.420000000000002,5710,568,0,0.0,5680.000000000001,False,-0.6677547213802751,0,0.2,40513,268,166,1.0,9541.918575630298,False,0.18547499379080984,0,4.871000000000001,20746,595,0,0.0,9907.397382498955,False,-0.3272154063915423,12,2.4710000000000005,28439,212,0,0.0,6486.97903660975,False,-0.35308852438376975,0,0.281,42318,166,283,1.0,13903.262046914057,False,0.00601594739064883,0,0.30800000000000005,72234,25,106,1.0,5973.490730160577,False,0.11092520107931314,0,0.2,67488,0,8,0.0,391.99999999999994,False,-0.0003839905479249742,0.5,312598,0.0,0.0,7,0,0,11,3,3.0,8,19,23,238.0,97.0,19,12,23,1358,1.491264730982948,97.29630516882753
57,23,0,0,0,10.000000000000002,20,10.0,15.934675413160255,18,5.833333333333333,30.05624236235128,31,28.0,29.742747048581776,12,19.166666666666668,48.99999999999999,8,49.0,0,1.7480000000000004,35040,8,30,1.0,558.0402623948077,False,0.372465226206474,18,6.599000000000002,5200,577,0,0.0,5770.000000000001,False,-0.6858242014455584,0,0.2,40613,276,171,1.0,9537.587857994298,False,0.18803617709880224,26,5.131000000000001,20380,595,0,0.0,9481.131870830352,False,-0.342376346621242,8,2.5390000000000006,28095,212,0,0.0,6371.923380818472,False,-0.36128715282472207,0,0.281,41672,187,289,1.0,14216.171218799822,False,-0.003979875254723634,0,0.30800000000000005,72396,27,108,1.0,6095.054170311707,False,0.11421543472390873,0,0.2,67488,0,8,0.0,391.99999999999994,False,-0.0003839905479249742,0.5,310884,0.0,0.0,12,0,0,8,7,7.0,6,14,21,158.0,57.0,14,9,21,1019,1.4973301740246825,98.79363534285221
58,21,0,0,0,10.000000000000002,20,10.0,16.27783776211904,11,23.90909090909091,28.073749328913713,39,21.28205128205128,28.753986210663925,7,16.0,49.0,12,49.0,0,1.7480000000000004,35241,4,31,1.0,544.6129706256903,False,0.3800150184702279,2,6.601000000000001,5016,591,0,0.0,5910.000000000001,False,-0.6902541384938214,0,0.2,40350,277,181,1.0,9590.309688640356,False,0.18184127449200702,39,5.495000000000001,19172,595,0,0.0,9685.31346846083,False,-0.3713276071564592,7,2.6010000000000004,27899,212,0,0.0,5951.634857729708,False,-0.36958004228964053,0,0.281,40842,216,299,1.0,14661.371732033876,False,-0.01638211605886803,0,0.30800000000000005,72872,24,106,1.0,5884.095669055934,False,0.11968760647656136,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,308880,0.0,0.0,12,0,0,8,7,7.0,5,13,24,158.0,84.0,13,8,24,1049,2.4819266999838874,101.2755620428361
59,24,0,0,0,10.000000000000002,20,10.0,17.220279036097633,19,28.63157894736842,28.428713478328937,2,56.0,28.753986210663925,0,,49.0,2,49.0,0,1.7480000000000004,35725,0,22,1.0,378.8461387941479,False,0.3956020466852054,0,6.599000000000001,4876,605,0,0.0,6050.000000000001,False,-0.6929742752778425,0,0.2,39918,286,189,1.0,10298.026651728092,False,0.1797956314527618,0,5.456000000000001,19172,595,0,0.0,10246.06602647809,False,-0.3639877218450995,0,2.5940000000000003,27787,214,0,0.0,6083.744684362393,False,-0.3705181757594447,0,0.281,40842,206,309,1.0,14741.296715630913,False,-0.015566138686769608,0,0.30800000000000005,72872,14,116,1.0,6086.5558069492945,False,0.12118265992430437,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.5,308778,0.0,0.0,11,0,0,8,0,0.0,4,12,30,137.0,78.0,12,12,30,954,1.3922350220382214,102.66779706487432
60,30,0,0,0,10.000000000000002,20,10.0,17.697829856504676,20,23.05,28.247103818344943,11,25.90909090909091,26.257765836465804,10,4.4,49.0,9,49.0,0,1.7480000000000004,36106,0,10,0.8,176.97829856504677,False,0.40648516162596277,0,6.599000000000001,4756,617,0,0.0,6170.000000000001,False,-0.6953058210927178,0,0.2,39682,296,192,1.0,10662.001570647613,False,0.17838165358579558,4,5.496000000000001,19096,595,0,0.0,10530.208764620282,False,-0.36225805957459245,10,2.694000000000001,27196,217,0,0.0,6129.621528580853,False,-0.38211718704868963,0,0.281,40722,204,319,1.0,14138.63648077496,False,-0.024169101778714005,0,0.30800000000000005,73269,14,117,1.0,6100.608721710521,False,0.1271496730299107,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.475,308413,0.0,0.0,13,0,0,8,3,3.0,5,13,33,146.0,77.0,13,17,33,1327,1.0919249349972233,103.75972199987154
61,33,0,0,0,10.000000000000002,20,10.0,17.326929064511457,26,14.192307692307692,29.151660201353714,5,54.0,25.695276558899057,2,1.0,49.0,8,49.0,1,1.7580000000000005,36322,0,8,0.8,138.61543251609166,False,0.41413335339465474,15,6.749000000000002,4296,629,0,0.0,6290.000000000001,False,-0.7108494598585529,0,0.2,39902,301,197,1.0,10958.28270808463,False,0.1880190935375878,0,5.492000000000002,18777,606,0,0.0,10500.119013093943,False,-0.371002918753188,2,2.7040000000000006,26840,222,0,0.0,6471.668564700524,False,-0.38589414431137803,0,0.281,40722,194,329,1.0,14109.16806694041,False,-0.024469953374778808,0,0.30800000000000005,73659,6,119,1.0,5985.171659353395,False,0.13205709392522075,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.475,308104,0.0,0.0,11,0,0,11,4,3.090909090909091,7,18,31,244.0,59.0,18,15,31,862,1.0823216940043494,104.8420436938759
62,31,0,0,0,10.000000000000002,20,10.0,17.098782494075625,35,15.657142857142857,28.6201060135615,5,15.0,26.744041379350097,3,55.0,49.0,13,49.0,9,1.8470000000000002,36524,0,7,0.7,119.69147745852938,False,0.421615207069607,18,6.914000000000002,3707,642,0,0.0,6420.000000000001,False,-0.7312116266417968,0,0.2,39429,326,202,1.0,11355.464507808076,False,0.18083542118652424,0,5.492000000000001,18777,606,0,0.0,10361.86219140983,False,-0.37281261039019564,0,2.702000000000001,26840,222,0,0.0,6353.663535010653,False,-0.38709889193455177,0,0.281,40812,189,336,1.0,14395.197940024758,False,-0.019712119040074007,0,0.30800000000000005,74131,0,115,0.9,5635.0,False,0.13644217988480284,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.44999999999999996,307806,0.0,0.0,11,0,0,4,5,4.2,7,11,25,160.0,58.0,11,20,25,1077,0.9049200939480215,105.74696378782392
63,25,0,0,0,10.0,20,10.0,16.690436043586487,6,1.0,33.616395926702964,38,49.36842105263158,29.933971350866607,10,54.0,48.99999999999999,3,49.0,0,1.838,36404,2,17,1.0,303.7374127409703,False,0.4205280448577946,6,6.956000000000001,3490,650,0,0.0,6500.0,False,-0.7380896867956789,0,0.2,41299,322,174,1.0,11223.573297281164,False,0.22806321235217109,0,5.492000000000002,18777,606,0,0.0,10114.404242413411,False,-0.3760516735724311,0,2.7020000000000004,25685,243,0,0.0,8168.78421018882,False,-0.39215125870149237,0,0.281,40631,196,336,1.0,16646.627975524963,False,-0.0004223790145486868,0,0.30800000000000005,73738,0,122,1.0,5977.999999999999,False,0.1331708757938266,0,0.2,67586,0,6,0.0,293.99999999999994,False,0.00033968394624132327,0.5,307610,0.0,0.0,13,0,0,6,2,2.0,3,9,26,116.0,48.0,9,16,26,2763,0.81301085697487,106.55997464479879
64,26,0,0,0,10.0,20,10.0,16.524426606564322,14,14.0,31.219797673217798,29,19.482758620689655,27.697594979184046,10,10.5,49.0,3,49.0,0,1.8380000000000003,36442,5,21,1.0,397.0129587378508,False,0.42381699228137576,8,7.030000000000001,3248,657,0,0.0,6570.0,False,-0.7461335198569985,0,0.2,41626,320,169,1.0,10563.96232087439,False,0.22798976832998752,14,5.6320000000000014,18252,612,0,0.0,10112.949083217365,False,-0.3898145359405042,5,2.7520000000000007,25480,243,0,0.0,7586.410834591925,False,-0.4022826867320886,0,0.281,40156,215,341,1.0,16157.136387643586,False,-0.015118566741770506,0,0.30800000000000005,73780,0,129,1.0,6321.0,False,0.13632402894697976,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.5,306570,0.0,0.0,13,0,0,6,6,6.0,3,9,18,123.0,51.0,9,17,18,960,0.7533425490255468,107.31331719382433
65,18,0,0,0,10.0,20,10.0,17.086765573811554,25,21.68,30.323794364072395,9,15.0,27.697594979184046,0,,49.0,0,,0,1.8380000000000003,36875,3,13,1.0,252.12795245955022,False,0.43782793099517264,7,7.092000000000002,2984,669,0,0.0,6690.0,False,-0.7540607756275745,0,0.2,41597,317,179,1.0,10844.463878067221,False,0.23090216861785942,9,5.708000000000001,17540,630,0,0.0,10764.662311501279,False,-0.3999232661653279,0,2.7470000000000008,25480,243,0,0.0,7368.682030469592,False,-0.40450554333364375,0,0.281,40021,214,351,1.0,16211.147831605093,False,-0.017323656645175167,0,0.30800000000000005,73780,0,129,0.0,6321.0,False,0.13632402894697976,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.375,305863,0.0,0.0,9,0,0,2,4,4.0,2,4,15,36.0,42.0,4,14,15,713,0.40545840800041333,107.71877560182475
66,15,0,0,0,10.0,20,10.0,17.086765573811554,0,,29.91686711320445,4,15.0,27.697594979184046,0,,49.0,0,,0,1.8380000000000003,36785,2,23,1.0,412.9956081976658,False,0.4374561981852349,0,7.085000000000002,2874,680,0,0.0,6800.0,False,-0.7561980259578768,0,0.2,41597,307,189,1.0,10899.924915555788,False,0.23162811743181486,4,5.739000000000001,17464,630,0,0.0,10764.662311501279,False,-0.40191284704440855,0,2.7470000000000008,25480,243,0,0.0,7269.798708508682,False,-0.4055150718886301,0,0.281,39961,208,361,1.0,16221.540147031967,False,-0.018442673333007014,0,0.30800000000000005,73780,0,129,0.0,6321.0,False,0.13632402894697976,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.375,305527,0.0,0.0,7,0,0,0,1,1.0,0,0,14,0.0,45.0,0,15,14,200,0.2224952049436979,107.94127080676844
67,14,0,0,0,10.0,0,,17.086765573811554,0,,29.489346797831562,4,15.0,25.895339449603,10,11.8,49.0,0,,0,1.838,36785,0,25,0.2,427.16913934528884,False,0.4377315834954786,0,7.085000000000002,2874,680,0,0.0,6800.0,False,-0.7561980259578768,0,0.2,41597,297,199,1.0,10943.149388190512,False,0.2321938975914357,4,5.775000000000001,17388,630,0,0.0,10764.662311501279,False,-0.4039024279234891,8,2.8270000000000004,25136,243,0,0.0,7165.911271873069,False,-0.41359968073636477,0,0.281,40011,202,369,1.0,15512.228310065482,False,-0.02466331485384901,0,0.30800000000000005,73662,0,139,1.0,6811.0,False,0.13819967508492098,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.4,305039,0.0,0.0,1,0,0,1,2,2.0,0,1,9,3.0,39.0,1,13,9,110,0.23350382701028138,108.17477463377872
68,9,0,0,0,10.0,0,,17.637585104049048,10,29.0,29.74057376414314,6,35.0,24.16556123438439,8,7.0,49.0,0,,0,1.8380000000000003,37075,0,15,0.0,264.56377656073573,False,0.4458413728250707,0,7.085000000000003,2874,680,0,0.0,6800.0,False,-0.7561980259578768,0,0.2,41807,287,203,1.0,11099.323398983135,False,0.23973563966312122,0,5.771000000000003,17098,640,0,0.0,11288.054466591391,False,-0.40464338769874353,8,2.8990000000000005,24630,249,0,0.0,7405.402867271641,False,-0.4214864434173391,0,0.281,40011,192,379,1.0,14868.937870547168,False,-0.031230853797374423,0,0.30800000000000005,73606,0,147,0.8,7203.0,False,0.1402673164968247,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.35,304687,0.0,0.0,3,0,0,1,1,1.0,0,1,4,3.0,24.0,1,8,4,500,0.19013749400619417,108.36491212778492
69,4,0,0,0,10.0,0,,18.13972028873545,9,29.0,30.601636404461285,5,51.0,24.16556123438439,0,,49.0,8,49.0,0,1.8380000000000003,37336,0,6,0.0,108.83832173241271,False,0.45295792184915706,0,7.085000000000003,2874,680,0,0.0,6800.0,False,-0.7561980259578768,0,0.2,42062,277,208,1.0,11389.842892107667,False,0.2502139178003046,0,5.771000000000002,16837,649,0,0.0,11772.678467389307,False,-0.405132615154987,0,2.8910000000000005,24375,254,0,0.0,7772.815646733166,False,-0.4229421577668896,0,0.281,40011,182,389,1.0,14969.901145787482,False,-0.030200090395227284,0,0.30800000000000005,73998,0,139,0.0,6811.0,False,0.1431620144734899,0,0.2,67586,0,6,0.0,294.0,False,0.00033968394624132327,0.25,305079,0.0,0.0,5,0,0,0,0,0.0,0,0,2,0.0,12.0,0,4,2,908,0.1355340169975534,108.50044614478247
70,2,0,0,0,10.0,0,,19.62330626745895,29,29.0,30.810356738504098,1,54.0,24.16556123438439,0,,48.99999999999999,9,49.0,23,2.0680000000000005,37491,0,0,0.0,0.0,False,0.45686640242480764,0,7.085000000000003,2874,680,0,0.0,6800.0,False,-0.7561980259578768,0,0.2,42116,267,217,1.0,11925.27018566693,False,0.25863596148677886,0,5.771000000000002,15996,678,0,0.0,13304.601649337168,False,-0.40709702283649873,0,2.8910000000000005,24321,255,0,0.0,7856.640968318545,False,-0.423188964080464,0,0.281,40011,172,399,1.0,14941.440291542076,False,-0.030490655522796534,0,0.30800000000000005,74439,0,130,0.0,6369.999999999999,False,0.14641854969723822,0,0.2,67586,0,6,0.0,293.99999999999994,False,0.00033968394624132327,0.25,304834,0.0,0.0,4,0,0,0,3,2.4,0,0,0,0.0,6.0,0,2,0,495,0.12024957401445135,108.62069571879692
