index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,11,0,0,0,10.000000000000002,20,10.0,16.790386813206425,3,6.0,25.026917934268504,16,38.0,17.408471662430973,72,20.430555555555557,46.00000000000002,7,46.0,0,1.8740000000000006,51510,23,25,1.0,649.7596703301606,False,0.09861557024214905,0,3.2150000000000007,37093,514,0,0.0,5140.000000000001,False,-0.15936162095714468,0,0.2,87502,0,98,0.8,2452.6379575583132,False,0.09161092220638227,0,6.041,57141,530,0,0.0,8898.905010999406,False,-0.24226209363081977,33,7.271000000000002,86411,499,0,0.0,12488.432049199982,False,-0.23937761339243938,39,7.9250000000000025,83056,541,0,0.0,13539.56260243926,False,-0.2626049230290225,0,0.2,160920,0,11,0.0,506.0000000000002,False,0.000689175596975078,7,4.572000000000001,125790,1625,0,0.0,28288.76645145033,False,-0.13117691804568937,0.225,689423,0.0,0.0,9,0,0,6,14,14.0,20,26,7,118.0,13.0,10,1,7,826,1.0367010839981958,102.45530301512918
53,7,0,0,0,10.000000000000002,20,10.0,16.531140956493743,11,13.363636363636363,25.684763159628673,6,40.0,17.07691298007277,12,8.416666666666666,46.00000000000003,9,46.0,0,1.8740000000000006,51563,22,26,1.0,649.8096648688373,False,0.09973940978412145,2,3.2350000000000008,36957,525,0,0.0,5250.000000000001,False,-0.16107837734729347,0,0.2,87702,0,96,0.4,2465.7372633243526,False,0.0941520709586646,0,6.041000000000001,57034,537,0,0.0,8877.22269363714,False,-0.24371187536209035,8,7.318000000000001,85935,505,0,0.0,12970.80539561248,False,-0.24130523582640687,4,7.926000000000003,82912,541,0,0.0,13895.456869359112,False,-0.2623262452515737,0,0.2,160920,0,11,0.0,506.00000000000034,False,0.000689175596975078,9,4.655000000000002,125544,1637,0,0.0,27954.906548379124,False,-0.1337407130534232,0.175,688567,0.0,0.0,10,0,0,5,8,8.0,16,21,10,65.0,13.0,5,2,10,583,0.9386240379535593,103.39392705308273
54,10,0,0,0,10.000000000000002,20,10.0,16.92173591257967,27,18.814814814814813,25.89796334017105,2,39.0,17.52292185682812,16,25.6875,46.00000000000003,11,46.0,1,1.8840000000000006,51956,22,10,1.0,389.21735912579675,False,0.10530729260232508,0,3.233,36857,535,0,0.0,5350.000000000001,False,-0.16213810351405197,0,0.2,87642,1,104,1.0,2710.3099232903687,False,0.09491837013908591,0,6.041000000000001,56664,553,0,0.0,9357.719959656557,False,-0.2453081865624827,6,7.370000000000003,85785,507,0,0.0,13130.267413466721,False,-0.24188208589473081,10,8.022000000000002,82754,541,0,0.0,14010.798167032537,False,-0.2631498659153941,0,0.2,160920,0,11,0.0,506.00000000000034,False,0.000689175596975078,11,4.756000000000002,124936,1653,0,0.0,28965.38982933688,False,-0.13437871804231633,0.25,687514,0.0,0.0,13,0,0,7,8,7.2,15,22,7,114.0,13.0,8,2,7,756,1.024850114947185,104.41877716802992
55,7,0,0,0,10.000000000000002,20,10.0,17.355874263059015,29,19.482758620689655,26.711550327011015,12,34.333333333333336,17.52292185682812,0,,46.00000000000002,11,46.0,19,2.0730000000000004,52111,21,10,1.0,383.55874263059013,False,0.10853247787960013,0,3.2330000000000014,36747,546,0,0.0,5460.000000000001,False,-0.16330380229748634,0,0.2,87850,3,102,1.0,2776.645756144301,False,0.09788542208695843,0,6.041000000000001,56303,570,0,0.0,9892.848329943638,False,-0.24645771308565467,0,7.364000000000002,85785,507,0,0.0,13542.756015794585,False,-0.2401889914386792,0,8.012000000000002,82342,553,0,0.0,14771.487330837092,False,-0.26340973061266226,0,0.2,160920,0,11,0.0,506.0000000000002,False,0.000689175596975078,11,4.855000000000001,124742,1653,0,0.0,28965.38982933688,False,-0.13558322313973223,0.25,686800,0.0,0.0,10,0,0,7,7,6.166666666666667,15,22,11,64.0,11.0,6,1,11,612,0.9225816240068525,105.34135879203677
56,11,0,0,0,10.000000000000002,20,10.0,17.355874263059015,0,,28.133825253701712,13,40.38461538461539,17.851981984135403,10,27.0,46.000000000000014,13,46.0,0,2.0540000000000003,52021,20,20,1.0,547.1174852611803,False,0.10835824557311234,0,3.233000000000001,36637,557,0,0.0,5570.000000000001,False,-0.16446950108092068,0,0.2,88375,0,92,0.3,2588.3119233405573,False,0.1031858955447734,0,6.041000000000001,56303,570,0,0.0,9892.848329943638,False,-0.24645771308565467,0,7.3640000000000025,85580,512,0,0.0,14404.518529895277,False,-0.23833469388049383,10,8.112000000000002,81912,561,0,0.0,15783.07596732666,False,-0.26278752219625384,0,0.2,160920,0,11,0.0,506.00000000000017,False,0.000689175596975078,13,4.974000000000001,124220,1663,0,0.0,29687.846039617176,False,-0.13658142193808223,0.1625,685968,0.0,0.0,9,0,0,7,5,5.0,20,27,9,148.0,0.0,11,0,9,725,0.9981086229672655,106.33946741500404
57,9,0,0,0,10.000000000000002,20,10.0,17.330143195131132,12,17.0,28.49405376492675,3,42.0,17.430809061959526,12,8.333333333333334,46.000000000000014,11,46.0,0,2.0540000000000003,52145,18,18,1.0,491.94257751236046,False,0.11040166353177448,0,3.2330000000000014,36517,569,0,0.0,5690.000000000001,False,-0.1657411724810309,0,0.2,88297,2,99,1.0,2855.5716091180107,False,0.10387030098372346,0,6.041000000000001,56303,570,0,0.0,9878.181621224745,False,-0.24654793422144664,6,7.424000000000001,85406,512,0,0.0,14588.955527642496,False,-0.2390060520968579,6,8.162000000000003,81596,564,0,0.0,16070.646323418687,False,-0.26420126288462553,0,0.2,161012,0,9,0.0,414.0000000000001,False,0.0009747798984242093,9,5.051000000000001,123979,1675,0,0.0,29196.605178782203,False,-0.13960274559243585,0.25,685255,0.0,0.0,11,0,0,4,7,7.0,20,24,11,97.0,13.0,8,1,11,622,0.9877220090129413,107.32718942401698
58,11,0,0,0,10.000000000000002,20,10.0,16.890317306860826,21,13.761904761904763,30.343061095475587,17,41.64705882352941,16.8320592718685,17,8.235294117647058,46.000000000000014,16,46.0,0,2.0540000000000003,52339,17,12,1.0,372.68380768233,False,0.11324958466875433,5,3.2830000000000004,36337,580,0,0.0,5800.000000000001,False,-0.16839048789792718,0,0.2,88762,11,92,1.0,2977.355111159223,False,0.11034026667133688,0,6.041,56257,572,0,0.0,9661.261499524393,False,-0.24844823269897154,12,7.538000000000002,84374,526,0,0.0,15960.450136220159,False,-0.24184849921512058,5,8.206000000000003,81375,567,0,0.0,17204.515641134658,False,-0.2613614265848431,0,0.2,161150,0,6,0.0,276.0000000000001,False,0.0014031863505979065,13,5.172000000000001,123575,1692,0,0.0,28479.8442880015,False,-0.1443362050390487,0.25,684169,0.0,0.0,14,0,0,6,10,10.0,19,25,9,130.0,15.0,10,1,9,1330,1.0355314220068976,108.36272084602388
59,9,0,0,0,10.000000000000002,20,10.0,16.254173100704495,10,6.5,30.343061095475587,0,,16.87958539682263,18,17.5,46.000000000000014,14,46.0,0,2.0540000000000003,52324,15,12,1.0,345.050077208454,False,0.1126388249460435,0,3.278000000000001,36217,592,0,0.0,5920.000000000001,False,-0.16966215929803738,0,0.2,88697,11,102,1.0,3273.788135846259,False,0.11136406668048437,0,6.041,56257,572,0,0.0,9297.387013602971,False,-0.2506865787406623,11,7.636000000000002,84116,526,0,0.0,15960.450136220159,False,-0.24396646498288319,7,8.271000000000003,81200,567,0,0.0,17204.515641134658,False,-0.262798031272279,0,0.2,161334,0,2,0.0,92.00000000000003,False,0.001974394953496169,10,5.259000000000001,123098,1710,0,0.0,28864.091028566698,False,-0.14610494397012733,0.25,683243,0.0,0.0,9,0,0,4,8,8.0,19,23,13,77.0,34.0,7,2,13,449,0.96353343303781,109.32625427906169
60,13,0,0,0,10.000000000000002,20,10.0,16.57538791931359,17,19.352941176470587,31.101765005420184,14,37.0,16.88115140765664,3,17.0,46.000000000000014,15,46.0,2,2.0740000000000003,52476,19,10,1.0,355.75387919313596,False,0.11597382348345904,3,3.3080000000000003,36119,598,0,0.0,5980.000000000001,False,-0.17110338688482896,0,0.2,89208,4,98,1.0,3114.2745222084322,False,0.11666958565370214,0,6.041,55935,586,0,0.0,9713.177320717765,False,-0.252090393194571,0,7.625000000000003,83598,540,0,0.0,16794.9531029269,False,-0.24479352664726473,3,8.294000000000002,81137,567,0,0.0,17634.700758073242,False,-0.26154947765844416,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,5.379000000000001,122801,1713,0,0.0,28917.412361315823,False,-0.14778342389478646,0.25,682700,0.0,0.0,8,0,0,4,9,8.142857142857142,21,25,12,131.0,50.0,9,4,12,810,1.0756340639782138,110.4018883430399
61,12,0,0,0,10.000000000000002,20,10.0,16.45168543212221,5,12.8,31.199460080805295,1,42.0,16.301613896391324,11,5.363636363636363,46.00000000000001,10,46.0,0,2.0720000000000005,52440,19,15,1.0,436.7752814818332,False,0.11606942564412104,0,3.3050000000000006,36019,608,0,0.0,6080.000000000001,False,-0.17216311305158746,0,0.2,89232,0,104,0.7,3244.7438484037507,False,0.117767426050071,0,6.041000000000001,55889,588,0,0.0,9673.59103408786,False,-0.25289983616244766,0,7.625000000000003,83598,540,0,0.0,16847.70844363486,False,-0.2445769878765552,11,8.401000000000002,80716,568,0,0.0,17721.293325897408,False,-0.26465011153840895,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,5.466000000000001,122572,1724,0,0.0,28103.98235737864,False,-0.15173044430909016,0.2125,681892,0.0,0.0,10,0,0,5,6,6.0,19,24,11,99.0,39.0,8,4,11,306,1.0343971959664486,111.43628553900635
62,11,0,0,0,10.000000000000002,20,10.0,17.109588842051696,15,23.133333333333333,31.69573943971558,6,40.0,15.494024163372824,18,6.666666666666667,46.00000000000001,8,46.0,0,2.0720000000000005,52667,21,10,1.0,381.095888420517,False,0.12029053334344154,0,3.3050000000000006,35939,616,0,0.0,6160.000000000001,False,-0.17301089398499428,0,0.2,89436,0,100,0.2,3169.573943971558,False,0.1198148049012793,0,6.041000000000001,55578,601,0,0.0,10282.862894073069,False,-0.25297813234127436,17,7.795000000000002,82733,545,0,0.0,17274.177994644993,False,-0.24992743917151009,1,8.400000000000004,80667,569,0,0.0,18034.875741198164,False,-0.26376523522883816,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,5.536000000000001,122342,1742,0,0.0,26990.59009259546,False,-0.1566148747296214,0.15,680788,0.0,0.0,13,0,0,5,6,6.0,18,23,6,111.0,27.0,9,2,6,787,0.9668446669820696,112.40313020598842
63,6,0,0,0,10.0,20,10.0,16.452623642363662,9,6.444444444444445,31.69573943971558,0,,15.494024163372824,0,,46.000000000000014,11,46.0,0,2.0720000000000005,52615,22,11,1.0,400.97886006600027,False,0.119399123183269,0,3.3050000000000006,35849,625,0,0.0,6250.0,False,-0.17396464753507693,0,0.2,89378,0,109,0.9,3454.8355989289985,False,0.12085600501297335,0,6.041000000000001,55578,601,0,0.0,9888.02680906056,False,-0.25540693628933486,0,7.778000000000001,82733,545,0,0.0,17274.177994644993,False,-0.24992743917151009,0,8.399000000000001,80667,569,0,0.0,18034.875741198164,False,-0.26376523522883816,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,5.638000000000001,122154,1742,0,0.0,26990.59009259546,False,-0.15778212709206568,0.2375,680400,0.0,0.0,9,0,0,3,3,3.0,17,20,10,63.0,10.0,5,1,10,258,0.9167201779782772,113.3198503839667
64,10,0,0,0,10.0,20,10.0,16.036664110319837,19,13.157894736842104,31.90655019239354,2,42.0,15.758959877304367,5,26.0,46.00000000000001,11,46.0,3,2.1020000000000003,52724,21,10,1.0,370.3666411031984,False,0.12138492053222842,5,3.355000000000001,35669,636,0,0.0,6360.0,False,-0.1766139629519732,0,0.2,89236,8,117,1.0,3861.359685392603,False,0.12160970255033472,0,6.041000000000001,55554,602,0,0.0,9654.071794412543,False,-0.2571413609752926,0,7.778000000000001,82733,545,0,0.0,17389.06985485448,False,-0.24945585578600957,5,8.449,80523,571,0,0.0,18218.64015985671,False,-0.264193079013846,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,5.737000000000002,121831,1747,0,0.0,27530.902905650728,False,-0.15811022182249468,0.25,679696,0.0,0.0,9,0,0,6,8,7.153846153846153,19,25,6,140.0,0.0,10,0,6,284,1.0140368290012702,114.33388721296797
65,6,0,0,0,10.0,20,10.0,16.78266630572567,14,24.0,32.82260201920065,9,41.77777777777778,15.672962605844095,2,8.0,46.00000000000001,9,46.0,4,2.1390000000000007,52870,24,10,1.0,407.8266630572567,False,0.12487629459388391,0,3.3500000000000014,35599,643,0,0.0,6430.0,False,-0.17735577126870417,0,0.2,89612,0,116,0.8,3807.4218342272757,False,0.12590377841482295,0,6.041000000000001,55218,616,0,0.0,10338.122444327013,False,-0.2570672323249488,2,7.798000000000001,82673,545,0,0.0,17888.318100464356,False,-0.24789919919359538,0,8.444000000000003,80147,580,0,0.0,19037.109171136377,False,-0.26392025131906427,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,5.8160000000000025,121667,1749,0,0.0,27412.011597621324,False,-0.15949754877742325,0.225,679212,0.0,0.0,10,0,0,5,6,5.285714285714286,16,21,9,90.0,0.0,6,0,9,576,0.9105475639807992,115.24443477694876
66,9,0,0,0,10.0,20,10.0,16.848655067974086,19,17.31578947368421,32.92655479302514,1,42.0,15.405361355057536,11,11.454545454545455,46.00000000000001,8,46.0,8,2.2150000000000007,52968,24,10,1.0,408.48655067974084,False,0.12696035088253715,1,3.3600000000000008,35486,653,0,0.0,6530.0,False,-0.17869102623881988,0,0.2,89397,6,125,1.0,4216.911279535987,False,0.12577760930794024,0,6.041,55146,619,0,0.0,10429.31748707596,False,-0.2573920579766987,8,7.876000000000002,82433,546,0,0.0,17977.898916991726,False,-0.24950170784800016,3,8.474000000000002,80036,580,0,0.0,19097.40177995458,False,-0.2645839930223922,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,5.887000000000001,121434,1760,0,0.0,27113.435984901265,False,-0.16187109316629228,0.25,678326,0.0,0.0,8,0,0,6,9,8.333333333333332,19,25,9,122.0,0.0,9,0,9,242,0.9948335840017535,116.23926836095052
67,9,0,0,0,10.000000000000002,20,10.0,17.86561555595116,26,23.26923076923077,33.89728114109762,11,40.90909090909091,16.50099220012867,14,28.714285714285715,46.00000000000001,11,46.0,16,2.3670000000000004,53229,23,10,1.0,408.6561555595116,False,0.13249391882030764,0,3.3590000000000013,35376,664,0,0.0,6640.000000000001,False,-0.17985672502225425,0,0.2,89829,0,121,0.7,4101.571018072812,False,0.13038293237169857,0,6.041,54559,644,0,0.0,11505.456418032547,False,-0.25799404285061545,10,7.968000000000003,81893,557,0,0.0,18880.785595591376,False,-0.2502286844986603,4,8.511000000000003,79996,580,0,0.0,19660.42306183662,False,-0.26260139120044074,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,5.9890000000000025,120833,1774,0,0.0,29272.760163028262,False,-0.1588991811754844,0.2125,677141,0.0,0.0,11,0,0,8,8,8.0,15,23,12,100.0,13.0,8,1,12,875,1.0013124189572409,117.24058077990776
68,12,0,0,0,10.0,20,10.0,17.44971136363547,21,14.523809523809524,33.947699836767754,2,36.0,16.51058508437759,3,17.0,46.00000000000001,6,46.0,7,2.4210000000000003,53279,27,10,1.0,444.4971136363547,False,0.13393346099822348,4,3.3990000000000005,35259,670,0,0.0,6700.0,False,-0.18170064855241405,0,0.2,89642,9,129,1.0,4536.30068121576,False,0.13075650624502208,0,6.041,54513,646,0,0.0,11272.513540908512,False,-0.25999290408141706,3,7.988000000000002,81830,557,0,0.0,18908.86880907964,False,-0.25063059225432155,0,8.507000000000001,79924,582,0,0.0,19757.56130499883,False,-0.2627937392562541,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,6.038000000000001,120707,1777,0,0.0,29339.309694938973,False,-0.15947489260365902,0.25,676580,0.0,0.0,8,0,0,6,7,6.333333333333333,21,27,10,164.0,0.0,12,0,10,272,1.0701974959811196,118.31077827588888
69,10,0,0,0,10.0,20,10.0,17.292187800598448,10,14.9,34.29695432064294,6,38.666666666666664,16.299174877151625,9,13.0,46.0,7,46.0,0,2.4140000000000006,53338,26,10,1.0,432.92187800598447,False,0.13506127207415952,0,3.395000000000001,35149,681,0,0.0,6810.0,False,-0.18286634733584842,0,0.2,89839,4,133,1.0,4630.663675847904,False,0.13376063381712988,0,6.041000000000001,54399,651,0,0.0,11257.21425818959,False,-0.26148954099191957,3,8.015,81719,559,0,0.0,19171.997465239405,False,-0.25046177619653,6,8.567000000000002,79578,586,0,0.0,20098.015231896763,False,-0.26423668993187716,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,6.102000000000002,120499,1786,0,0.0,29110.3263305928,False,-0.16147717546475024,0.25,675947,0.0,0.0,13,0,0,5,4,4.0,19,24,9,100.0,18.0,8,2,9,581,0.9773816459928639,119.28815992188174
70,9,0,0,0,10.0,20,10.0,17.292187800598448,0,,35.246588549957146,11,41.54545454545455,16.23490703272989,7,15.0,46.0,11,46.0,0,2.4140000000000006,53198,30,20,1.0,645.8437560119689,False,0.13435042766321864,0,3.395000000000001,35089,687,0,0.0,6870.0,False,-0.18350218303590352,0,0.2,90296,0,126,0.4,4441.0701572946,False,0.1382167648267427,0,6.041000000000001,54399,651,0,0.0,11257.21425818959,False,-0.26148954099191957,0,8.012000000000002,81344,568,0,0.0,20020.062296375658,False,-0.2500592607791501,7,8.631000000000002,79335,588,0,0.0,20724.994067374802,False,-0.2636580303436572,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,6.205000000000003,120197,1793,0,0.0,29109.18830968469,False,-0.16335576265759558,0.175,675284,0.0,0.0,11,0,0,6,5,5.0,16,22,6,70.0,16.0,7,2,6,657,0.9429152000229806,120.23107512190472
71,6,0,0,0,10.0,20,10.0,16.856788992364205,4,1.0,35.33479222913556,1,42.0,15.984138172547743,4,8.0,46.00000000000001,8,46.0,0,2.4140000000000006,53108,29,30,1.0,795.7036697709261,False,0.1340310252826388,4,3.4350000000000014,34923,698,0,0.0,6980.0,False,-0.1858547751261074,0,0.2,90334,0,129,0.4,4558.188197558487,False,0.13940471566618984,0,6.041000000000001,54399,651,0,0.0,10973.769634029097,False,-0.2632331288967477,4,8.052000000000001,81224,568,0,0.0,20070.161986148996,False,-0.2508387227100562,0,8.624000000000002,79293,589,0,0.0,20812.192622960843,False,-0.26364490160094883,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,6.274000000000003,120048,1797,0,0.0,28723.496296068293,False,-0.16547821243971791,0.175,674755,0.0,0.0,9,0,0,7,5,5.0,14,21,9,59.0,8.0,5,1,9,242,0.9484012789907865,121.17947640089551
72,9,0,0,0,10.0,20,10.0,16.68376509744141,18,15.38888888888889,35.78569562595149,5,42.0,16.056004405609457,9,17.0,46.00000000000001,3,46.0,0,2.4140000000000006,53285,29,22,1.0,657.0428321437109,False,0.13631303073358172,0,3.431000000000001,34823,708,0,0.0,7080.0,False,-0.18691450129286594,0,0.2,90267,8,134,1.0,4928.753334657031,False,0.14085992799547886,0,6.041000000000001,54399,651,0,0.0,10861.131078434357,False,-0.2639260163478116,0,8.048,81224,568,0,0.0,20326.275115540448,False,-0.24978748464663442,9,8.714000000000002,78894,594,0,0.0,21256.703201815184,False,-0.265095828913454,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,3,6.296000000000001,119868,1806,0,0.0,28997.14395653068,False,-0.16574628417463255,0.25,674186,0.0,0.0,11,0,0,8,2,2.0,17,25,5,135.0,0.0,9,0,5,687,0.9945187889970839,122.1739951898926
73,5,0,0,0,10.0,20,10.0,16.71988174676577,32,16.875,35.78569562595149,0,,16.76782115051764,28,19.678571428571427,46.00000000000001,7,46.0,6,2.474000000000001,53607,31,10,1.0,477.1988174676577,False,0.14123181316463537,4,3.471000000000001,34691,716,0,0.0,7160.0,False,-0.18886439743970157,0,0.2,89993,16,144,1.0,5420.658278085267,False,0.14051486354964976,0,6.041000000000001,54133,665,0,0.0,11118.721361599237,False,-0.26561402671194584,7,8.118,81016,568,0,0.0,20326.275115540448,False,-0.2514949919322725,21,8.915000000000003,78341,594,0,0.0,21256.703201815184,False,-0.26963549972575135,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,6.363000000000001,119234,1834,0,0.0,30752.183990049354,False,-0.16423431973386227,0.25,672441,0.0,0.0,8,0,0,3,9,8.428571428571429,17,20,8,54.0,17.0,4,1,8,466,0.9300556349917315,123.10405082488433
74,8,0,0,0,10.0,20,10.0,16.562854662260225,23,15.521739130434783,36.966386313581694,16,41.875,16.76782115051764,0,,46.00000000000001,8,46.0,3,2.4980000000000007,53814,27,10,1.0,435.62854662260224,False,0.14517854845727815,10,3.5670000000000015,34431,730,0,0.0,7300.0,False,-0.1928913568733839,0,0.2,90618,16,138,1.0,5366.366985870438,False,0.1478701741213949,0,6.041,53821,678,0,0.0,11229.615461012432,False,-0.2687703583757017,0,8.111,80428,582,0,0.0,21514.436834504544,False,-0.25144507312521225,0,8.894000000000002,78259,596,0,0.0,22031.96624289469,False,-0.26712651872554816,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,6.436000000000002,119121,1834,0,0.0,30752.183990049354,False,-0.1649359129091612,0.25,671918,0.0,0.0,11,0,0,5,6,5.230769230769231,18,23,9,93.0,12.0,7,1,9,870,0.9616567569901235,124.06570758187445
75,9,0,0,0,10.0,20,10.0,17.080863926304755,27,20.11111111111111,36.966386313581694,0,,16.038193429281886,15,9.8,46.00000000000001,7,46.0,17,2.6650000000000005,54018,24,10,1.0,410.80863926304755,False,0.14923920816479855,0,3.557000000000001,34301,743,0,0.0,7430.0,False,-0.19426900089017,0,0.2,90397,19,148,1.0,5795.561589009881,False,0.14779140270299626,0,6.041,53499,692,0,0.0,11819.95783700289,False,-0.2691004291417356,6,8.171000000000001,80302,582,0,0.0,21514.436834504544,False,-0.2524794285001661,9,8.984000000000004,77932,596,0,0.0,22031.96624289469,False,-0.2698109171986426,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,6.498000000000001,118876,1849,0,0.0,29654.619650742206,False,-0.16986433904104564,0.25,670751,0.0,0.0,8,0,0,6,8,7.230769230769231,17,23,13,105.0,19.0,7,2,13,200,1.0012036160333082,125.06691119790776
76,13,0,0,0,10.0,20,10.0,17.29274111767509,23,18.82608695652174,37.9050246386613,18,41.77777777777778,16.645652089188196,15,21.866666666666667,46.00000000000001,10,46.0,13,2.778,54196,20,10,1.0,372.92741117675087,False,0.1526103960321388,0,3.557000000000001,34161,757,0,0.0,7570.0,False,-0.1957526175236319,0,0.2,90877,25,140,1.0,5739.0219773544595,False,0.15334897011241388,0,6.041,53338,699,0,0.0,12087.626041254887,False,-0.2694346470236037,15,8.315000000000001,79220,600,0,0.0,22743.01478319678,False,-0.256318947653422,0,8.975000000000001,77932,596,0,0.0,22591.394684642135,False,-0.2675146957080731,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,6.591000000000002,118384,1864,0,0.0,31027.4954942468,False,-0.1686571149798004,0.25,669534,0.0,0.0,12,0,0,8,7,6.8125,19,27,7,150.0,6.0,11,2,7,1113,1.0161199839785695,126.08303118188633
77,7,0,0,0,10.0,20,10.0,17.29274111767509,0,,37.95534518818098,4,39.0,16.52939532043019,2,9.0,46.0,14,46.0,0,2.7650000000000006,54116,18,20,1.0,525.8548223535017,False,0.15253544595771165,0,3.557000000000001,34041,769,0,0.0,7690.0,False,-0.1970242889237421,0,0.2,91033,15,146,1.0,5800.8715142395495,False,0.1556486769164117,0,6.041000000000001,53338,699,0,0.0,12087.626041254887,False,-0.2694346470236037,0,8.3,79064,604,0,0.0,22925.02849366131,False,-0.25685248740441935,2,8.995000000000003,77874,596,0,0.0,22621.385732155864,False,-0.2678677267489395,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,14,6.721000000000002,118079,1866,0,0.0,30843.851667922736,False,-0.17112089857346008,0.25,668971,0.0,0.0,8,0,0,5,6,6.0,16,21,9,52.0,6.0,5,2,9,356,0.9007130679674447,126.98374424985377
78,9,0,0,0,10.0,20,10.0,16.96609464041451,9,10.777777777777779,38.179553342667184,8,40.375,17.194205554818062,17,21.823529411764707,45.99999999999999,13,46.0,0,2.7650000000000006,54138,15,26,1.0,591.1184606507773,False,0.1536933413235002,5,3.6070000000000007,33838,782,0,0.0,7820.0,False,-0.1999491331439956,0,0.2,91351,10,148,1.0,5820.234841118888,False,0.15968009424668983,0,6.041000000000001,53246,703,0,0.0,11927.164532211402,False,-0.2715535756242993,0,8.3,79064,604,0,0.0,23060.45021897098,False,-0.2562966374462465,17,9.163000000000002,77159,604,0,0.0,23060.45021897098,False,-0.2719351056151912,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,6.837000000000001,117456,1883,0,0.0,32376.689059722412,False,-0.17023044212873797,0.25,667678,0.0,0.0,10,0,0,6,9,9.0,16,22,8,90.0,3.0,8,1,8,615,0.9614825100288726,127.94522675988264
