index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,18,0,0,0,10.000000000000002,20,10.0,28.643150214368568,10,28.4,29.1266738321384,0,,11.354328097869066,11,2.8181818181818183,50.000000000000014,6,50.0,0,1.1270000000000002,58824,1,42,1.0,1213.01230900348,False,0.14050367795393767,0,0.6680000000000001,60522,35,37,1.0,1409.796557931637,False,0.17497741808451167,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,38130.0,1092,0,0.0,31278.320034090477,False,-0.2854691629739773,2,8.311000000000002,53381,122,0,0.0,3553.454207520885,False,-0.43144569748942996,9,8.687000000000001,48514,143,0,0.0,4165.114357995792,False,-0.47846128209332783,6,4.706000000000001,94419,1196,0,0.0,13579.776405051403,False,-0.19662733606504443,0,0.23600000000000002,138454,140,204,1.0,11789.605933701672,False,0.14580729454556945,0.375,567895,0.0,0.0,8,0,0,5,4,4.0,17,22,17,133.0,26.0,9,9,17,484,1.3760364929912612,112.71914970304351
53,17,0,0,0,10.000000000000002,20,10.0,28.75772486924493,19,30.0,29.1266738321384,0,,10.524203888982115,32,5.0,50.00000000000002,12,50.0,0,1.1270000000000002,58724,1,52,1.0,1505.4016932007364,False,0.14139017917442992,0,0.6680000000000001,60992,35,28,1.0,1155.2162963388582,False,0.1815542065318741,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,37560.0,1111,0,0.0,31949.832329731118,False,-0.2885819967194382,18,8.489,52571,122,0,0.0,3553.454207520885,False,-0.4397950078982369,14,8.818000000000001,47916,143,0,0.0,4165.114357995792,False,-0.4846253408889656,12,4.820000000000001,94083,1219,0,0.0,12829.004540669197,False,-0.20227415248186534,0,0.23600000000000002,138391,139,214,1.0,12162.86434056852,False,0.14678863446804472,0.375,565888,0.0,0.0,7,0,0,10,8,8.0,14,24,15,121.0,30.0,12,5,15,770,1.5064657890470698,114.22561549209058
54,15,0,0,0,10.000000000000002,20,10.0,28.71201666218058,13,28.0,29.1266738321384,0,,9.940455337446794,22,4.090909090909091,50.000000000000014,20,50.0,0,1.1270000000000002,58634,0,62,1.0,1780.145033055196,False,0.14229926723843472,0,0.6680000000000001,61246,36,25,1.0,1077.8004165545146,False,0.18568577804750153,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,37196.0,1124,0,0.0,32272.306728290972,False,-0.29127648318101435,16,8.631,51811,122,0,0.0,3553.454207520885,False,-0.44762892877563604,6,8.864,47676,143,0,0.0,4165.114357995792,False,-0.4870992106397232,12,4.928000000000001,93844,1223,0,0.0,12157.17687769743,False,-0.20683768503850836,0,0.23600000000000002,138705,147,216,1.0,12261.246934604682,False,0.14967156268695292,0.375,564763,0.0,0.0,11,0,0,5,8,8.0,15,20,16,111.0,31.0,8,7,16,964,1.2322570239775814,115.45787251606816
55,16,0,0,0,10.000000000000002,20,10.0,28.68961840631848,15,28.4,29.1266738321384,0,,10.413627584565106,55,12.290909090909091,50.000000000000014,20,50.0,0,1.1270000000000004,58564,0,69,0.7,1979.583670035975,False,0.14286959709489705,0,0.6680000000000001,61542,39,20,1.0,963.7923681263696,False,0.1902722405738583,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,36770.0,1139,0,0.0,32677.47536479675,False,-0.29424542288609623,18,8.795000000000002,51186,122,0,0.0,3553.454207520885,False,-0.45407129791823403,37,9.228,45499,143,0,0.0,4165.114357995792,False,-0.5095392708372205,13,5.046000000000001,93113,1249,0,0.0,13006.620853121816,False,-0.20926884881282018,0,0.23600000000000002,138857,166,219,1.0,12678.662179037812,False,0.15253477607174873,0.3375,561182,0.0,0.0,10,0,0,6,12,12.0,16,22,19,141.0,47.0,10,6,19,976,1.3315171530121006,116.78938966908026
56,19,0,0,0,10.000000000000002,20,10.0,28.509949825951274,29,27.344827586206897,29.1266738321384,0,,10.75100038677917,44,12.636363636363637,50.00000000000001,20,50.0,0,1.1270000000000002,58754,0,68,0.9,1938.6765881646866,False,0.14612328569119237,0,0.6680000000000001,61945,40,11,1.0,713.609448085464,False,0.1956054563327397,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,35977.0,1168,0,0.0,33299.62139671109,False,-0.30064968308254314,6,8.837000000000002,51006,122,0,0.0,3553.454207520885,False,-0.4559267002313022,38,9.571000000000002,43399,143,0,0.0,4165.114357995792,False,-0.5311856311563496,14,5.173000000000001,92286,1283,0,0.0,13793.533496237675,False,-0.21271021790666106,0,0.23600000000000002,139127,166,223,1.0,12934.666064205345,False,0.15569402311559513,0.3625,558145,0.0,0.0,10,0,0,7,9,9.0,17,24,21,164.0,51.0,12,7,21,1293,1.3246892109746113,118.11407888005488
57,21,0,0,0,10.000000000000002,20,10.0,28.456235093466887,23,28.0,29.1266738321384,0,,10.531735899091217,38,9.026315789473685,50.0,20,50.0,0,1.1270000000000002,58962,0,67,1.0,1906.5677512622815,False,0.14980682560845804,1,0.6780000000000002,62158,40,10,1.0,684.562350934669,False,0.19941432718853425,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,35333.0,1191,0,0.0,33891.37599631906,False,-0.30527583689041304,25,9.081000000000003,49651,122,0,0.0,3553.454207520885,False,-0.46989375653245463,13,9.663,43033,143,0,0.0,4165.114357995792,False,-0.534958282526255,9,5.249000000000001,91869,1296,0,0.0,13649.129725222218,False,-0.2165933889299007,0,0.23600000000000002,139622,181,222,1.0,13006.24419773551,False,0.15990730353125696,0.375,556279,0.0,0.0,9,0,0,6,8,7.083333333333333,16,22,21,147.0,57.0,10,11,21,1058,2.171663562010508,120.28574244206538
58,21,0,0,0,10.000000000000002,20,10.0,28.513207825739787,23,29.0,29.1266738321384,0,,10.382890894349224,21,8.476190476190476,50.0,20,50.0,0,1.1270000000000002,59190,2,65,1.0,1873.3585086730861,False,0.15386361769246282,1,0.687,62374,38,10,1.0,665.132078257398,False,0.20337304571434306,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,34666.0,1214,0,0.0,34615.034300448104,False,-0.3093312095490551,21,9.266000000000002,48663,122,0,0.0,3553.454207520885,False,-0.48007785367307354,0,9.65,43033,143,0,0.0,4165.114357995792,False,-0.534958282526255,14,5.380000000000001,91421,1311,0,0.0,13611.969962491832,False,-0.2202969917348316,0,0.23600000000000002,139892,177,226,1.0,13137.771688299812,False,0.16257251821042956,0.375,554890,0.0,0.0,10,0,0,8,8,7.090909090909091,17,25,21,164.0,69.0,13,8,21,848,1.480636709020473,121.76637915108586
59,21,0,0,0,10.000000000000002,20,10.0,28.53888165295127,11,29.0,29.1266738321384,0,,9.93992352090091,23,4.913043478260869,50.0,20,50.0,0,1.1270000000000004,59389,4,64,1.0,1866.4884257888814,False,0.15761661541949448,0,0.6860000000000002,62294,36,20,1.0,930.7776330590254,False,0.20438674349017472,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,34347.0,1225,0,0.0,34960.130024865306,False,-0.3112773914973535,10,9.345,48245,122,0,0.0,3553.454207520885,False,-0.48438651015564305,13,9.780000000000001,42487,143,0,0.0,4165.114357995792,False,-0.5405863362092287,17,5.536000000000001,90910,1316,0,0.0,13080.939353505599,False,-0.22646078999243696,0,0.23600000000000002,140015,185,233,1.0,13488.88585136667,False,0.1649423950284437,0.375,553338,0.0,0.0,8,0,0,3,10,10.0,18,21,24,126.0,91.0,8,13,24,669,1.3497735380078666,123.11615268909372
60,24,0,0,0,10.000000000000002,20,10.0,28.546135350515193,3,29.0,29.1266738321384,0,,9.818286186933344,5,3.6,50.0,20,50.0,0,1.1270000000000002,59356,6,71,1.0,2086.775609886579,False,0.15909704283220344,0,0.6860000000000002,62214,34,30,1.0,1196.3840605154558,False,0.2054000658285081,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,34260.0,1228,0,0.0,35054.65421043266,False,-0.3118054629810058,1,9.345,48212,122,0,0.0,3553.454207520885,False,-0.48472666724637226,4,9.807000000000002,42323,143,0,0.0,4165.114357995792,False,-0.5422768138722464,6,5.579000000000001,90832,1316,0,0.0,12920.864622004281,False,-0.2277152539212404,0,0.23600000000000002,140697,180,229,1.0,13217.291513648002,False,0.16927802632817907,0.375,553545,0.0,0.0,12,0,0,9,4,4.0,16,25,23,163.0,92.0,12,12,23,987,1.561361848958768,124.67751453805249
61,23,0,0,0,10.000000000000002,20,10.0,28.683859887037602,21,29.80952380952381,29.1266738321384,0,,8.882319188030069,38,3.1052631578947367,49.99999999999999,20,50.0,0,1.1270000000000002,59736,9,64,1.0,1925.7670327704066,False,0.16484452813113293,0,0.6860000000000002,62260,31,36,1.0,1342.6189559333536,False,0.20768599431895984,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,33634.0,1249,0,0.0,35826.14099890996,False,-0.31499819936671963,17,9.514000000000001,47423,122,0,0.0,3553.454207520885,False,-0.4928595140519879,21,10.013,41260,143,0,0.0,4165.114357995792,False,-0.553233995309977,11,5.683000000000002,90609,1317,0,0.0,11698.014370635601,False,-0.23433872689857282,0,0.23600000000000002,141054,207,230,1.0,13338.640071922222,False,0.17259342781363,0.375,551627,0.0,0.0,11,0,0,10,8,8.0,17,27,21,196.0,69.0,15,8,21,1276,1.5677596099558286,126.24527414800832
62,21,0,0,0,10.000000000000002,20,10.0,28.683859887037602,0,,29.1266738321384,0,,9.216812866067551,9,18.333333333333332,49.999999999999986,20,50.0,0,1.1270000000000002,59656,7,74,1.0,2192.6056316407826,False,0.16586967348865625,0,0.6860000000000002,62140,33,46,1.0,1649.4575548037296,False,0.20832732881847402,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,33634.0,1249,0,0.0,35826.14099890996,False,-0.31499819936671963,7,9.567000000000002,47255,122,0,0.0,3553.454207520885,False,-0.4945912228775183,2,10.012000000000002,41206,143,0,0.0,4165.114357995792,False,-0.5537906160038975,10,5.772000000000002,90275,1326,0,0.0,12221.493860405573,False,-0.23491231203204643,0,0.23600000000000002,141554,197,230,1.0,13315.712134615304,False,0.17647131344108305,0.375,551371,0.0,0.0,9,0,0,6,5,5.0,18,24,20,166.0,71.0,12,9,20,700,1.558859994984232,127.80413414299255
63,20,0,0,0,10.0,20,10.0,28.694434587031395,6,29.0,29.1266738321384,0,,9.104677195832352,35,8.371428571428572,49.99999999999999,20,50.0,0,1.1270000000000004,59710,9,78,1.0,2328.165897788449,False,0.16820670035683327,0,0.6860000000000002,62060,31,56,1.0,1916.8883368737581,False,0.2093581563345464,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,33460.0,1255,0,0.0,36011.5154067244,False,-0.3160787537260342,2,9.580000000000002,47171,122,0,0.0,3553.454207520885,False,-0.49545707729028343,33,10.340000000000002,39352,143,0,0.0,4165.114357995792,False,-0.5729012598285,9,5.852000000000002,89915,1332,0,0.0,12127.430024848692,False,-0.2381432369231279,0,0.23600000000000002,142021,216,229,1.0,13416.610274299786,False,0.1805787040573893,0.375,549340,0.0,0.0,11,0,0,9,8,8.0,18,27,16,198.0,30.0,15,5,16,924,1.5105911659775302,129.31472530897008
64,16,0,0,0,10.0,20,10.0,28.684316844683774,17,28.58823529411765,29.1266738321384,0,,9.66365797495382,26,14.76923076923077,49.99999999999999,20,50.0,0,1.1270000000000002,59816,8,81,1.0,2403.4296644193855,False,0.1709630741754724,0,0.6860000000000002,62240,32,56,1.0,1926.3217433022915,False,0.21290297015201112,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,32974.0,1272,0,0.0,36486.45102643776,False,-0.31938146319359373,9,9.668000000000001,46972,122,0,0.0,3553.454207520885,False,-0.49750832762528663,17,10.477,38655,143,0,0.0,4165.114357995792,False,-0.5800857898963253,11,5.953000000000001,89403,1348,0,0.0,13026.61095023775,False,-0.2386386293449843,0,0.23600000000000002,142401,216,230,1.0,13587.350122590024,False,0.18427270250273864,0.375,548112,0.0,0.0,11,0,0,4,8,8.0,17,21,18,114.0,62.0,8,8,18,1136,1.250795230967924,130.565520539938
65,18,0,0,0,10.0,20,10.0,28.720823252255656,21,29.0,29.1266738321384,0,,8.94064360533435,43,4.953488372093023,49.99999999999999,20,50.0,0,1.1270000000000002,59995,12,80,1.0,2417.6658601804525,False,0.17453478151740057,0,0.6860000000000002,62470,28,56,1.0,1888.3661021263167,False,0.21695260033896555,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,32365.0,1293,0,0.0,37136.02446516656,False,-0.3231583336755222,26,9.919,45604,122,0,0.0,3553.454207520885,False,-0.5116093852046051,17,10.63,37889,143,0,0.0,4165.114357995792,False,-0.5879815575174934,14,6.082000000000002,89089,1352,0,0.0,12087.75015441204,False,-0.24485731800916005,0,0.23600000000000002,142492,245,234,1.0,13890.457683306913,False,0.18619803811441057,0.375,545555,0.0,0.0,10,0,0,3,9,9.0,22,25,17,145.0,50.0,11,7,17,1109,1.4220852929865941,131.9876058329246
66,17,0,0,0,10.0,20,10.0,28.748520176154557,18,29.0,29.1266738321384,0,,9.288815038235773,25,12.8,50.0,20,50.0,0,1.1270000000000002,59895,12,90,1.0,2707.3668158539103,False,0.17539548653643236,0,0.6860000000000002,62892,28,48,1.0,1659.9289684554187,False,0.2228590931360746,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,31843.0,1311,0,0.0,37689.30995093862,False,-0.32641885190270814,13,10.023000000000001,45172,122,0,0.0,3553.454207520885,False,-0.5160623507559687,12,10.733,37420,143,0,0.0,4165.114357995792,False,-0.592815911322099,10,6.168000000000002,88619,1369,0,0.0,12716.387787344773,False,-0.24609307911039538,0,0.23600000000000002,142968,243,234,1.0,13957.182054291294,False,0.19024123691971465,0.375,544460,0.0,0.0,11,0,0,4,9,9.0,18,22,18,118.0,28.0,9,8,18,1222,1.398663119005505,133.3862689519301
67,18,0,0,0,10.000000000000002,20,10.0,28.721991203255676,6,28.0,29.1266738321384,0,,9.67074797097885,19,14.68421052631579,50.0,20,50.0,0,1.1270000000000004,59835,8,100,1.0,2952.1991203255675,False,0.17659328638359553,0,0.6860000000000002,62920,32,52,1.0,1813.5435425692951,False,0.22487040187462146,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,31675.0,1317,0,0.0,37826.86241468773,False,-0.32773742266091,6,10.070000000000002,44978,122,0,0.0,3553.454207520885,False,-0.5180620621378312,13,10.851000000000003,36996,143,0,0.0,4165.114357995792,False,-0.5971864145484375,8,6.238000000000002,88284,1375,0,0.0,13297.278460095918,False,-0.2464467436890938,0,0.23600000000000002,143497,246,232,1.0,13979.004000860798,False,0.19452692491213205,0.375,543836,0.0,0.0,11,0,0,8,7,7.0,17,25,14,141.0,15.0,13,5,14,968,1.2825560450437479,134.66882499697385
68,14,0,0,0,10.0,20,10.0,28.737497197515715,9,29.0,29.1266738321384,0,,9.540619919083262,23,8.173913043478262,50.00000000000001,20,50.0,0,1.1270000000000002,59725,9,110,1.0,3251.1246917267285,False,0.1773505986655542,0,0.6860000000000002,63091,31,53,1.0,1833.0873514683328,False,0.22833951286215753,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,31414.0,1326,0,0.0,38105.92128390584,False,-0.3293516279922803,15,10.214000000000002,44414,122,0,0.0,3553.454207520885,False,-0.5238756560521116,8,10.918000000000001,36638,143,0,0.0,4165.114357995792,False,-0.6008766035933175,8,6.310000000000001,88019,1384,0,0.0,13204.217968011235,False,-0.24891959847590392,0,0.23600000000000002,144053,250,230,1.0,13885.154979770818,False,0.19856784799083516,0.375,543005,0.0,0.0,11,0,0,2,7,7.0,18,20,16,131.0,27.0,8,6,16,1061,1.1366837819805369,135.8055087789544
69,16,0,0,0,10.0,20,10.0,28.69288164901,31,28.483870967741936,29.1266738321384,0,,10.713084941554095,25,21.88,50.0,20,50.0,0,1.1270000000000002,59866,11,111,1.0,3294.90986304011,False,0.1804765958187656,0,0.6860000000000002,63633,29,41,1.0,1466.40814760941,False,0.23522240061802582,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,30531.0,1357,0,0.0,38936.24039770657,False,-0.3355686941189714,11,10.309000000000001,43932,122,0,0.0,3553.454207520885,False,-0.5288440111348832,14,11.05,36468,143,0,0.0,4165.114357995792,False,-0.6026289280001041,9,6.392000000000003,87382,1398,0,0.0,14976.892748292625,False,-0.24694041614425852,0,0.23600000000000002,144560,251,229,1.0,14138.984320330077,False,0.20359971551170855,0.375,542023,0.0,0.0,14,0,0,6,6,6.0,16,22,15,133.0,36.0,10,6,15,1633,1.3817426910391077,137.1872514699935
70,15,0,0,0,10.0,20,10.0,28.511777147745534,19,27.0,29.1266738321384,0,,10.36595288553289,47,8.617021276595745,50.0,20,50.0,0,1.1270000000000002,60289,10,102,1.0,3008.2012690700444,False,0.18584314867940327,0,0.6860000000000002,63523,30,51,1.0,1754.1006345350222,False,0.2358719284052181,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,30018.0,1376,0,0.0,39232.205355297854,False,-0.3404193608370795,30,10.598,42367,122,0,0.0,3553.454207520885,False,-0.5449757034679485,17,11.206000000000003,35702,143,0,0.0,4165.114357995792,False,-0.6105246956212722,13,6.513000000000002,86895,1407,0,0.0,14584.895709944776,False,-0.25236189986527713,0,0.23600000000000002,144730,279,232,1.0,14492.100855063676,False,0.20635061460177667,0.375,539175,0.0,0.0,9,0,0,5,10,10.0,18,23,17,121.0,44.0,11,4,17,1063,1.3180644180392846,138.50531588803278
71,17,0,0,0,10.0,20,10.0,28.47603913185778,12,28.0,29.1266738321384,0,,10.457225941391613,19,11.68421052631579,50.00000000000001,20,50.0,0,1.1270000000000004,60179,11,112,1.0,3299.3163827680714,False,0.18652551749954968,0,0.6860000000000002,63769,29,49,1.0,1685.3259174610314,False,0.23993288987949327,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,29682.0,1388,0,0.0,39524.7423150186,False,-0.3429406764360699,14,10.708,41773,122,0,0.0,3553.454207520885,False,-0.5510985311010737,5,11.239000000000003,35592,143,0,0.0,4165.114357995792,False,-0.6116585525903695,9,6.590000000000002,86575,1415,0,0.0,14796.974707069132,False,-0.25406026866538683,0,0.23600000000000002,145247,280,231,1.0,14478.023263589654,False,0.21039856827905085,0.375,538468,0.0,0.0,9,0,0,4,7,7.0,22,26,15,166.0,27.0,13,4,15,1086,1.32818834297359,139.83350423100637
72,15,0,0,0,10.0,20,10.0,28.538678679627818,21,29.0,29.1266738321384,0,,10.69350776407661,24,13.125,50.00000000000001,17,50.0,0,1.1270000000000002,60398,11,111,1.0,3277.793333438688,False,0.19052172689399807,0,0.6860000000000002,63959,29,49,1.0,1688.395255301763,False,0.24360854416033467,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,29073.0,1409,0,0.0,40210.998259595595,False,-0.3464738125766063,13,10.824000000000002,41163,122,0,0.0,3553.454207520885,False,-0.5573862833842492,11,11.344000000000003,35339,143,0,0.0,4165.114357995792,False,-0.6142664236192932,4,6.621,86270,1426,0,0.0,15248.942071573247,False,-0.2546874818559563,0,0.23600000000000002,145851,283,228,1.0,14426.262697233682,False,0.21498754840940507,0.375,537704,0.0,0.0,12,0,0,5,6,6.0,17,22,13,115.0,31.0,10,5,13,1459,1.3425587330129929,141.17606296401937
73,13,0,0,0,10.0,20,10.0,28.47287409389931,22,28.0,29.1266738321384,0,,10.336610643593971,12,3.0833333333333335,50.00000000000001,13,50.0,0,1.1270000000000002,60616,10,110,1.0,3232.016150328924,False,0.194266020748133,0,0.6860000000000002,64157,30,48,1.0,1666.697956507167,False,0.24720008018295464,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,28457.0,1431,0,0.0,40744.682828369914,False,-0.3511137205593951,6,10.871000000000002,40925,122,0,0.0,3553.454207520885,False,-0.5598395375537506,6,11.393,35073,143,0,0.0,4165.114357995792,False,-0.6170082959263828,13,6.747000000000002,85981,1427,0,0.0,14750.343388408597,False,-0.25896037708998015,0,0.23600000000000002,145833,284,238,1.0,14835.59742278069,False,0.216469270609544,0.375,536693,0.0,0.0,8,0,0,4,8,8.0,17,21,16,131.0,27.0,9,4,16,816,1.2011280719889328,142.3771910360083
74,16,0,0,0,10.0,20,10.0,28.45872326267984,5,28.0,29.1266738321384,0,,11.04734203242734,28,16.892857142857142,50.00000000000001,6,50.0,0,1.1270000000000002,60676,8,115,1.0,3352.7531752081813,False,0.19657595784997012,0,0.6860000000000002,64037,32,58,1.0,1970.6059492354307,False,0.24781329472102157,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,28317.0,1436,0,0.0,40866.72660520825,False,-0.35216324962320605,6,10.925,40849,122,0,0.0,3553.454207520885,False,-0.5606229296414904,22,11.607000000000001,34128,143,0,0.0,4165.114357995792,False,-0.626749158069991,6,6.794000000000001,85459,1445,0,0.0,15963.409236857506,False,-0.2582893743576064,0,0.23600000000000002,145808,284,248,1.0,15537.445137209366,False,0.21905637854107546,0.375,534925,0.0,0.0,8,0,0,5,8,8.0,19,24,18,134.0,41.0,10,6,18,340,1.3615923280012794,143.73878336400958
75,18,0,0,0,10.0,20,10.0,28.487627224537878,28,28.642857142857142,29.1266738321384,0,,11.15358041825931,15,12.8,50.00000000000001,14,50.0,0,1.1270000000000004,60836,10,115,1.0,3376.077130821856,False,0.19987024439944975,0,0.6860000000000002,64479,30,50,1.0,1724.381361226894,False,0.2539329229233616,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,27515.0,1464,0,0.0,41705.886256723454,False,-0.35724517776027254,13,11.049000000000003,40345,122,0,0.0,3553.454207520885,False,-0.5658180561180814,2,11.605000000000004,34072,143,0,0.0,4165.114357995792,False,-0.6273263943451678,12,6.908000000000001,85082,1451,0,0.0,16183.845186894257,False,-0.2604070281517135,0,0.23600000000000002,145854,283,256,1.0,15956.463258367387,False,0.22108455016021344,0.375,533834,0.0,0.0,12,0,0,7,9,9.0,17,24,17,152.0,37.0,12,6,17,1102,1.4325608549988829,145.17134421900846
76,17,0,0,0,10.0,20,10.0,28.491812738301928,21,28.523809523809526,29.1266738321384,0,,11.768744713655888,13,22.307692307692307,50.00000000000001,11,50.0,0,1.1270000000000002,61075,8,114,1.0,3328.0666521664198,False,0.20399611057750508,0,0.6860000000000002,64639,32,50,1.0,1744.5906369150964,False,0.2571973232734757,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,26916.0,1485,0,0.0,42310.34191637836,False,-0.3611889415663689,0,11.036000000000003,40345,122,0,0.0,3553.454207520885,False,-0.5658180561180814,13,11.733000000000004,33725,143,0,0.0,4165.114357995792,False,-0.6309031976931382,11,7.006000000000002,84597,1464,0,0.0,17229.44226079222,False,-0.26010699213846555,0,0.23600000000000002,145854,273,266,1.0,16512.86730682806,False,0.2232928532577712,0.375,532802,0.0,0.0,9,0,0,7,5,5.0,20,27,11,198.0,24.0,14,3,11,799,1.3393316949950531,146.5106759140035
77,11,0,0,0,10.0,20,10.0,28.491812738301928,0,,29.1266738321384,0,,11.693624591560194,10,10.1,50.0,10,50.0,0,1.1270000000000002,60975,8,124,1.0,3612.984779549439,False,0.2048109230607903,0,0.6860000000000002,64539,32,60,1.0,2029.5087642981157,False,0.2580121357567609,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,26916.0,1485,0,0.0,42310.34191637836,False,-0.3611889415663689,9,11.126000000000001,40014,122,0,0.0,3553.454207520885,False,-0.5692299348160014,1,11.730000000000002,33683,143,0,0.0,4165.114357995792,False,-0.6313361248995207,10,7.0950000000000015,84343,1468,0,0.0,17166.240900410365,False,-0.26237402404980803,0,0.23600000000000002,145833,269,276,1.0,16945.58501512969,False,0.22484356649916537,0.375,531954,0.0,0.0,6,0,0,6,7,7.0,14,20,11,99.0,16.0,8,3,11,200,1.1551734620006755,147.6658493760042
78,11,0,0,0,10.0,20,10.0,28.46078957098378,11,28.0,29.1266738321384,0,,12.08261002890347,27,14.962962962962964,49.99999999999999,9,50.0,0,1.1270000000000002,60845,11,134,1.0,3923.7458025118267,False,0.20529798885520567,0,0.6860000000000002,64777,29,59,1.0,1969.186584688043,False,0.2620006772792421,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,26608.0,1496,0,0.0,42577.34119819174,False,-0.3635078523993585,14,11.257000000000001,39560,122,0,0.0,3553.454207520885,False,-0.5739096717611846,13,11.859000000000002,33238,143,0,0.0,4165.114357995792,False,-0.6359230917290505,9,7.1750000000000025,83817,1486,0,0.0,17954.758502950557,False,-0.2634197551081499,0,0.23600000000000002,145815,268,286,1.0,17538.139487746128,False,0.22705246661274056,0.375,530311,0.0,0.0,6,0,0,5,7,7.0,14,19,14,85.0,36.0,7,4,14,508,1.1480867699719965,148.8139361459762
