index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,26,0,0,0,10.000000000000002,20,10.0,20.185609566267363,16,32.875,20.008365852086918,18,35.0,33.008264334752944,0,,43.00000000000001,7,43.0,0,0.7940000000000003,32197,17,17,1.0,513.1553626265452,False,0.39609299153890015,0,3.0890000000000004,12483,529,0,0.0,5290.000000000001,False,-0.3492213714187387,0,0.23600000000000002,33881,100,205,1.0,6120.275956304555,False,0.10871088502512913,0,1.8560000000000003,18881,290,0,0.0,5853.826774217535,False,-0.34548115528350887,0,0.2,46725,0,6,0.0,198.04958600851768,False,0.013924011888098149,0,1.0820000000000003,48266,40,45,1.0,2285.706529147359,False,0.06989569876299079,0,1.0460000000000003,55124,0,40,0.0,1720.0000000000002,False,-0.00890470373714306,0,1.118,54914,16,35,1.0,2033.1322293560474,False,-0.009850653872961464,0.5,302471,0.0,0.0,14,0,0,6,0,0.0,3,9,23,89.0,66.0,9,17,23,1657,1.2516612317413092,84.24472494795918
53,23,0,0,0,10.000000000000002,20,10.0,20.523098532570692,24,22.875,20.161202201440656,1,36.0,33.008264334752944,0,,43.0,9,43.0,2,0.8140000000000001,32547,21,10,1.0,415.2309853257069,False,0.40904308236526093,5,3.1390000000000007,12335,535,0,0.0,5350.000000000001,False,-0.3542975135507184,0,0.23600000000000002,33900,95,214,1.0,6264.191631702516,False,0.11144079401696505,0,1.8560000000000005,18349,309,0,0.0,6341.637446564344,False,-0.3541277132182186,0,0.2,46689,0,7,0.1,231.05785034327062,False,0.013501849790425468,0,1.0820000000000003,48266,30,55,1.0,2420.2906044546316,False,0.07135283562996281,0,1.0460000000000003,55425,0,33,0.0,1419.0,False,-0.0062403738913378295,0,1.118,55000,6,43,1.0,2047.0495860085177,False,-0.008204988882322295,0.5125,302511,0.0,0.0,10,0,0,5,3,2.1052631578947367,6,11,26,135.0,66.0,11,12,26,623,1.0793747948482633,85.32409974280745
54,26,0,0,0,10.000000000000002,20,10.0,20.362210808167855,24,19.208333333333332,22.606721103687406,16,37.0,33.008264334752944,0,,43.0,20,43.0,9,0.9020000000000001,32714,21,10,1.0,413.62210808167856,False,0.41619250856236933,5,3.1840000000000006,12135,545,0,0.0,5450.000000000001,False,-0.3607502365998451,0,0.23600000000000002,34031,109,208,1.0,6921.678967657276,False,0.1252390373008986,0,1.8560000000000003,18349,309,0,0.0,6291.923139723867,False,-0.35487374861604687,0,0.2,46689,0,7,0.0,231.05785034327062,False,0.013501849790425468,0,1.082,47674,36,65,1.0,2959.3791414916877,False,0.06437040277919158,0,1.0460000000000003,55898,0,22,0.0,946.0,False,-0.0020535698479296123,0,1.118,55387,0,40,0.6,1720.0,False,-0.0042487652026129905,0.45,302877,0.0,0.0,15,0,0,6,2,1.4736842105263157,4,10,32,143.0,93.0,10,16,32,1652,1.4021255252882838,86.72622526809573
55,32,0,0,0,10.000000000000002,20,10.0,20.289726305617997,20,19.65,21.90550140535959,5,8.0,34.63619099621417,17,48.1764705882353,42.99999999999999,20,43.0,4,0.933,32913,20,10,1.0,402.89726305618,False,0.4245224396252296,6,3.2390000000000003,11913,556,0,0.0,5560.000000000001,False,-0.36793426826120623,0,0.23600000000000002,33704,117,218,1.0,7149.297284125696,False,0.11884056070298778,5,1.9060000000000006,18178,311,0,0.0,6310.104881047197,False,-0.35973311202246167,0,0.2,46689,0,7,0.0,242.45333697349918,False,0.013625228307891774,0,1.0820000000000003,48453,31,58,1.0,2687.969621346569,False,0.07830027090520522,0,1.0460000000000003,55625,2,25,1.0,1144.272381992428,False,-0.005131513604967262,0,1.118,55701,0,32,0.5,1375.9999999999998,False,-0.0017349124577336378,0.5625,303176,0.0,0.0,20,0,0,9,5,4.666666666666666,9,18,23,202.0,72.0,18,14,23,2113,1.588759128935635,88.31498439703137
56,23,0,0,0,10.000000000000002,20,10.0,20.565529058168107,11,25.0,21.90550140535959,0,,34.63619099621417,0,,42.99999999999999,20,43.0,1,0.9390000000000003,33057,21,10,1.0,415.65529058168113,False,0.430991467146642,0,3.233,11823,565,0,0.0,5650.000000000001,False,-0.3698700851759443,0,0.23600000000000002,33429,118,228,1.0,7421.186749285823,False,0.11466710809576862,0,1.9010000000000002,18178,311,0,0.0,6395.879537090281,False,-0.35844593869728564,0,0.2,46689,0,7,0.0,242.45333697349918,False,0.013625228307891774,0,1.0820000000000003,48453,21,68,1.0,2815.276517255115,False,0.07967861801666394,0,1.0460000000000003,55926,0,20,0.2,859.9999999999999,False,-0.002319117673092924,0,1.118,56260,0,19,0.0,816.9999999999999,False,0.0032131286844760743,0.4,303815,0.0,0.0,16,0,0,6,1,0.09090909090909091,3,9,32,69.0,84.0,9,14,32,1060,1.1521213967353106,89.46710579376668
57,32,0,0,0,10.000000000000002,20,10.0,20.208429780728007,21,17.333333333333332,21.573226567759782,2,6.0,33.69907861493859,8,17.0,42.99999999999999,20,43.0,2,0.9580000000000002,33215,21,10,1.0,412.0842978072801,False,0.43771152666710994,9,3.323000000000001,11579,575,0,0.0,5750.000000000001,False,-0.37821560698614815,0,0.23600000000000002,33065,129,238,1.0,7741.315364840741,False,0.10854640542694478,2,1.9210000000000005,18132,311,0,0.0,6284.821661806411,False,-0.36149311711326254,0,0.2,46689,0,7,0.0,235.89355030457014,False,0.013554205737257368,0,1.0820000000000003,48577,13,70,1.0,2639.3874484265784,False,0.08045936043423252,0,1.0460000000000003,56271,0,15,0.5,644.9999999999999,False,0.0018853895586595146,0,1.1180000000000003,56639,0,12,0.3,515.9999999999999,False,0.007258307221130526,0.475,304167,0.0,0.0,17,0,0,14,5,4.166666666666667,4,18,23,197.0,57.0,18,14,23,1196,1.6135452259331942,91.08065101969987
58,23,0,0,0,10.000000000000002,20,10.0,20.819385392346547,25,25.0,23.205895704686945,21,29.904761904761905,31.317762601089516,21,15.952380952380953,43.0,10,43.0,6,1.016,33506,21,10,1.0,418.1938539234655,False,0.4503612202943188,9,3.4040000000000012,11398,585,0,0.0,5850.000000000001,False,-0.38385098511571886,0,0.23600000000000002,33478,131,231,1.0,8087.901394180082,False,0.12614276230049043,4,1.9590000000000003,17606,324,0,0.0,6745.480867120281,False,-0.3703670448224695,0,0.2,46689,0,7,0.0,219.2243382076266,False,0.013373728786813048,0,1.082,48284,24,59,1.0,2404.689490376768,False,0.07157369362266698,0,1.0460000000000003,56451,6,15,1.0,832.9065756065371,False,0.006735236210159323,0,1.118,56554,0,17,0.5,731.0,False,0.007656628958875493,0.5625,303966,0.0,0.0,18,0,0,4,3,2.4615384615384617,3,7,22,65.0,61.0,7,16,22,1636,0.8948145704343915,91.97546559013426
59,22,0,0,0,10.000000000000002,20,10.0,20.655238173415107,3,11.0,22.31533388798629,6,8.0,32.1606003821299,8,47.0,42.99999999999999,20,43.0,0,1.0100000000000002,33396,22,20,1.0,633.1047634683022,False,0.4502517586567217,3,3.4250000000000003,11278,594,0,0.0,5940.000000000001,False,-0.3870773466402822,0,0.23600000000000002,33445,124,241,1.0,7939.24500050817,False,0.12292153126606707,6,2.0150000000000006,17480,324,0,0.0,6692.297168186495,False,-0.37494676958812545,0,0.2,46689,0,7,0.0,225.1242026749093,False,0.01343760640387724,0,1.082,48612,20,61,1.0,2408.1033010696497,False,0.07871314286253714,0,1.0460000000000003,56779,0,13,1.0,558.9999999999999,False,0.010117372138722184,0,1.118,56710,0,13,0.4,558.9999999999999,False,0.008895852142970949,0.55,304389,0.0,0.0,18,0,0,8,2,2.0,1,9,24,115.0,54.0,9,13,24,1436,1.0344115691259503,93.00987715926021
60,24,0,0,0,10.000000000000002,20,10.0,20.89185669817414,39,21.871794871794872,22.462161465453736,1,36.0,32.1606003821299,0,,42.99999999999999,0,,8,1.09,33958,17,10,1.0,378.91856698174144,False,0.4689606505846541,11,3.532,10941,609,0,0.0,6090.000000000001,False,-0.3983481028994236,0,0.23600000000000002,33108,137,250,1.0,8477.724734013293,False,0.1208878527868977,0,2.0090000000000003,17000,340,0,0.0,7103.231277379208,False,-0.38318630094871986,0,0.2,46689,0,7,0.0,225.1242026749093,False,0.01343760640387724,0,1.0820000000000003,48576,11,71,1.0,2530.4864032512137,False,0.07925863886935333,0,1.0460000000000003,56779,0,13,0.0,558.9999999999999,False,0.010117372138722184,0,1.118,56710,0,13,0.0,558.9999999999999,False,0.008895852142970949,0.375,303761,0.0,0.0,9,0,0,9,4,3.6666666666666665,2,11,25,129.0,39.0,11,13,25,716,0.954502135515213,93.96437929477543
61,25,0,0,0,10.000000000000002,20,10.0,21.051782130503355,22,22.363636363636363,23.704457913443562,21,28.666666666666668,31.107536636257482,10,17.0,42.99999999999999,20,43.0,4,1.122,34230,19,10,1.0,400.5178213050336,False,0.4811261684011236,8,3.601,10709,617,0,0.0,6170.000000000001,False,-0.40660758840230576,0,0.23600000000000002,33684,135,244,1.0,8625.878318498182,False,0.1403985461523183,5,2.059,16389,354,0,0.0,7452.330874198187,False,-0.3962854396260664,0,0.2,46689,0,7,0.0,217.75275645380236,False,0.013357796024921539,0,1.0820000000000003,48144,22,71,1.0,2730.13317527004,False,0.07206571073894064,0,1.0460000000000003,57253,0,5,0.5,214.99999999999997,False,0.015463735018676863,0,1.118,56926,0,11,0.5,472.99999999999994,False,0.011958503726521146,0.5,304024,0.0,0.0,19,0,0,3,3,2.2857142857142856,4,7,27,87.0,54.0,7,18,27,1822,0.7816006159409881,94.74597991071641
62,27,0,0,0,10.000000000000002,20,10.0,21.051782130503355,0,,23.704457913443562,0,,31.107536636257482,0,,42.99999999999999,14,43.0,0,1.1180000000000003,34150,17,20,1.0,591.0356426100672,False,0.4817825785642705,0,3.5930000000000004,10589,629,0,0.0,6290.000000000001,False,-0.4091886776219565,0,0.23600000000000002,33684,125,254,1.0,8652.405076327585,False,0.14079661869095092,0,2.0540000000000003,16389,354,0,0.0,7452.330874198187,False,-0.3962854396260664,0,0.2,46689,0,7,0.0,217.75275645380236,False,0.013357796024921539,0,1.082,48144,12,81,1.0,2804.1639624981785,False,0.07286723936790213,5,1.0960000000000003,57410,0,0,0.0,0.0,False,0.016340042841715793,0,1.118,57098,0,7,0.0,300.99999999999994,False,0.013480977924124135,0.375,304153,0.0,0.0,9,0,0,8,3,2.2,2,10,24,92.0,51.0,10,17,24,415,0.8002302553504705,95.54621016606688
63,24,0,0,0,10.0,20,10.0,20.879122798278637,21,19.38095238095238,25.341584152466197,16,35.0,30.78828922016194,3,17.0,42.99999999999999,0,,0,1.1180000000000003,34423,16,19,1.0,556.7033331672941,False,0.4927880782321109,10,3.693000000000001,10301,640,0,0.0,6400.0,False,-0.4192119074249333,0,0.23600000000000002,34200,125,248,1.0,8894.603219596447,False,0.15991781295351679,0,2.0540000000000003,16026,365,0,0.0,7620.879821371703,False,-0.40465080252451,0,0.2,46689,0,7,0.0,215.51802454113357,False,0.013333600664138195,0,1.0820000000000003,47635,18,88,1.0,3165.517966118642,False,0.06575775715249389,0,1.0910000000000002,57410,0,0,0.0,0.0,False,0.016340042841715793,0,1.118,57047,0,10,0.3,429.99999999999994,False,0.013719970966771116,0.4125,303731,0.0,0.0,12,0,0,4,2,2.0,4,8,19,118.0,61.0,8,16,19,1174,0.7150413114577532,96.26125147752464
64,19,0,0,0,10.0,20,10.0,21.31962666429823,17,26.058823529411764,24.670434291708776,4,8.0,32.041969659376605,10,47.0,42.99999999999999,0,,0,1.1180000000000003,34783,14,13,1.0,417.155146635877,False,0.5052730608843646,1,3.6930000000000005,10163,652,0,0.0,6520.0,False,-0.4225673234104792,0,0.23600000000000002,33885,128,258,1.0,9093.884260291037,False,0.153454249231535,4,2.0940000000000003,15814,369,0,0.0,7866.942239126047,False,-0.40732101444932256,0,0.2,46689,0,7,0.0,224.29378761563623,False,0.013428615530365689,0,1.0820000000000003,48073,12,88,1.0,3115.7385415256467,False,0.0747032171404435,0,1.0910000000000002,57175,0,5,0.5,214.99999999999997,False,0.014082886327827641,0,1.118,56812,0,15,0.5,644.9999999999999,False,0.011462814452882964,0.5,303394,0.0,0.0,11,0,0,3,2,2.0,3,6,15,57.0,39.0,6,13,15,1110,0.37978377658873796,96.64103525411338
65,15,0,0,0,10.0,20,10.0,22.05026837616642,11,34.0,23.741091576738057,6,9.333333333333334,32.041969659376605,0,,42.99999999999999,4,43.0,0,1.1180000000000003,35047,15,12,1.0,414.60322051399703,False,0.5165749638758065,0,3.6920000000000015,10073,661,0,0.0,6610.0,False,-0.42450314032521724,0,0.23600000000000002,33921,118,267,1.0,8940.803119376698,False,0.1522375089194858,5,2.1400000000000006,15315,380,0,0.0,8379.10198294324,False,-0.41461175330977457,0,0.2,46653,0,8,0.1,256.33575727501284,False,0.012995991395541567,0,1.0820000000000003,48053,7,98,1.0,3306.300667656074,False,0.07633334777999692,0,1.0910000000000002,57175,0,5,0.0,214.99999999999997,False,0.014082886327827641,0,1.1180000000000003,56984,0,11,0.0,472.99999999999994,False,0.012985288650485953,0.3875,303221,0.0,0.0,11,0,0,2,1,1.0,1,3,13,32.0,36.0,3,12,13,782,0.33207560889422894,96.9731108630076
66,13,0,0,0,10.0,0,,21.549246432231612,22,17.636363636363637,23.741091576738057,0,,32.74051142659847,5,49.0,42.999999999999986,9,43.0,0,1.1180000000000003,35375,5,10,1.0,265.4924643223161,False,0.5274776835653945,10,3.792000000000001,9903,661,0,0.0,6610.0,False,-0.43181622644756085,0,0.23600000000000002,33861,118,277,1.0,9119.093445759772,False,0.15311223994957496,0,2.1350000000000002,14987,392,0,0.0,8447.304601434793,False,-0.4234325069564694,0,0.2,46653,0,8,0.0,261.92409141278773,False,0.013056496085108461,0,1.082,48298,0,100,0.7,3274.051142659847,False,0.08128939545115797,0,1.0910000000000002,57261,0,3,0.0,128.99999999999994,False,0.014844123426629136,0,1.118,57040,0,9,0.5,386.9999999999999,False,0.013215430098960822,0.4,303378,0.0,0.0,7,0,0,2,2,2.0,0,2,11,6.0,33.0,2,11,11,960,0.28671442065387964,97.25982528366148
67,11,0,0,0,10.0,0,,21.548688190586375,2,21.5,23.741091576738057,0,,31.92100246095864,6,17.0,42.999999999999986,0,,0,1.1180000000000003,35418,0,13,0.5,280.1329464776229,False,0.5296423674283236,0,3.782000000000001,9903,661,0,0.0,6610.0,False,-0.43181622644756085,0,0.23600000000000002,33852,109,287,1.0,9162.500295297737,False,0.15349350663732012,0,2.1350000000000002,14953,393,0,0.0,8468.634458900446,False,-0.4241328602463993,0,0.2,46653,0,8,0.0,255.36801968766912,False,0.012985513736035022,0,1.082,48400,0,94,0.0,3000.574231330112,False,0.08053717147019462,0,1.0910000000000002,57261,0,3,0.0,128.99999999999994,False,0.014844123426629136,0,1.118,56938,0,15,0.6,644.9999999999998,False,0.013693416184254785,0.2625,303378,0.0,0.0,3,0,0,1,0,0.0,0,1,9,3.0,29.0,1,10,9,145,0.16712876316159964,97.42695404682308
68,9,0,0,0,10.0,0,,21.805491858691664,4,32.0,23.741091576738057,0,,31.92100246095864,0,,42.999999999999986,3,43.0,0,1.1180000000000003,35546,0,9,0.0,196.24942672822496,False,0.5333444340258159,0,3.782,9903,661,0,0.0,6610.0,False,-0.43181622644756085,0,0.23600000000000002,33852,99,297,1.0,9209.847892301677,False,0.15420402611575498,0,2.1350000000000002,14825,397,0,0.0,8656.78026790059,False,-0.4251511109592036,0,0.2,46653,0,8,0.0,255.36801968766912,False,0.012985513736035022,0,1.0820000000000003,48400,0,94,0.0,3000.574231330112,False,0.08053717147019462,0,1.0910000000000002,57261,0,3,0.0,128.99999999999994,False,0.014844123426629136,0,1.118,57067,0,12,0.0,515.9999999999998,False,0.014835271832457026,0.125,303507,0.0,0.0,3,0,0,0,0,0.0,0,0,2,0.0,27.0,0,9,2,257,0.14190584607422352,97.56885989289731
69,2,0,0,0,10.0,0,,22.482406956573698,10,32.4,23.741091576738057,0,,31.92100246095864,0,,42.999999999999986,9,43.0,1,1.1280000000000003,35849,0,0,0.0,0.0,False,0.542157790587628,0,3.782,9903,661,0,0.0,6610.0,False,-0.43181622644756085,0,0.23600000000000002,33852,89,307,1.0,9289.449333193643,False,0.1553985613792977,0,2.1350000000000002,14501,407,0,0.0,9150.339631325494,False,-0.42746871707846135,0,0.2,46653,0,8,0.0,255.36801968766912,False,0.012985513736035022,0,1.0820000000000003,48400,0,94,0.0,3000.574231330112,False,0.08053717147019462,0,1.0910000000000002,57261,0,3,0.0,128.99999999999994,False,0.014844123426629136,0,1.118,57454,0,3,0.0,128.99999999999994,False,0.018260838777063748,0.125,303873,0.0,0.0,5,0,0,0,1,0.2,0,0,0,0.0,6.0,0,2,0,541,0.11910813581198454,97.68796802870929
