index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,15,0,0,0,10.000000000000002,20,10.0,30.419039187996336,0,,16.156317771332986,0,,55.43718293066153,0,,49.00000000000001,20,49.0,0,1.721,74926,17,30,1.0,1082.57117563989,False,0.16602214993078007,0,0.2,59312,541,0,0.0,5410.000000000001,False,-0.04179413491548469,0,1.316,87504,274,0,0.0,8334.816737510997,False,-0.06852198985159279,0,1.262,83564,407,0,0.0,12380.548949514508,False,-0.08800208835281961,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139181,0,22,0.4,1219.6180244745535,False,0.07049668041687228,9,3.4130000000000007,152860,0,0,0.0,0.0,False,-0.04855565445254293,9,3.638000000000001,152691,0,0,0.0,0.0,False,-0.04960755877281979,0.175,881497,0.0,0.0,12,0,0,6,8,7.5,25,31,17,132.0,78.0,9,6,17,249,1.5832935590296984,117.46117820963264
55,17,0,0,0,10.000000000000002,20,10.0,30.419039187996336,0,,16.141721682864233,6,16.0,52.36349390626701,7,20.0,49.00000000000001,20,49.0,0,1.721,74806,19,40,1.0,1406.7615675198535,False,0.1666725500410978,0,0.2,59232,549,0,0.0,5490.000000000001,False,-0.04241216278854176,0,1.316,87504,274,0,0.0,8334.816737510997,False,-0.06852198985159279,6,1.3220000000000003,83444,407,0,0.0,12380.548949514508,False,-0.08922141467502659,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139225,0,21,0.6,1099.6333720316072,False,0.07037421362343155,12,3.5240000000000005,152468,0,7,0.7,343.00000000000006,False,-0.04992810949763788,8,3.7090000000000005,152555,0,0,0.0,0.0,False,-0.050454061657776314,0.2875,880693,0.0,0.0,11,0,0,13,13,13.0,16,29,16,150.0,96.0,10,7,16,340,1.7010447150096297,119.16222292464226
56,16,0,0,0,10.000000000000002,20,10.0,30.624607017596784,17,33.0,16.132553454655067,4,16.0,50.40793940733542,5,22.0,49.00000000000001,20,49.0,0,1.721,75217,24,33,1.0,1250.6120315806938,False,0.17181647686706766,0,0.2,59182,554,0,0.0,5540.000000000001,False,-0.04279843020920243,4,1.3560000000000003,86863,291,0,0.0,8911.760642120664,False,-0.072104045917184,0,1.316,83444,407,0,0.0,12464.215056161891,False,-0.08879634681622775,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139271,0,20,0.4,1008.1587881467084,False,0.0703762254016414,1,3.522000000000001,152692,0,5,0.5,245.00000000000003,False,-0.04883885946184824,12,3.821000000000001,152295,0,0,0.0,0.0,False,-0.05207237599666378,0.2375,880423,0.0,0.0,15,0,0,11,9,8.5,20,31,16,147.0,67.0,9,7,16,1165,1.6968962838873267,120.85911920852959
57,16,0,0,0,10.000000000000002,20,10.0,30.848599559471364,20,33.0,16.12366448167016,4,16.0,48.00321755127953,6,20.0,49.00000000000001,20,49.0,0,1.721,75807,21,23,1.0,919.5177898678413,False,0.178374569619819,0,0.2,59052,567,0,0.0,5670.000000000001,False,-0.04380272550292018,4,1.3920000000000001,86123,311,0,0.0,9593.914462995594,False,-0.07615752444751513,0,1.3160000000000003,83444,407,0,0.0,12555.380020704844,False,-0.08833318081235153,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139327,0,18,0.4,864.0579159230316,False,0.07025331361152894,5,3.571000000000001,152757,0,6,0.6,294.00000000000006,False,-0.048281785872115825,10,3.9090000000000007,152113,0,0,0.0,0.0,False,-0.05320519603388501,0.25,880082,0.0,0.0,14,0,0,11,8,7.666666666666667,18,29,19,111.0,73.0,7,9,19,1176,1.6684067388996482,122.52752594742924
58,19,0,0,0,10.000000000000002,20,10.0,30.85613618862258,10,31.0,16.107625936710864,8,16.0,48.00321755127953,0,,49.00000000000001,20,49.0,0,1.721,75997,23,23,1.0,939.6911323383193,False,0.1814660481160835,0,0.2,58972,575,0,0.0,5750.000000000001,False,-0.04442075337597726,4,1.4280000000000002,86043,311,0,0.0,9596.258354661622,False,-0.07695850045896643,4,1.356,83054,417,0,0.0,12867.008790655615,False,-0.09071275318469942,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139199,0,26,0.8,1248.0836563332678,False,0.07074351440185807,3,3.596000000000001,153024,0,0,0.0,0.0,False,-0.047534871561860065,11,4.009,151902,0,0,0.0,0.0,False,-0.054518520362751385,0.225,879650,0.0,0.0,14,0,0,6,8,8.0,24,30,17,162.0,90.0,9,10,17,804,1.5380949573591352,124.06562090478837
59,17,0,0,0,10.000000000000002,20,10.0,30.91037701087514,9,32.0,16.083546955873356,16,16.0,48.00321755127953,0,,49.00000000000001,20,49.0,0,1.721,76155,26,24,1.0,1001.8490482610034,False,0.184387449771801,0,0.2,58902,582,0,0.0,5820.000000000001,False,-0.0449615277649022,8,1.5040000000000002,85883,311,0,0.0,9613.12725038217,False,-0.07849856601949813,8,1.4320000000000002,82606,426,0,0.0,13167.82060663281,False,-0.09373662243238938,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,138943,6,36,1.0,1824.6171135813033,False,0.07099060808508358,12,3.713000000000001,152772,0,0,0.0,0.0,False,-0.049103391613397156,8,4.078,151766,0,0,0.0,0.0,False,-0.05536502324770791,0.25,878486,0.0,0.0,10,0,0,7,13,13.0,22,29,14,165.0,96.0,10,7,14,488,1.5161387482658029,125.58175965305418
60,14,0,0,0,10.000000000000002,20,10.0,30.91037701087514,0,,16.074310623421674,8,16.0,48.958192316469436,5,62.0,49.000000000000014,20,49.0,0,1.721,76075,24,34,1.0,1290.9528183697548,False,0.18538482137735046,0,0.2,58782,594,0,0.0,5940.000000000001,False,-0.04588856957448781,4,1.5360000000000003,85803,311,0,0.0,9613.12725038217,False,-0.07931145023430279,4,1.4640000000000002,82526,426,0,0.0,13167.82060663281,False,-0.09454950664719404,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139125,4,41,1.0,2071.5831274689335,False,0.07332995032916852,9,3.7910000000000013,152304,0,5,0.5,245.00000000000006,False,-0.05125388239834185,11,4.180000000000001,151546,0,0,0.0,0.0,False,-0.05673436614984346,0.3125,877620,0.0,0.0,13,0,0,7,13,13.0,24,31,16,144.0,93.0,8,6,16,510,1.4873828738927841,127.06914252694696
61,16,0,0,0,10.000000000000002,20,10.0,30.75925332284725,34,30.0,16.074310623421674,0,,45.844591611591596,17,33.76470588235294,49.00000000000001,20,49.0,0,1.721,77025,21,10,1.0,517.5925332284726,False,0.19408850571079758,0,0.2,58652,607,0,0.0,6070.000000000001,False,-0.046892864868205555,0,1.532,84783,345,0,0.0,10611.942396382301,False,-0.08460121731249146,0,1.4600000000000002,82526,426,0,0.0,13103.441915532929,False,-0.09487658428322449,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139699,0,28,0.4,1283.6485651245648,False,0.07470861341319657,5,3.8320000000000007,151909,7,10,1.0,810.9121412811412,False,-0.0519512758501406,10,4.269000000000001,151356,0,0,0.0,0.0,False,-0.05791698047441507,0.3,877409,0.0,0.0,19,0,0,9,9,8.666666666666666,22,31,19,168.0,93.0,10,6,19,1990,1.5002284431830049,128.56937097012997
62,19,0,0,0,10.000000000000002,20,10.0,30.68493912333361,20,30.0,16.070010698884168,4,16.0,46.85861867268722,5,62.0,49.000000000000014,20,49.0,10,1.8210000000000002,77285,20,10,1.0,506.8493912333362,False,0.19802269237070355,0,0.2,58542,618,0,0.0,6180.000000000001,False,-0.047742653193659036,0,1.532,84783,345,0,0.0,10586.303997550096,False,-0.08473147387313874,4,1.5000000000000002,81846,446,0,0.0,13685.48284900679,False,-0.09882902581411979,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139945,0,27,0.4,1265.182704162555,False,0.07652173949597026,0,3.827000000000001,152252,0,10,0.7,490.0000000000001,False,-0.050815070241066594,13,4.389000000000001,150766,0,5,0.5,245.00000000000006,False,-0.06082683414145312,0.325,876878,0.0,0.0,15,0,0,5,8,7.5,27,32,22,201.0,111.0,12,7,22,853,1.668239513412118,130.23761048354208
63,22,0,0,0,10.0,20,10.0,30.752759885813127,10,32.0,16.065781380290325,4,16.0,46.85861867268722,0,,49.00000000000002,20,49.0,0,1.8110000000000002,77505,20,10,1.0,507.5275988581313,False,0.20142708506271548,0,0.2,58442,628,0,0.0,6280.0,False,-0.04851518803498038,4,1.5720000000000003,84383,355,0,0.0,10917.22975946366,False,-0.08711461789633866,0,1.4960000000000002,81846,446,0,0.0,13715.730909072654,False,-0.09867534974814485,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139881,0,31,0.4,1452.6171788533038,False,0.07674930956408971,0,3.8270000000000013,152742,0,0,0.0,0.0,False,-0.049290120190961094,5,4.426000000000001,150948,0,0,0.0,0.0,False,-0.06045648912928464,0.175,877206,0.0,0.0,19,0,0,7,4,4.0,29,36,17,237.0,129.0,14,8,17,1255,1.682811756618321,131.9204222401604
64,17,0,0,0,10.0,20,10.0,30.80742978179803,8,32.0,16.065781380290325,0,,46.1839714943298,2,22.0,49.00000000000002,20,49.0,0,1.8110000000000002,77661,20,12,1.0,569.6891573815764,False,0.20431761346513988,0,0.2,58342,638,0,0.0,6380.0,False,-0.04928772287630172,0,1.5680000000000003,84383,355,0,0.0,10936.6375725383,False,-0.08701601599076202,0,1.4960000000000002,81590,454,0,0.0,13986.573120936306,False,-0.09990055824347754,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139925,0,29,0.0,1339.3351733355644,False,0.07665250669424346,10,3.9270000000000014,152564,0,0,0.0,0.0,False,-0.05039804308450713,10,4.521000000000002,150710,0,2,0.2,98.00000000000004,False,-0.06163287916793746,0.15,876634,0.0,0.0,13,0,0,7,10,10.0,22,29,10,132.0,98.0,9,8,10,500,1.5581726096570492,133.47859484981745
65,10,0,0,0,10.0,20,10.0,30.72768841972349,18,30.0,16.061643742436615,4,16.0,47.29271175820438,5,62.0,49.00000000000002,0,,6,1.8710000000000002,77951,20,10,1.0,507.2768841972349,False,0.208316158989194,0,0.2,58242,648,0,0.0,6480.0,False,-0.05006025771762306,0,1.5680000000000003,84383,355,0,0.0,10908.329389001838,False,-0.08715983646292828,4,1.5360000000000005,80970,472,0,0.0,14503.468934109487,False,-0.10357430811304429,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,140171,0,28,0.4,1324.1959292297227,False,0.07847837013910375,0,3.9170000000000007,152564,0,0,0.0,0.0,False,-0.05039804308450713,0,4.511000000000001,150400,0,7,0.5,343.00000000000017,False,-0.06279993277771208,0.2375,876140,0.0,0.0,11,0,0,3,2,1.3333333333333333,19,22,12,90.0,59.0,5,5,12,510,2.10210838355124,135.5807032333687
66,12,0,0,0,10.0,20,10.0,30.757975269646103,4,32.0,16.061643742436615,0,,48.12249042678534,6,57.0,49.00000000000002,0,,0,1.8650000000000002,77979,20,16,1.0,692.1276043143376,False,0.21017681471767197,0,0.2,58142,658,0,0.0,6580.0,False,-0.050832792558944406,0,1.568,84255,359,0,0.0,11042.113121802951,False,-0.08778075942791776,0,1.532,80970,472,0,0.0,14517.76432727296,False,-0.10350167999150055,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,140513,0,22,0.0,1058.6947893892775,False,0.08008077033881864,0,3.917000000000001,152222,0,6,0.6,294.0000000000001,False,-0.05161177883867273,0,4.511000000000001,150400,0,7,0.0,343.00000000000017,False,-0.06279993277771208,0.2,875940,0.0,0.0,15,0,0,5,0,0.0,21,26,12,132.0,57.0,8,4,12,670,1.6378276040777564,137.21853083744645
67,12,0,0,0,10.000000000000002,20,10.0,30.774385610615997,11,31.0,16.05408401854735,8,16.0,50.180560461118624,11,62.0,49.00000000000002,0,,0,1.8650000000000002,78220,20,15,1.0,661.61578415924,False,0.21366471821142155,0,0.2,58042,668,0,0.0,6680.000000000001,False,-0.05160532740026575,4,1.608,84175,359,0,0.0,11048.004434211143,False,-0.08856371267484046,4,1.572,80549,483,0,0.0,14864.028249927527,False,-0.10602028019139595,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141067,0,19,0.8,953.4306487612539,False,0.0839201694251303,0,3.917000000000001,151912,0,11,0.5,539.0000000000002,False,-0.05277883244844735,0,4.511000000000001,150028,0,13,0.6,637.0000000000002,False,-0.06420039710944161,0.36250000000000004,875452,0.0,0.0,14,0,0,5,2,2.0,21,26,18,108.0,78.0,6,6,18,1223,1.6043907888233662,138.82292162626982
68,18,0,0,0,10.0,20,10.0,30.803928904901177,22,31.0,16.050634258517643,4,16.0,50.180560461118624,0,,49.00000000000002,0,,7,1.9350000000000003,78647,18,10,1.0,488.03928904901176,False,0.21892122685523485,0,0.2,57922,680,0,0.0,6800.0,False,-0.05253236920985136,0,1.6040000000000003,83834,370,0,0.0,11397.453694813436,False,-0.09025324546657802,4,1.608,80128,494,0,0.0,15217.14087902118,False,-0.10850408535781551,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141003,0,23,0.4,1154.1528906057283,False,0.08419861733968578,0,3.917000000000001,151912,0,11,0.0,539.0000000000002,False,-0.05277883244844735,0,4.511000000000001,150028,0,13,0.0,637.0000000000002,False,-0.06420039710944161,0.175,874933,0.0,0.0,13,0,0,6,2,1.6363636363636362,22,28,22,168.0,114.0,10,8,22,541,1.8995023323222995,140.72242395859212
69,22,0,0,0,10.0,20,10.0,30.949784960109792,21,32.0,16.047283183625684,4,16.0,50.180560461118624,0,,49.00000000000002,0,,11,2.0380000000000003,78906,19,10,1.0,499.4978496010979,False,0.22301147870585805,0,0.2,57832,689,0,0.0,6890.0,False,-0.053227650567040576,0,1.6040000000000003,83162,391,0,0.0,12101.365919402928,False,-0.09350522827108207,4,1.644,80048,494,0,0.0,15289.193770294238,False,-0.1089509029604519,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,140939,0,27,0.4,1354.875132450203,False,0.08447706525424127,0,3.9170000000000007,151912,0,11,0.0,539.0000000000002,False,-0.05277883244844735,0,4.511000000000001,150028,0,13,0.0,637.0000000000002,False,-0.06420039710944161,0.175,874286,0.0,0.0,12,0,0,13,3,2.571428571428571,21,34,17,192.0,132.0,13,9,17,424,1.973008630797267,142.69543258938938
70,17,0,0,0,10.0,20,10.0,30.949784960109792,0,,16.047283183625684,0,,51.302323017194084,7,62.0,49.00000000000002,0,,0,2.027,78806,19,20,1.0,808.9956992021959,False,0.22385738774452432,0,0.2,57732,699,0,0.0,6990.0,False,-0.05400018540836192,0,1.604,83162,391,0,0.0,12101.365919402928,False,-0.09350522827108207,0,1.64,80048,494,0,0.0,15289.193770294238,False,-0.1089509029604519,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141373,0,20,0.0,1026.0464603438818,False,0.08654151112433998,0,3.9170000000000007,151602,0,16,0.5,784.0000000000003,False,-0.05394588605822197,0,4.511000000000001,149904,0,15,0.2,735.0000000000003,False,-0.06466721855335146,0.2125,874086,0.0,0.0,13,0,0,6,0,0.0,29,35,12,201.0,75.0,12,5,12,634,1.8121070144698024,144.5075396038592
71,12,0,0,0,10.0,20,10.0,30.953112730059345,11,31.0,16.047283183625684,0,,52.051671172690476,5,62.0,49.00000000000002,0,,0,2.027,79037,20,19,1.0,788.1091418711276,False,0.22726514277889381,0,0.2,57642,708,0,0.0,7080.0,False,-0.05469546676555113,0,1.6040000000000003,83162,391,0,0.0,12102.667077453205,False,-0.09349861770333183,0,1.6400000000000006,79707,505,0,0.0,15631.321928679969,False,-0.11067763080485712,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141683,0,15,0.0,780.7750675903571,False,0.08797631836577843,0,3.917000000000001,151292,0,21,0.5,1029.0000000000005,False,-0.05511293966799659,0,4.511000000000001,149904,0,15,0.0,735.0000000000003,False,-0.06466721855335146,0.1875,873886,0.0,0.0,12,0,0,14,0,0.0,14,28,13,114.0,75.0,7,5,13,851,1.544675617478788,146.05221522133797
72,13,0,0,0,10.0,20,10.0,31.024912116666933,11,32.0,16.044044358784838,4,16.0,52.47435299892656,6,57.0,49.00000000000002,0,,0,2.0270000000000006,79279,21,18,1.0,768.4484181000048,False,0.2308523254697013,0,0.2,57552,717,0,0.0,7170.0,False,-0.055390748122740335,4,1.6440000000000003,82730,402,0,0.0,12472.014670900107,False,-0.09601171228522025,0,1.6400000000000003,79707,505,0,0.0,15667.580618916802,False,-0.11049341757396328,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141961,0,13,0.4,682.1665889860453,False,0.08972763559745016,0,3.917000000000001,150950,0,27,0.6,1323.0000000000007,False,-0.056326675422162194,0,4.511000000000001,149904,0,15,0.0,735.0000000000003,False,-0.06466721855335146,0.25,873542,0.0,0.0,14,0,0,18,1,1.0,14,32,13,162.0,57.0,9,4,13,894,1.638093564659357,147.69030878599733
73,13,0,0,0,10.0,20,10.0,31.022709581796445,14,31.0,16.040929257926887,4,16.0,52.47435299892656,0,,49.00000000000002,0,,0,2.027,79593,23,14,1.0,664.3179341451503,False,0.23489940000421156,0,0.2,57472,725,0,0.0,7250.0,False,-0.056008775995797414,4,1.6800000000000002,82650,402,0,0.0,12471.12925188217,False,-0.09682909489466965,0,1.6400000000000003,79273,519,0,0.0,16100.786272952355,False,-0.11270240170221835,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141897,0,17,0.4,892.0640009817515,False,0.09004121453835334,0,3.9170000000000007,150950,0,27,0.0,1323.0000000000007,False,-0.056326675422162194,0,4.511000000000001,149904,0,15,0.0,735.0000000000003,False,-0.06466721855335146,0.175,873198,0.0,0.0,14,0,0,16,1,1.0,15,31,16,144.0,60.0,8,5,16,634,1.6760772243142128,149.36638601031154
74,16,0,0,0,10.0,20,10.0,31.022709581796445,0,,16.040929257926887,0,,51.99980548513128,1,22.0,49.00000000000002,0,,0,2.027,79473,25,24,1.0,994.5450299631146,False,0.23559643575571756,0,0.2,57392,733,0,0.0,7330.0,False,-0.056626803868854485,0,1.6760000000000002,82650,402,0,0.0,12471.12925188217,False,-0.09682909489466965,0,1.6400000000000003,79273,519,0,0.0,16100.786272952355,False,-0.11270240170221835,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,141919,0,16,0.0,831.9968877621005,False,0.08997969478792396,0,3.917000000000001,150928,0,28,0.1,1372.0000000000007,False,-0.0563111147073652,0,4.511000000000001,149904,0,15,0.0,735.0000000000003,False,-0.06466721855335146,0.1375,872998,0.0,0.0,11,0,0,15,0,0.0,17,32,14,180.0,63.0,10,6,14,222,1.5988306561484933,150.96521666646004
75,14,0,0,0,10.0,20,10.0,30.89230505454646,41,30.4390243902439,16.040929257926887,0,,53.47484884561283,10,62.0,49.00000000000002,0,,17,2.1970000000000005,80125,24,10,1.0,548.9230505454645,False,0.24222770503496088,0,0.2,57282,744,0,0.0,7440.0,False,-0.057476592194307966,0,1.6760000000000002,81402,443,0,0.0,13685.291139164081,False,-0.10334150719319175,0,1.6400000000000006,79273,519,0,0.0,16033.106323309612,False,-0.11304625146923934,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,142539,0,6,0.0,320.849093073677,False,0.09277041426302289,0,3.917000000000001,150618,0,33,0.5,1617.0000000000007,False,-0.05747816831713982,0,4.511000000000001,149594,0,20,0.5,980.0000000000005,False,-0.06583427216312608,0.25,872292,0.0,0.0,15,0,0,14,2,1.5,14,28,17,129.0,62.0,8,6,17,1300,1.5445603523403406,152.50977701880038
76,17,0,0,0,10.0,20,10.0,31.01725798510102,21,32.0,16.037947181079353,4,16.0,54.816110707595094,10,63.0,49.00000000000002,0,,11,2.290000000000001,80412,21,10,1.0,520.1725798510101,False,0.2464399476209867,0,0.2,57152,757,0,0.0,7570.0,False,-0.05848088748802571,0,1.6760000000000002,81050,454,0,0.0,14081.835125235863,False,-0.10490354557112296,4,1.68,78873,529,0,0.0,16408.12947411844,False,-0.11520535754652014,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,4,0.8070000000000002,142905,0,4,0.4,219.26444283038037,False,0.09518422652996288,0,3.917000000000001,150298,0,38,0.5,1862.000000000001,False,-0.05870746478610241,0,4.511000000000001,149284,0,25,0.5,1225.0000000000005,False,-0.0670013257729007,0.3,871433,0.0,0.0,9,0,0,16,5,3.8909090909090907,13,29,17,147.0,69.0,9,8,17,520,1.6744326753541827,154.18420969415456
77,17,0,0,0,10.0,20,10.0,31.01725798510102,0,,16.035105244070326,4,16.0,55.48243358308002,5,64.0,49.00000000000002,0,,0,2.279000000000001,80322,20,20,1.0,820.3451597020204,False,0.24736832267005063,0,0.2,57042,768,0,0.0,7680.0,False,-0.059330675813479186,0,1.6760000000000002,81050,454,0,0.0,14081.835125235863,False,-0.10490354557112296,4,1.7160000000000002,78793,529,0,0.0,16408.12947411844,False,-0.1160182417613248,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,1,0.8130000000000002,143111,0,4,0.4,221.92973433232007,False,0.09677194828782905,0,3.9170000000000007,149978,0,43,0.5,2107.000000000001,False,-0.059936761255065016,0,4.511000000000001,149284,0,25,0.0,1225.0000000000005,False,-0.0670013257729007,0.2375,871039,0.0,0.0,11,0,0,14,2,1.2,15,29,22,129.0,73.0,8,9,22,200,2.332075164653361,156.51628485880792
78,22,0,0,0,10.0,20,10.0,30.978662388365017,25,30.72,16.032408433407436,4,16.0,55.48243358308002,0,,49.00000000000002,0,,5,2.3290000000000006,80835,23,10,1.0,539.7866238836502,False,0.2531271177025095,0,0.2,56972,775,0,0.0,7750.0,False,-0.05987145020240413,4,1.7160000000000002,80682,463,0,0.0,14343.120685813003,False,-0.10731534478578968,0,1.7120000000000002,78313,545,0,0.0,16883.371001658936,False,-0.11848106995041949,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.812,143047,0,8,0.4,443.85946866464013,False,0.09713159807276726,0,3.9170000000000007,149978,0,43,0.0,2107.000000000001,False,-0.059936761255065016,0,4.511000000000001,149284,0,25,0.0,1225.0000000000005,False,-0.0670013257729007,0.175,870570,0.0,0.0,12,0,0,15,2,1.5555555555555556,18,33,17,187.0,97.0,11,11,17,680,1.9950336124747992,158.51131847128272
79,17,0,0,0,10.0,20,10.0,30.891232183751633,17,30.0,16.032408433407436,0,,55.48243358308002,0,,49.00000000000002,0,,7,2.3940000000000006,81100,20,10,1.0,508.91232183751634,False,0.2569830376211914,0,0.2,56842,788,0,0.0,7880.0,False,-0.060875745496121875,0,1.7120000000000004,80172,480,0,0.0,14827.791448200784,False,-0.1100350990794046,0,1.7120000000000004,78313,545,0,0.0,16835.72154014464,False,-0.11872315429485016,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.812,143047,0,8,0.0,443.85946866464013,False,0.09713159807276726,0,3.917000000000001,149978,0,43,0.0,2107.000000000001,False,-0.059936761255065016,0,4.511000000000001,149284,0,25,0.0,1225.0000000000005,False,-0.0670013257729007,0.125,870195,0.0,0.0,10,0,0,10,1,0.4117647058823529,21,31,8,165.0,65.0,10,7,8,200,1.7166224224492908,160.227940893732
80,8,0,0,0,10.0,20,10.0,30.891232183751633,0,,16.027682651907444,8,16.0,56.38735908524359,10,62.0,49.00000000000002,0,,0,2.3870000000000005,81000,20,20,1.0,817.8246436750327,False,0.2578244232538784,0,0.2,56742,798,0,0.0,7980.0,False,-0.06164828033744322,4,1.7520000000000002,80092,480,0,0.0,14827.791448200784,False,-0.11084798329420927,4,1.7520000000000002,78233,545,0,0.0,16835.72154014464,False,-0.1195360385096548,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,2,0.8320000000000001,143439,0,8,0.8,451.0988726819487,False,0.10016119337091535,0,3.917000000000001,149978,0,43,0.0,2107.000000000001,False,-0.059936761255065016,0,4.511000000000001,148664,0,35,1.0,1715.0000000000007,False,-0.06933543299244994,0.35,869607,0.0,0.0,12,0,0,12,3,2.4,13,25,8,90.0,39.0,5,3,8,510,1.2658145315945148,161.49375542532653
81,8,0,0,0,10.0,20,10.0,30.903283172532714,11,31.09090909090909,16.02560811703093,4,16.0,56.789290299598484,5,62.0,49.00000000000002,0,,0,2.3870000000000005,81232,21,19,1.0,797.1623802781215,False,0.2612493617338626,0,0.2,56652,807,0,0.0,8070.0,False,-0.06234356169463243,4,1.7880000000000005,80012,480,0,0.0,14833.575922815702,False,-0.11163147933335513,0,1.7480000000000004,77891,556,0,0.0,17182.22544392819,False,-0.12125069631698328,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.8300000000000003,143685,0,7,0.4,397.5250320971894,False,0.1018398936788191,0,3.9170000000000007,149668,0,48,0.5,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,148664,0,35,0.0,1715.0000000000007,False,-0.06933543299244994,0.2375,869263,0.0,0.0,15,0,0,13,1,1.0,11,24,10,90.0,54.0,5,3,10,852,1.3065873244777322,162.80034274980426
