index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
70,39,0,0,0,10.0,20,10.0,22.69596991461968,15,11.0,36.43095465541053,51,41.11764705882353,39.99999999999999,0,,0,4.862000000000002,27452,9,25,1.0,657.399247865492,False,0.24331809988957864,0,1.4420000000000004,27455,3,11,1.0,279.6556690608165,False,0.2349994555375228,0,0.2,24668,338,289,1.0,18199.783726555095,False,0.0399720315145533,0,0.2,25659,311,322,1.0,18789.214042488915,False,0.0795690490066049,0,1.217,34828,184,203,1.0,14823.295656595536,False,-0.1563038484310842,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,190127,0.0,0.0,12,0,0,8,0,0.0,4,12,30,182.0,126.0,12,27,30,2462,1.3230652390047908,167.5042696527671
71,30,0,0,0,10.0,20,10.0,23.0707725213504,41,25.390243902439025,36.772346084784566,10,43.0,39.99999999999999,10,40.0,0,4.862000000000002,27492,6,25,1.0,636.76931303376,False,0.24464664592359822,20,1.6420000000000003,27701,6,10,1.0,290.707725213504,False,0.2462564385341368,0,0.2,23627,369,299,1.0,19508.046539728883,False,0.02805738435061409,0,0.2,26089,301,322,1.0,18784.9979682271,False,0.09274711992958282,0,1.217,34798,184,203,1.0,14886.111679600359,False,-0.15627572476180604,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189772,0.0,0.0,13,0,0,8,2,1.3125,0,8,25,129.0,94.0,8,22,25,1140,0.9403050160035491,168.44457466877066
72,25,0,0,0,10.0,20,10.0,23.479248601639636,41,26.121951219512194,37.003141219076305,10,41.0,39.99999999999999,12,40.0,1,4.872000000000002,27974,6,10,1.0,294.79248601639637,False,0.25856588985894197,5,1.6720000000000002,27946,6,10,1.0,294.79248601639637,False,0.25731275702686174,0,0.2,23627,359,309,1.0,19863.020884683207,False,0.033523573832510166,0,0.2,25428,332,322,1.0,19710.12200828693,False,0.08663569461482794,0,1.217,34868,184,201,1.0,14848.577984310039,False,-0.15525239204723812,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189908,0.0,0.0,13,0,0,7,2,0.43333333333333335,1,8,25,102.0,126.0,8,17,25,1586,0.9562361800344661,169.40081084880512
73,25,0,0,0,10.0,20,10.0,23.024841753680086,10,10.5,37.719495485645076,36,41.0,39.99999999999999,6,40.0,0,4.871000000000001,27999,4,10,1.0,270.24841753680084,False,0.259135526708217,0,1.667,27826,8,20,1.0,540.4968350736017,False,0.2574404053677408,0,0.2,25053,354,283,1.0,18825.411203240306,False,0.06146306133723909,0,0.2,25373,327,332,1.0,20051.995754687552,False,0.09020627894498848,0,1.217,33632,210,205,1.0,16121.094051985463,False,-0.16723165832432374,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189948,0.0,0.0,11,0,0,9,0,0.0,3,12,36,171.0,54.0,12,13,36,2021,1.2486818690085784,170.6494927178137
74,36,0,0,0,9.999999999999998,20,10.0,23.94602634480646,52,28.5,36.97479785452944,15,28.0,39.99999999999999,11,40.0,27,5.141000000000002,28063,6,10,1.0,299.46026344806455,False,0.2626535146672051,0,1.667,28181,6,15,1.0,419.1903951720969,False,0.27061382015691227,0,0.2,24471,366,293,1.0,19597.86141357629,False,0.05543365281146121,0,0.2,24893,347,327,1.0,20400.03004007897,False,0.08078272313025825,0,1.217,33652,215,204,1.0,16109.581538723829,False,-0.16694715331345425,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189325,0.0,0.0,10,0,0,12,3,2.411764705882353,3,15,35,260.0,93.0,15,21,35,1495,2.50071662501432,173.15020934282802
75,35,0,0,0,9.999999999999998,20,10.0,23.94602634480646,0,,36.44145554793017,9,26.0,39.99999999999999,9,40.0,0,5.114000000000001,27993,3,20,1.0,508.92052689612916,False,0.2642078528217,0,1.6670000000000005,28051,9,25,1.0,688.6506586201615,False,0.27082551599132126,0,0.2,24471,356,303,1.0,19566.54640977394,False,0.05495143840120005,0,0.2,25127,337,328,1.0,20022.608297920873,False,0.08217752229628693,0,1.217,33778,214,205,1.0,15998.471487257055,False,-0.16554008301950418,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189485,0.0,0.0,10,0,0,12,0,0.0,2,14,38,197.0,93.0,14,21,38,794,1.141863513039425,174.29207285586745
76,38,0,0,0,9.999999999999998,20,10.0,23.717427821006705,5,11.0,37.60640111347464,36,43.0,39.99999999999999,12,40.0,0,5.114000000000001,27978,0,25,1.0,592.9356955251676,False,0.265416570343832,0,1.667,27921,12,35,1.0,950.1099737352347,False,0.2708581716285185,0,0.2,25964,351,277,1.0,18741.79027360583,False,0.08823206457662199,0,0.2,25127,327,338,1.0,20466.562473823622,False,0.08901389704070868,0,1.217,32710,240,203,1.0,17145.53626723391,False,-0.17541659575318175,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189765,0.0,0.0,12,0,0,10,0,0.0,2,12,49,216.0,108.0,12,26,49,2283,1.3215695029939525,175.6136423588614
77,49,0,0,0,10.0,20,10.0,24.601573255960243,51,29.019607843137255,37.99217086718071,47,39.48936170212766,39.99999999999999,7,40.0,0,5.114000000000002,28458,0,9,0.4,221.41415930364218,False,0.27858517184263426,0,1.667,28721,18,14,1.0,524.4220255834434,False,0.29713618925849095,0,0.2,25469,357,287,1.0,19686.51469125867,False,0.08753487359499021,0,0.2,25998,352,301,1.0,20095.3972171194,False,0.1101231477844072,0,1.2170000000000003,31134,277,206,1.0,18763.831330209054,False,-0.1907337328452107,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.7333333333333334,189845,0.0,0.0,15,0,0,16,0,0.0,3,19,54,297.0,120.0,19,30,54,3816,1.443314107018523,177.05695646587992
78,54,0,0,0,10.0,20,10.0,24.780785979070718,38,26.07894736842105,37.99217086718071,0,,39.99999999999999,6,40.0,8,5.194000000000001,28516,0,9,0.9,223.02707381163646,False,0.28121703978275236,7,1.737,29094,19,10,1.0,437.8078597907072,False,0.31189151136302157,0,0.2,24881,372,297,1.0,20502.127131766978,False,0.08198532694436364,0,0.2,25595,355,311,1.0,20612.744162263305,False,0.10567822855348483,0,1.217,31374,267,210,1.0,18543.90962153725,False,-0.18813632656009932,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,189525,0.0,0.0,9,0,0,7,2,1.3455882352941178,4,11,56,188.0,151.0,11,43,56,843,1.2985734730027616,178.35552993888268
79,56,0,0,0,10.0,20,10.0,24.523221940212206,5,10.0,37.19090378538307,18,28.0,39.99999999999999,10,40.0,0,5.186000000000002,28466,0,14,1.0,343.3251071629709,False,0.28167125642595264,0,1.7300000000000002,28994,19,20,1.0,680.4644388042441,False,0.31284605349991595,0,0.2,25385,362,289,1.0,19625.577536332527,False,0.08400950933681126,0,0.2,25545,350,321,1.0,20521.40779418224,False,0.1027318724081036,0,1.217,31270,275,210,1.0,18627.49854098034,False,-0.18937882212143878,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189725,0.0,0.0,11,0,0,12,0,0.0,1,13,55,189.0,188.0,13,43,55,1154,1.2114208010025322,179.56695073988521
80,55,0,0,0,10.0,20,10.0,23.79648381177642,36,18.583333333333332,37.19090378538307,0,,40.0,6,40.0,6,5.246000000000001,28452,0,7,0.7,166.57538668243492,False,0.2770894957635705,0,1.7300000000000002,29328,22,14,1.0,553.1507733648698,False,0.32494519274446987,0,0.2,24821,378,299,1.0,20115.151112681026,False,0.07417848957008041,0,0.2,25440,350,331,1.0,20638.958487083546,False,0.10130826127322995,0,1.217,31510,265,214,1.0,18415.589503126514,False,-0.18670139315762999,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.7833333333333333,189616,0.0,0.0,11,0,0,8,2,1.2,2,10,54,165.0,331.0,10,45,54,1004,1.209002424031496,180.7759531639167
81,54,0,0,0,10.0,20,10.0,24.21545605514153,42,26.857142857142858,36.3254760576161,21,28.0,40.0,11,40.0,17,5.410000000000001,28460,2,10,1.0,262.15456055141533,False,0.27958634444484914,4,1.7700000000000002,29674,20,10,1.0,442.15456055141533,False,0.3379465306245842,0,0.2,24687,396,288,1.0,20051.057702429483,False,0.06906463970479637,0,0.2,25034,354,341,1.0,20959.25877916719,False,0.09373666121292266,0,1.217,31362,276,213,1.0,18545.831391902044,False,-0.1883568222121038,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189282,0.0,0.0,10,0,0,8,3,1.7222222222222223,0,8,49,134.0,191.0,8,46,49,1228,0.9771440760232508,181.75309723993996
82,49,0,0,0,10.0,20,10.0,23.753595227624196,10,11.0,36.439090168062926,5,41.0,40.0,8,40.0,0,5.393000000000002,28385,5,15,1.0,406.30392841436293,False,0.27945542267307466,0,1.7660000000000005,29659,17,15,1.0,526.3039284143629,False,0.3391582511728956,0,0.2,24892,386,293,1.0,19845.541177105377,False,0.07221344590553398,0,0.2,24924,354,351,1.0,21198.893359569054,False,0.0940390107725446,0,1.217,31477,271,215,1.0,18474.993435545053,False,-0.18676726819589481,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189402,0.0,0.0,11,0,0,4,0,0.0,1,5,48,90.0,158.0,5,44,48,835,0.861638928996399,182.61473616893636
83,48,0,0,0,9.999999999999998,20,10.0,23.276863673314235,10,11.0,36.439090168062926,0,,40.00000000000001,10,40.0,0,5.393000000000001,28340,5,20,1.0,515.5372734662847,False,0.2798858143901334,0,1.7660000000000005,29614,17,20,1.0,635.5372734662847,False,0.3395886428899544,0,0.2,24837,381,303,1.0,19909.52938045579,False,0.07150491808524466,0,0.2,24869,349,361,1.0,21278.136972657383,False,0.09356539840864453,0,1.217,31877,261,215,1.0,18110.602533864425,False,-0.18241683277874338,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189602,0.0,0.0,11,0,0,3,0,0.0,2,5,30,75.0,129.0,5,43,30,710,0.6732588430168107,183.28799501195317
84,30,0,0,0,9.999999999999998,20,10.0,22.787295766171667,10,11.0,36.439090168062926,0,,40.00000000000001,10,40.0,0,5.393000000000002,28330,7,20,1.0,525.7459153234333,False,0.2796667095265716,0,1.7660000000000005,29534,15,30,1.0,833.61887298515,False,0.34044080900879764,0,0.2,24782,376,313,1.0,19973.458430684244,False,0.07079547937610478,0,0.2,24814,344,371,1.0,21357.7321959144,False,0.09309720042984913,0,1.217,32277,251,215,1.0,17746.211632183797,False,-0.17806639736159197,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,189802,0.0,0.0,11,0,0,2,0,0.0,0,2,21,36.0,84.0,2,28,21,710,0.4001493700197898,183.68814438197296
85,21,0,0,0,9.999999999999998,20,10.0,22.787295766171667,0,,36.55902106661215,5,41.0,40.00000000000001,11,40.0,0,5.393000000000001,28220,8,30,1.0,763.61887298515,False,0.2800666593489337,0,1.7660000000000005,29444,14,40,1.0,1051.4918306468667,False,0.3412883062711884,0,0.2,24782,366,323,1.0,20148.714054934553,False,0.07349421088596472,0,0.2,25019,334,376,1.0,21357.148706947504,False,0.0994017355550895,0,1.2170000000000003,32512,246,214,1.0,17553.51918238659,False,-0.1752969221773036,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,190042,0.0,0.0,10,0,0,0,0,0.0,0,0,16,0.0,63.0,0,21,16,845,0.23872354300692677,183.9268679249799
86,16,0,0,0,9.999999999999998,17,10.0,22.787295766171667,0,,36.55902106661215,0,,40.00000000000001,7,40.0,0,5.393000000000002,28120,8,40,1.0,991.4918306468667,False,0.28069038289131015,0,1.7660000000000005,29374,11,50,1.0,1249.3647883085832,False,0.34258335097360765,0,0.2,24782,356,333,1.0,20286.431307938958,False,0.07561489541020872,0,0.2,25019,324,386,1.0,21494.86595995191,False,0.10152242007933347,0,1.217,32792,236,217,1.0,17307.928971720467,False,-0.17215690630459934,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,190152,0.0,0.0,7,0,0,1,0,0.0,0,1,11,3.0,51.0,1,15,11,450,0.27672061702469364,184.20358854200458
87,11,0,0,0,9.999999999999998,0,,22.787295766171667,0,,36.55902106661215,0,,40.0,11,40.0,0,5.393000000000001,28120,0,48,0.8,1093.79019677624,False,0.2829795514853258,0,1.7660000000000005,29374,1,60,1.0,1377.2377459703,False,0.34544481171612734,0,0.2,24782,346,343,1.0,20424.148560943362,False,0.07773557993445271,0,0.2,25019,314,396,1.0,21632.583212956313,False,0.10364310460357747,0,1.217,33232,226,216,1.0,16902.338761054343,False,-0.16741896773140574,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.7999999999999999,190592,0.0,0.0,3,0,0,0,0,0.0,0,0,6,0.0,33.0,0,11,6,440,0.13739465799881145,184.3409832000034
88,6,0,0,0,9.999999999999998,0,,22.787295766171667,0,,36.55902106661215,0,,40.00000000000001,7,40.0,0,5.393000000000002,28120,0,48,0.0,1093.79019677624,False,0.2829795514853258,0,1.7660000000000005,29374,0,61,0.1,1390.0250417364716,False,0.3457309577903794,0,0.2,24782,336,353,1.0,20561.865813947767,False,0.07985626445869669,0,0.2,25019,304,406,1.0,21770.300465960718,False,0.10576378912782144,0,1.217,33512,216,219,1.0,16656.748550388227,False,-0.16427895185870134,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.5166666666666667,190872,0.0,0.0,2,0,0,1,0,0.0,0,1,0,18.0,15.0,1,5,0,280,0.1962533220066689,184.53723652201006
89,0,0,0,0,9.999999999999998,0,,22.787295766171667,0,,36.55902106661215,0,,40.00000000000001,9,40.0,0,5.393000000000001,28120,0,48,0.0,1093.79019677624,False,0.2829795514853258,0,1.7660000000000005,29374,0,61,0.0,1390.0250417364716,False,0.3457309577903794,0,0.2,24782,326,363,1.0,20699.58306695217,False,0.08197694898294068,0,0.2,25019,294,416,1.0,21908.017718965122,False,0.10788447365206544,0,1.217,33872,206,220,1.0,16331.158339722104,False,-0.16033997463575242,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.5,191232,0.0,0.0,3,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,360,0.09735246998025104,184.6345889919903
