index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,38,0,0,0,10.000000000000002,20,10.0,10.126848588795454,2,10.0,39.95910357816175,5,40.0,28.652685751894715,34,33.0,41.0,10,41.0,1,0.714,40236,574,0,0.0,5740.000000000001,False,-0.07788735105996107,1,0.7050000000000001,40743,526,0,0.0,5260.000000000001,False,-0.07217575459387768,0,1.8559999999999999,75680,0,0,0.0,0.0,False,0.034657187777701826,5,1.8430000000000002,75736,0,2,0.2,79.9182071563235,False,0.03596909021229289,0,0.2,78095,0,0,0.0,0.0,False,0.0,24,2.2040000000000006,68861,0,10,1.0,286.52685751894717,False,-0.11640612806505576,0,3.053000000000001,100310,53,25,1.0,2543.59234485042,False,-0.03924302075620954,10,4.593000000000001,87452,435,0,0.0,12463.918302074202,False,-0.11394047960354961,0.275,567113,0.0,0.0,12,0,0,10,9,8.705882352941178,27,37,36,279.0,121.0,18,20,36,200,2.035229865985457,122.54075223690597
55,36,0,0,0,10.000000000000002,20,10.0,10.120947462802805,1,10.0,39.96353683488227,10,40.0,28.652685751894715,0,,41.0,4,41.0,1,0.7230000000000001,40083,588,0,0.0,5880.000000000001,False,-0.07966286606627163,0,0.7040000000000002,40683,532,0,0.0,5320.000000000001,False,-0.07281750700579716,5,1.9060000000000001,75720,0,0,0.0,0.0,False,0.03520404675644268,3,1.8680000000000003,75830,0,1,0.1,39.96353683488227,False,0.036981089184734896,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.1800000000000006,68461,0,20,1.0,573.0537150378943,False,-0.11969361857328971,0,3.053000000000001,100310,43,35,1.0,2667.0654873314725,False,-0.038659118483077445,4,4.623000000000002,87414,435,0,0.0,12463.918302074202,False,-0.1142998822385384,0.2625,566596,0.0,0.0,12,0,0,14,5,4.6,22,36,31,291.0,160.0,17,19,31,200,1.7777009070268832,124.31845314393286
56,31,0,0,0,10.000000000000002,20,10.0,10.109615415757748,2,10.0,40.07495543913744,10,41.0,27.74380049692128,13,16.76923076923077,41.0,11,41.0,2,0.7420000000000002,39936,600,0,0.0,6000.000000000001,False,-0.08152394806083813,0,0.7040000000000002,40603,540,0,0.0,5400.000000000001,False,-0.07367317688835648,0,1.9010000000000002,75710,0,1,0.1,40.07495543913744,False,0.035341273876814114,9,1.9550000000000003,75912,0,1,0.1,40.07495543913744,False,0.03810291171945544,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.1800000000000006,68269,0,17,1.0,471.64460844766177,False,-0.12280143025515303,0,3.0530000000000004,100310,33,45,1.0,2760.5454163984023,False,-0.03821705357748243,11,4.729000000000001,87018,448,0,0.0,12429.222622620735,False,-0.11820931125866242,0.275,565853,0.0,0.0,13,0,0,9,8,7.8,28,37,28,237.0,141.0,14,17,28,418,1.69064356101444,126.0090967049473
57,28,0,0,0,10.000000000000002,20,10.0,10.104191993146998,1,10.0,40.070731256295225,5,40.0,27.37210165474225,5,16.0,41.0,12,41.0,0,0.7400000000000002,39856,608,0,0.0,6080.000000000001,False,-0.08237961794339743,1,0.7140000000000002,40470,552,0,0.0,5520.000000000001,False,-0.0752347744240272,4,1.9410000000000003,75782,0,0,0.0,0.0,False,0.03605167817349101,0,1.9460000000000006,75902,0,2,0.1,80.14146251259045,False,0.03824008108901891,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.1800000000000006,68149,0,17,0.5,465.32572813061824,False,-0.12437847667500727,0,3.053000000000001,100230,28,55,1.0,3021.418846332783,False,-0.03774002493907753,12,4.838000000000001,86804,448,0,0.0,12262.701541324528,False,-0.12102079077411296,0.2,565288,0.0,0.0,10,0,0,9,10,9.8,23,32,27,186.0,94.0,12,16,27,280,1.6223496610182337,127.63144636596553
58,27,0,0,0,10.000000000000002,20,10.0,10.093871015995962,2,10.0,40.066563221114855,5,40.0,26.194044948315472,18,16.88888888888889,41.0,11,41.0,1,0.7500000000000002,39713,621,0,0.0,6210.000000000001,False,-0.0840481742143881,1,0.7230000000000001,40387,559,0,0.0,5590.000000000001,False,-0.07626157828309837,5,1.9870000000000005,75802,0,2,0.2,80.13312644222971,False,0.036872876658980334,0,1.9460000000000002,75902,0,2,0.0,80.13312644222971,False,0.03824002410583248,0,0.2,78095,0,0,0.0,0.0,False,0.0,1,2.1900000000000004,68214,0,5,0.5,130.97022474157737,False,-0.12568685431371032,0,3.0530000000000004,100070,28,65,1.0,3398.433258552833,False,-0.0374704048077062,11,4.936000000000002,86482,456,0,0.0,11944.484496431854,False,-0.12557109789734391,0.2125,564665,0.0,0.0,15,0,0,7,8,7.125,24,31,24,165.0,94.0,10,17,24,360,1.4624549000291154,129.09390126599465
59,24,0,0,0,10.000000000000002,20,10.0,10.084563632834735,2,10.0,40.11675003386092,10,40.5,25.919370997524315,5,18.0,41.00000000000001,10,41.0,1,0.7590000000000001,39600,631,0,0.0,6310.000000000001,False,-0.085395854279419,1,0.7320000000000002,40274,569,0,0.0,5690.000000000001,False,-0.07760925834812929,3,2.0120000000000005,75901,0,1,0.1,40.11675003386092,False,0.03795281119716907,3,1.9760000000000004,75996,0,1,0.1,40.11675003386092,False,0.03925160127167861,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.1890000000000005,67899,0,10,1.0,259.19370997524317,False,-0.12889945764789518,0,3.053000000000001,99980,23,75,1.0,3671.1455329430596,False,-0.03703197012728979,10,5.025000000000001,86322,456,0,0.0,11819.233174871088,False,-0.12767668339999103,0.275,564067,0.0,0.0,12,0,0,8,10,9.2,23,31,29,162.0,88.0,9,15,29,290,1.4110174049856141,130.50491867098026
60,29,0,0,0,10.000000000000002,20,10.0,10.080148739010339,1,10.0,40.16043609285474,10,40.5,25.07600735110799,16,18.0,41.000000000000014,9,41.0,1,0.768,39487,641,0,0.0,6410.000000000001,False,-0.08674353434444991,0,0.7310000000000001,40174,579,0,0.0,5790.000000000001,False,-0.07867884570132842,4,2.0490000000000004,75978,0,0,0.0,0.0,False,0.03873128716932121,4,2.0130000000000003,76058,0,1,0.1,40.16043609285474,False,0.040099531315146944,0,0.2,78095,0,0,0.0,0.0,False,0.0,6,2.2490000000000006,67548,0,10,1.0,250.7600735110799,False,-0.13344797955367774,0,3.053000000000001,99980,13,85,1.0,3810.9880955644053,False,-0.03637065716031997,9,5.105000000000001,85916,472,0,0.0,11835.87546972297,False,-0.1314379157024763,0.2625,563236,0.0,0.0,11,0,0,11,7,6.6,26,37,32,186.0,126.0,12,17,32,380,1.5454207719885744,132.05033944296883
61,32,0,0,0,10.000000000000002,20,10.0,10.075754319411365,1,10.0,40.21043669060921,5,41.0,25.42489252127568,9,30.666666666666668,41.000000000000014,5,41.0,0,0.7669999999999999,39357,654,0,0.0,6540.000000000001,False,-0.08813399790360879,1,0.7410000000000001,40091,586,0,0.0,5860.000000000001,False,-0.07970564956039959,5,2.095,76013,0,1,0.1,40.21043669060921,False,0.03948465675501127,0,2.0090000000000003,76058,0,1,0.0,40.21043669060921,False,0.04009987310609473,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.2430000000000008,67619,0,6,0.5,152.54935512765408,False,-0.13316762049345257,0,3.053000000000001,99900,8,95,1.0,4098.399140170207,False,-0.03576813261876747,5,5.146000000000001,85668,476,0,0.0,12102.248840127224,False,-0.1325238159095855,0.2,562801,0.0,0.0,13,0,0,11,4,4.0,25,36,34,240.0,112.0,15,17,34,476,1.8181838520104066,133.86852329497924
62,34,0,0,0,10.000000000000002,20,10.0,10.067526807274245,2,10.0,40.30271868092471,10,41.0,25.42489252127568,0,,41.00000000000001,12,41.0,2,0.7870000000000001,39230,664,0,0.0,6640.000000000001,False,-0.08978116242753546,0,0.7400000000000002,39991,596,0,0.0,5960.000000000001,False,-0.08077523691359874,4,2.1300000000000003,76080,0,1,0.1,40.30271868092471,False,0.040401276359839595,4,2.0490000000000004,76125,0,1,0.1,40.30271868092471,False,0.04101649271092306,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.2430000000000008,67209,0,16,1.0,406.7982803404109,False,-0.13678981829604703,0,3.053000000000001,99900,0,103,0.8,4223.000000000001,False,-0.03517889739054771,12,5.261000000000001,85456,476,0,0.0,12102.248840127224,False,-0.13452890429425984,0.25,562086,0.0,0.0,10,0,0,15,11,10.6,21,36,34,260.0,153.0,15,19,34,200,1.7655769999837503,135.634100294963
63,34,0,0,0,10.0,20,10.0,10.05439784714518,4,10.0,40.38286239996582,10,41.0,27.458755620211683,24,38.458333333333336,41.00000000000001,12,41.0,2,0.8050000000000002,39093,675,0,0.0,6750.0,False,-0.09153528568678204,2,0.76,39874,605,0,0.0,6050.0,False,-0.08231544270220549,0,2.126000000000001,76060,0,3,0.2,121.14858719989746,False,0.040680487984140326,9,2.1350000000000002,76197,0,2,0.2,80.76572479993165,False,0.042277433350194446,0,0.2,78095,0,0,0.0,0.0,False,0.0,8,2.323000000000001,67410,0,10,1.0,274.58755620211684,False,-0.1350625036417049,0,3.053000000000001,99900,0,103,0.0,4223.000000000001,False,-0.03517889739054771,12,5.369000000000001,84321,500,0,0.0,13729.377810105841,False,-0.13756902984883404,0.175,560950,0.0,0.0,11,0,0,13,13,12.688888888888888,25,38,34,258.0,101.0,16,18,34,961,1.9466468440368772,137.58074713899987
64,34,0,0,0,10.0,20,10.0,10.044734013083579,4,10.0,40.41990392699674,5,41.0,28.849568804073048,30,35.266666666666666,41.00000000000001,11,41.0,2,0.8230000000000002,38966,685,0,0.0,6850.0,False,-0.09318245021070871,2,0.7780000000000002,39747,615,0,0.0,6150.0,False,-0.08396260722613216,2,2.146000000000001,76181,0,2,0.2,80.83980785399348,False,0.04205919617098917,0,2.126,76177,0,4,0.2,161.67961570798695,False,0.042557109957672985,0,0.2,78095,0,0,0.0,0.0,False,0.0,20,2.5150000000000006,67483,0,5,0.5,144.24784402036525,False,-0.13496223929816012,0,3.0530000000000004,99042,16,113,1.0,5094.59310086517,False,-0.039172082450439474,11,5.467000000000001,83939,504,0,0.0,14540.182677252817,False,-0.13734769047274295,0.2375,559630,0.0,0.0,12,0,0,13,11,10.169230769230769,24,37,32,255.0,131.0,15,19,32,400,1.8824853000114672,139.46323243901134
65,32,0,0,0,10.0,20,10.0,10.037359600019235,4,10.0,40.37048784336621,10,40.0,29.55428092142872,31,33.0,41.000000000000014,11,41.0,2,0.8410000000000002,38839,695,0,0.0,6950.0,False,-0.09482961473463537,2,0.796,39620,625,0,0.0,6250.0,False,-0.08560977175005882,3,2.1740000000000004,76265,0,2,0.2,80.74097568673243,False,0.04320692443561916,1,2.136,76325,0,2,0.2,80.74097568673243,False,0.04402721290373045,0,0.2,78095,0,0,0.0,0.0,False,0.0,26,2.7550000000000003,67092,0,10,1.0,295.5428092142872,False,-0.13900030213704911,0,3.053000000000001,98019,37,123,1.0,6136.508394092864,False,-0.04392038099472778,11,5.566000000000002,83753,504,0,0.0,14895.357584400075,False,-0.13742725603465364,0.3,558008,0.0,0.0,11,0,0,16,14,12.638709677419355,19,35,32,245.0,112.0,15,17,32,200,1.9413060229853727,141.4045384619967
66,32,0,0,0,10.0,20,10.0,10.031575932992958,4,10.0,40.44328416750005,10,41.0,29.55428092142872,0,,41.00000000000001,11,41.0,2,0.8590000000000002,38712,705,0,0.0,7050.0,False,-0.09647677925856205,2,0.8140000000000003,39493,635,0,0.0,6350.0,False,-0.0872569362739855,0,2.1710000000000007,76245,0,4,0.2,161.7731366700002,False,0.043487409506254716,8,2.2150000000000007,76439,0,2,0.2,80.8865683350001,False,0.045586756226228736,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.7290000000000005,66682,0,20,1.0,591.0856184285744,False,-0.14235811755919991,0,3.0530000000000004,98019,27,133,1.0,6250.965584878576,False,-0.04337911499523046,11,5.665000000000001,83567,504,0,0.0,14895.357584400075,False,-0.13918643735328298,0.3,557252,0.0,0.0,11,0,0,10,12,11.6,30,40,29,246.0,106.0,17,15,29,200,1.7240462750196457,143.12858473701635
67,29,0,0,0,10.000000000000002,20,10.0,10.029075285119351,2,10.0,40.41652492480997,5,40.0,29.55428092142872,0,,41.00000000000001,11,41.0,2,0.8770000000000002,38585,715,0,0.0,7150.000000000001,False,-0.09812394378248872,0,0.812,39393,645,0,0.0,6450.000000000001,False,-0.08832652362718463,1,2.1810000000000005,76403,0,1,0.1,40.41652492480997,False,0.04481794056275072,0,2.2070000000000003,76429,0,3,0.1,121.2495747744299,False,0.04572595238754829,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.7290000000000005,66482,0,25,0.5,738.857023035718,False,-0.14397300068483432,0,3.053000000000001,98019,17,143,1.0,6365.4227756642895,False,-0.04283784899573314,11,5.764000000000002,83383,504,0,0.0,14895.357584400075,False,-0.14092670274375504,0.2125,556789,0.0,0.0,13,0,0,4,9,8.2,28,32,33,183.0,115.0,11,18,33,200,1.6709250719868578,144.7995098090032
68,33,0,0,0,10.0,20,10.0,10.024724127546921,4,10.0,40.45842686117139,15,40.666666666666664,28.707184303586864,13,18.0,41.00000000000001,10,41.0,2,0.8950000000000002,38418,729,0,0.0,7290.0,False,-0.10019894324769504,2,0.8320000000000003,39306,651,0,0.0,6510.0,False,-0.08954585320983165,9,2.2700000000000005,76475,0,2,0.2,80.91685372234278,False,0.046079136330045324,2,2.2270000000000003,76545,0,2,0.2,80.91685372234278,False,0.047036139542841825,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.7290000000000005,66106,5,22,1.0,833.850188984768,False,-0.14817945970302343,0,3.053000000000001,98019,7,153,1.0,6473.950290125109,False,-0.04232462432907522,10,5.8530000000000015,82991,517,0,0.0,14841.614284954409,False,-0.14488837576039945,0.3,555955,0.0,0.0,14,0,0,8,12,11.2,26,34,35,216.0,149.0,12,21,35,434,1.5048491969937459,146.30435900599696
69,35,0,0,0,10.0,20,10.0,10.022826352050432,2,10.0,40.49006418051792,5,41.0,28.01684679091409,10,17.0,41.00000000000001,10,41.0,1,0.9030000000000002,38345,735,0,0.0,7350.0,False,-0.10111878837144629,1,0.8400000000000001,39153,665,0,0.0,6650.0,False,-0.09132136821614222,0,2.2610000000000006,76465,0,3,0.1,121.47019254155376,False,0.04621963355350019,3,2.255000000000001,76644,0,1,0.1,40.49006418051792,False,0.04811326860469283,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.7290000000000005,66071,0,22,1.0,616.37062940011,False,-0.1500200356655349,0,3.053000000000001,97849,7,163,1.0,6879.117927536399,False,-0.04201644774221185,10,5.9430000000000005,82829,517,0,0.0,14484.709790902585,False,-0.148108360883267,0.275,555451,0.0,0.0,14,0,0,11,10,9.6,24,35,37,244.0,135.0,15,20,37,370,2.467345930985175,148.77170493698213
70,37,0,0,0,10.0,20,10.0,10.021892770874686,1,10.0,40.49120581166892,10,40.5,28.81052206025642,6,49.0,41.00000000000001,8,41.0,1,0.9120000000000004,38252,743,0,0.0,7430.0,False,-0.10225255096583738,0,0.8390000000000002,39033,677,0,0.0,6770.0,False,-0.09260487303998118,2,2.2810000000000006,76596,0,1,0.1,40.49120581166892,False,0.04745704563409444,4,2.2920000000000003,76716,0,0,0.0,0.0,False,0.04882083532709003,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.7290000000000005,65960,0,26,1.0,749.0735735666669,False,-0.15059175636361705,0,3.053000000000001,97555,3,173,1.0,7179.4315661807705,False,-0.04337691137802169,8,6.013000000000001,82717,517,0,0.0,14895.03990515257,False,-0.14722720911959325,0.2625,554924,0.0,0.0,11,0,0,17,8,7.2,19,36,35,243.0,135.0,16,21,35,494,1.9441788520198315,150.71588378900196
71,35,0,0,0,10.0,20,10.0,10.02006877471693,2,10.0,40.54880823718616,10,41.0,28.81052206025642,0,,41.00000000000001,7,41.0,1,0.921,38099,757,0,0.0,7570.0,False,-0.10402806597214795,1,0.8490000000000002,38960,683,0,0.0,6830.0,False,-0.09352471816373244,9,2.369000000000001,76678,0,1,0.1,40.54880823718616,False,0.04857850029555806,0,2.2880000000000007,76706,0,1,0.1,40.54880823718616,False,0.04896130158067666,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.7290000000000005,65550,0,36,1.0,1037.1787941692312,False,-0.15399719063852202,0,3.053000000000001,97555,0,176,0.3,7216.000000000001,False,-0.043203979911284295,7,6.075000000000001,82627,517,0,0.0,14895.03990515257,False,-0.14807842588667194,0.1875,554270,0.0,0.0,10,0,0,16,8,7.8,23,39,32,243.0,132.0,16,19,32,200,1.9353622120106593,152.65124600101262
72,32,0,0,0,10.0,20,10.0,10.018368373598728,2,10.0,40.59922312181616,10,41.0,31.36888493122494,40,40.5,41.0,10,41.0,2,0.9400000000000002,37982,766,0,0.0,7660.0,False,-0.1055682717607547,0,0.8480000000000003,38850,694,0,0.0,6940.0,False,-0.09470126425225148,0,2.3600000000000008,76668,0,2,0.1,81.19844624363232,False,0.048719655794952646,9,2.3780000000000006,76788,0,1,0.1,40.59922312181616,False,0.05008270710999949,0,0.2,78095,0,0,0.0,0.0,False,0.0,4,2.7690000000000006,66604,0,10,1.0,313.68884931224943,False,-0.14513292240660572,0,3.0530000000000004,96835,5,186,1.0,7782.844424656125,False,-0.04733311694462302,10,6.168000000000002,81567,542,0,0.0,17001.93563272392,False,-0.14814039575562557,0.275,553389,0.0,0.0,12,0,0,16,11,10.2,20,36,32,237.0,112.0,14,18,32,1640,1.804333460982889,154.4555794619955
73,32,0,0,0,10.0,20,10.0,10.017542616368356,1,10.0,40.56419974659203,5,40.0,32.29810228590372,24,38.666666666666664,41.0,6,41.0,1,0.9480000000000002,37859,777,0,0.0,7770.0,False,-0.10702291056110552,0,0.8480000000000003,38760,703,0,0.0,7030.0,False,-0.0956638928701307,3,2.3900000000000006,76772,0,0,0.0,0.0,False,0.049586437897327224,0,2.3690000000000007,76778,0,2,0.1,81.12839949318406,False,0.05022303916530981,0,0.2,78095,0,0,0.0,0.0,False,0.0,14,2.9050000000000007,66786,0,5,0.5,161.4905114295186,False,-0.14377687104533243,0,3.053000000000001,96107,15,196,1.0,8520.471534288556,False,-0.05073028944071017,6,6.218000000000001,81295,546,0,0.0,17634.76384810343,False,-0.14772032872051036,0.2,552452,0.0,0.0,12,0,0,14,6,5.475,19,33,34,237.0,113.0,14,18,34,600,1.7881251709768549,156.24370463297237
74,34,0,0,0,10.0,20,10.0,10.016708042571956,1,10.0,40.55681974883219,10,40.5,32.29810228590372,0,,40.99999999999999,8,41.0,1,0.9570000000000003,37746,787,0,0.0,7870.0,False,-0.10837059062613644,0,0.8480000000000003,38660,713,0,0.0,7130.0,False,-0.09673348022332984,5,2.437000000000001,76807,0,1,0.1,40.55681974883219,False,0.05034217526658577,3,2.3990000000000005,76882,0,0,0.0,0.0,False,0.05109030008886459,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.891000000000001,66381,0,15,1.0,484.47153428855574,False,-0.14689498985665825,0,3.0530000000000004,96107,5,206,1.0,8607.490511429516,False,-0.05031877826072994,8,6.292000000000002,81187,546,0,0.0,17634.76384810343,False,-0.14874178884100483,0.2625,551865,0.0,0.0,9,0,0,17,8,7.6,23,40,30,270.0,146.0,15,19,30,200,1.7692548280465417,158.0129594610189
75,30,0,0,0,10.0,20,10.0,10.015110552362806,2,10.0,40.550384342122285,10,40.5,32.902814263919986,6,50.0,40.999999999999986,12,41.0,1,0.9660000000000002,37633,797,0,0.0,7970.0,False,-0.10971827069116735,1,0.8580000000000003,38547,723,0,0.0,7230.0,False,-0.09808116028836075,4,2.472000000000001,76869,0,1,0.1,40.550384342122285,False,0.0511897626928848,5,2.4460000000000006,76917,0,1,0.1,40.550384342122285,False,0.05184599346737383,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.891000000000001,66276,0,19,1.0,625.1534710144797,False,-0.14733879588312637,0,3.053000000000001,96107,0,211,0.5,8650.999999999996,False,-0.050113022670739894,12,6.404000000000003,80677,552,0,0.0,18162.353473683834,False,-0.1510703886576131,0.2125,551121,0.0,0.0,12,0,0,16,10,9.8,21,37,33,189.0,111.0,13,17,33,500,1.7895210839924403,159.80248054501135
76,33,0,0,0,10.0,20,10.0,10.013033603158462,3,10.0,40.54475248837272,10,40.5,31.90505576061967,24,25.333333333333332,40.999999999999986,8,41.0,1,0.9750000000000001,37530,806,0,0.0,8060.0,False,-0.11095899202087835,2,0.8770000000000002,38410,734,0,0.0,7340.0,False,-0.09983528354760733,4,2.508000000000001,76921,0,2,0.2,81.08950497674545,False,0.0521777941416143,4,2.4810000000000008,76984,0,1,0.1,40.54475248837272,False,0.05276194375889246,0,0.2,78095,0,0,0.0,0.0,False,0.0,5,2.9410000000000007,66284,0,10,1.0,319.0505576061967,False,-0.14919616775974015,0,3.053000000000001,95927,0,221,1.0,9060.999999999996,False,-0.049876573568773584,8,6.472000000000002,80147,566,0,0.0,18058.261560510735,False,-0.15657535840713355,0.2875,550298,0.0,0.0,12,0,0,18,9,8.225,20,38,33,258.0,141.0,16,17,33,680,1.891176340985112,161.69365688599646
77,33,0,0,0,10.0,20,10.0,10.012402236312056,1,10.0,40.595046721031586,10,41.0,30.819806807540367,12,16.0,40.99999999999999,8,41.0,1,0.9840000000000002,37387,819,0,0.0,8190.0,False,-0.112627548291869,0,0.8750000000000004,38340,741,0,0.0,7410.0,False,-0.10058399469484673,8,2.5840000000000005,77055,0,0,0.0,0.0,False,0.05345546517191879,0,2.4770000000000003,76974,0,2,0.1,81.19009344206317,False,0.05290306988476362,0,0.2,78095,0,0,0.0,0.0,False,0.0,2,2.956000000000001,65988,0,10,1.0,308.1980680754037,False,-0.15305590583215695,0,3.053000000000001,95847,0,226,0.5,9265.999999999998,False,-0.049663769377003904,8,6.544000000000001,79925,573,0,0.0,17659.74930072063,False,-0.16055958375159302,0.2,549611,0.0,0.0,12,0,0,18,8,6.885714285714286,20,38,34,258.0,127.0,16,17,34,280,2.027082838001661,163.72073972399812
78,34,0,0,0,10.0,20,10.0,10.011768794468662,1,10.0,40.63932076901864,10,41.0,30.124102807517836,9,17.88888888888889,40.99999999999999,10,41.0,1,0.9930000000000003,37294,827,0,0.0,8270.0,False,-0.11376131088626008,0,0.8750000000000002,38220,753,0,0.0,7530.0,False,-0.10186749951868569,0,2.5760000000000005,77055,0,0,0.0,0.0,False,0.05345546517191879,8,2.5570000000000004,77098,0,1,0.1,40.63932076901864,False,0.05432113829222111,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.9540000000000006,65739,0,11,1.0,331.3651308826962,False,-0.15609600402789736,0,3.053000000000001,95830,0,227,0.1,9306.999999999998,False,-0.04963066650272862,10,6.636000000000002,79621,581,0,0.0,17502.103731167863,False,-0.16418030789849783,0.15000000000000002,548952,0.0,0.0,13,0,0,15,9,8.6,19,34,36,255.0,161.0,15,19,36,361,2.172638243995607,165.89337796799373
79,36,0,0,0,10.0,20,10.0,10.010569195301972,2,10.0,40.63932076901864,0,,31.126966315516086,8,50.0,40.99999999999999,20,41.0,2,1.0120000000000002,37137,840,0,0.0,8400.0,False,-0.11572935161614649,0,0.8750000000000002,38150,760,0,0.0,7600.0,False,-0.10261621066592509,0,2.576000000000001,77045,0,1,0.1,40.63932076901864,False,0.05359655014538948,0,2.549000000000001,77088,0,2,0.1,81.27864153803728,False,0.054462223265691605,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,2.9540000000000006,66139,0,3,0.0,93.38089894654826,False,-0.15249772137174886,0,3.053000000000001,95917,0,224,0.4,9183.999999999998,False,-0.04938948841872299,13,6.756000000000002,79179,585,0,0.0,18209.27529457691,False,-0.1650165263991785,0.07500000000000001,548750,0.0,0.0,15,0,0,12,9,9.0,25,37,27,240.0,123.0,15,21,27,887,1.929316226975061,167.8226941949688
80,27,0,0,0,10.0,20,10.0,10.009493947655729,2,10.0,40.65997381757121,5,41.0,31.50430278119345,36,33.0,40.99999999999999,12,41.0,1,1.0200000000000002,37034,849,0,0.0,8490.0,False,-0.11697007294585748,1,0.8850000000000002,38027,771,0,0.0,7710.0,False,-0.10407084946627591,4,2.616000000000001,77112,0,1,0.1,40.65997381757121,False,0.054512680113593254,0,2.5490000000000004,77078,0,3,0.1,121.97992145271364,False,0.05460373177560121,0,0.2,78095,0,0,0.0,0.0,False,0.0,33,3.2840000000000007,65835,0,5,0.5,157.52151390596725,False,-0.15597975853828056,0,3.0530000000000004,94729,26,234,1.0,10413.111872311028,False,-0.054813101775680544,12,6.863000000000001,78967,585,0,0.0,18430.01712699817,False,-0.16597773062300478,0.2125,546877,0.0,0.0,11,0,0,15,11,10.716666666666667,19,34,29,183.0,106.0,11,16,29,200,1.672860866994597,169.4955550619634
81,29,0,0,0,10.0,20,10.0,10.008986064727445,1,10.0,40.64191538702707,10,40.5,31.50430278119345,0,,40.999999999999986,10,41.0,1,1.0290000000000001,36951,856,0,0.0,8560.0,False,-0.11799687680492865,0,0.8840000000000001,37897,784,0,0.0,7840.0,False,-0.1054613130254348,4,2.6520000000000006,77179,0,1,0.1,40.64191538702707,False,0.055428545460298295,2,2.5690000000000004,77214,0,0,0.0,0.0,False,0.0556292296124137,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.251000000000001,65430,0,15,1.0,472.5645417179017,False,-0.1591487000338184,0,3.053000000000001,94729,16,244,1.0,10508.068844499092,False,-0.05436405195969443,10,6.951000000000003,78807,585,0,0.0,18430.01712699817,False,-0.16749100487558916,0.2625,546302,0.0,0.0,10,0,0,10,9,8.2,22,32,31,219.0,92.0,13,16,31,200,1.7318968560430221,171.2274519180064
