index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,23,0,0,0,10.000000000000002,20,10.0,22.55785919619581,22,19.59090909090909,11.487952531258822,0,,27.4450345973511,11,30.0,47.0,20,47.0,5,2.5990000000000006,26656,500,0,0.0,5000.000000000001,False,-0.17323124911385226,3,1.6880000000000004,44027,39,10,1.0,615.5785919619582,False,0.2571895447605551,0,0.40700000000000003,45748,96,194,1.0,4394.217273899009,False,-0.007614748888508219,0,6.401000000000002,15133.0,336,0,0.0,7579.440689921792,False,-0.6083306699033201,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69787,513,173,1.0,10641.310633877516,False,0.049165437181353897,13,4.623000000000001,73241,169,0,0.0,4638.2108469523355,False,-0.15975240282592165,7,4.617000000000001,76755,173,0,0.0,4747.99098534174,False,-0.12006543721870344,0.375,423403,0.0,0.0,11,0,0,11,11,10.6,25,36,16,196.0,21.0,16,7,16,866,1.4501928882673383,119.98944845423102
53,16,0,0,0,10.000000000000002,20,10.0,23.027280508472742,20,26.9,12.809597561094055,15,35.4,27.4450345973511,0,,47.0,20,47.0,0,2.594000000000001,26566,509,0,0.0,5090.000000000001,False,-0.17450730185736565,10,1.7850000000000004,44226,40,10,1.0,630.2728050847275,False,0.26304087345930416,0,0.40700000000000003,45733,106,190,1.0,4874.715270505981,False,-0.0029524634104072895,1,6.411000000000001,15111.0,336,0,0.0,7737.166250846842,False,-0.6071537034457926,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69256,518,183,1.0,11657.812867961971,False,0.04884766209394011,9,4.700000000000001,73104,169,0,0.0,4638.2108469523355,False,-0.1612758776830264,11,4.720000000000001,76560,173,0,0.0,4747.99098534174,False,-0.12223388683283061,0.375,422612,0.0,0.0,12,0,0,4,11,10.09090909090909,24,28,21,77.0,24.0,8,8,21,723,1.3008956713601947,121.29034412559122
54,21,0,0,0,10.000000000000002,20,10.0,23.669513704270496,24,28.125,12.809597561094055,0,,27.4450345973511,0,,47.00000000000001,20,47.0,7,2.6640000000000006,26390,519,0,0.0,5190.000000000001,False,-0.17808024953920318,7,1.8450000000000006,44546,40,10,1.0,636.695137042705,False,0.27220608446111866,0,0.40700000000000003,45688,99,200,1.0,4905.201368941591,False,-0.0035683835723139654,0,6.410000000000001,14481.0,357,0,0.0,8450.016392424568,False,-0.6128162565725108,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69256,508,193,1.0,11804.167238324542,False,0.04986986113821123,8,4.771000000000001,72982,169,0,0.0,4638.2108469523355,False,-0.16263254872365981,12,4.829000000000002,76323,173,0,0.0,4747.99098534174,False,-0.12486938713307748,0.375,421722,0.0,0.0,9,0,0,8,13,12.166666666666668,25,33,17,203.0,24.0,13,8,17,200,1.4787875693291426,122.76913169492036
55,17,0,0,0,10.000000000000002,20,10.0,23.811693027845887,2,36.0,12.809597561094055,0,,27.831201388873982,11,32.0,47.00000000000001,20,47.0,0,2.657000000000001,26270,531,0,0.0,5310.000000000001,False,-0.17978165319722103,0,1.838,44538,38,18,1.0,808.610474501226,False,0.27441670884022723,0,0.40700000000000003,45688,89,210,1.0,4809.256167308036,False,-0.0045613378665366,0,6.410000000000001,14409.0,359,0,0.0,8548.397796996673,False,-0.6132883716908837,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69608,498,192,1.0,11722.770252088645,False,0.05421837634861037,7,4.833000000000001,72759,173,0,0.0,4814.797840275199,False,-0.16413051931435185,13,4.947000000000002,75827,180,0,0.0,5009.616249997317,False,-0.12893036357673357,0.375,421155,0.0,0.0,12,0,0,7,8,8.0,23,30,19,115.0,18.0,11,6,19,624,1.39658925216645,124.16572094708681
56,19,0,0,0,10.000000000000002,20,10.0,23.82012904567728,24,23.875,13.005970346245354,6,21.0,29.521232860673464,7,57.714285714285715,47.000000000000014,20,47.0,5,2.7070000000000007,26150,537,0,0.0,5370.000000000001,False,-0.18233375868424784,1,1.8480000000000003,44899,42,10,1.0,658.2012904567729,False,0.28252093138319534,0,0.40700000000000003,45507,92,220,1.0,5052.765348376288,False,-0.005787620843496737,6,6.4700000000000015,13963.0,370,0,0.0,8813.447746900594,False,-0.6197767914753731,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69886,494,195,1.0,12181.58975887653,False,0.061306292666903225,8,4.9060000000000015,72391,177,0,0.0,5225.2582163392035,False,-0.16594056103719063,12,5.054000000000001,75433,183,0,0.0,5402.385613503244,False,-0.13112789619518686,0.375,420285,0.0,0.0,15,0,0,9,12,11.2,24,33,20,172.0,29.0,13,6,20,1077,2.565212747082114,126.73093369416893
57,20,0,0,0,10.000000000000002,20,10.0,23.82012904567728,0,,13.494515692576648,6,31.833333333333332,30.88616883193762,18,39.333333333333336,47.00000000000001,20,47.0,0,2.7020000000000013,26040,548,0,0.0,5480.000000000001,False,-0.18389337870409755,0,1.8470000000000002,44809,41,20,1.0,886.4025809135456,False,0.2832043468157316,0,0.40700000000000003,45697,82,225,1.0,4989.516612575283,False,-0.002509504558035233,1,6.474000000000002,13934.0,370,0,0.0,8813.447746900594,False,-0.6203770439953988,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70403,490,187,1.0,12388.026260934894,False,0.06997001076252225,7,4.968000000000001,71785,185,0,0.0,5713.94123390846,False,-0.16996229547678943,13,5.1720000000000015,74965,193,0,0.0,5961.0305845639605,False,-0.1332260381615775,0.375,419689,0.0,0.0,14,0,0,6,10,10.0,25,31,21,129.0,37.0,13,7,21,1098,1.5179032804444432,128.24883697461337
58,21,0,0,0,10.000000000000002,20,10.0,24.36170892229968,31,27.193548387096776,16.375233221769076,60,26.366666666666667,31.533058742391322,5,46.6,47.000000000000014,20,47.0,5,2.7520000000000007,25880,558,0,0.0,5580.000000000001,False,-0.18701261874379696,6,1.9070000000000003,45370,41,10,1.0,653.6170892229968,False,0.29581195362573376,0,0.40700000000000003,46834,90,185,1.0,5221.97194903425,False,0.023430256339228097,10,6.573000000000002,13200.0,383,0,0.0,9330.534517240778,False,-0.6302182174855548,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69054,540,192,1.0,14896.973218294435,False,0.06864958665065683,14,5.101000000000002,71236,190,0,0.0,5991.281161054351,False,-0.1745252698827127,6,5.219000000000001,74889,193,0,0.0,6085.8803372815255,False,-0.13337699699040584,0.375,418519,0.0,0.0,15,0,0,11,14,13.461538461538462,26,37,15,206.0,12.0,17,4,15,2413,1.6636670641601086,129.91250403877348
59,15,0,0,0,10.000000000000002,20,10.0,24.36170892229968,0,,15.883429749045172,20,9.95,31.533058742391322,0,,47.000000000000014,20,47.0,0,2.7470000000000008,25790,567,0,0.0,5670.000000000001,False,-0.18828867148731038,0,1.9010000000000002,45260,42,20,1.0,907.2341784459936,False,0.2962885889471998,0,0.40700000000000003,46834,80,195,1.0,5046.205514847783,False,0.021611217631359893,20,6.763000000000001,12602.0,383,0,0.0,9330.534517240778,False,-0.6425958384157393,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68855,550,202,1.0,15105.564227937892,False,0.06732667645372056,8,5.167000000000002,71109,190,0,0.0,5991.281161054351,False,-0.1759375421955032,12,5.333000000000001,74659,193,0,0.0,6085.8803372815255,False,-0.13593465550963274,0.375,417165,0.0,0.0,10,0,0,2,14,14.0,24,26,18,76.0,33.0,8,7,18,200,1.2100686812773347,131.1225727200508
60,18,0,0,0,10.000000000000002,20,10.0,24.523171422679102,19,26.0,15.82887672602864,1,3.0,33.332325178771946,13,48.46153846153846,47.000000000000014,20,47.0,0,2.7470000000000008,25700,576,0,0.0,5760.000000000001,False,-0.18956472423082377,0,1.9010000000000002,45644,43,11,1.0,699.7548856494702,False,0.3042358554607893,0,0.40700000000000003,46340,89,205,1.0,5427.481985454311,False,0.015332125778303113,1,6.753000000000002,12575.0,383,0,0.0,9392.374654886096,False,-0.6425146994092057,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69482,541,199,1.0,15196.55501935711,False,0.07672064465662629,11,5.269000000000002,70422,200,0,0.0,6666.465035754389,False,-0.179823048752561,9,5.411000000000001,74352,196,0,0.0,6533.135735039301,False,-0.1368617767106326,0.375,416571,0.0,0.0,13,0,0,6,11,11.0,23,29,20,121.0,46.0,10,8,20,1324,1.388391761109233,132.51096448116004
61,20,0,0,0,10.000000000000002,20,10.0,24.61121776802351,11,26.0,15.636405426694092,3,2.0,33.332325178771946,0,,47.000000000000014,20,47.0,0,2.747000000000001,25630,583,0,0.0,5830.000000000001,False,-0.19055720969800086,0,1.9010000000000002,45800,46,10,1.0,706.1121776802352,False,0.30874964097093766,0,0.40700000000000003,46340,79,215,1.0,5306.113370413087,False,0.014076059967432074,3,6.782000000000002,12205.0,394,0,0.0,9696.819800601263,False,-0.6470223355970313,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69476,534,209,1.0,15316.296460217982,False,0.07747315513925498,11,5.368000000000002,70210,200,0,0.0,6666.465035754389,False,-0.18218054269202233,9,5.492000000000002,74205,196,0,0.0,6533.135735039301,False,-0.13849645411205153,0.375,415922,0.0,0.0,11,0,0,4,10,10.0,23,27,20,145.0,73.0,10,10,20,486,1.4255226645618677,133.9364871457219
62,20,0,0,0,10.000000000000002,20,10.0,24.39743448950639,39,23.487179487179485,15.57160081818915,1,3.0,33.332325178771946,0,,47.00000000000002,20,47.0,8,2.8270000000000004,25444,592,0,0.0,5920.000000000001,False,-0.19455550829434284,21,2.111,46000,47,10,1.0,713.974344895064,False,0.31453245916482436,0,0.40700000000000003,45424,108,225,1.0,6138.533108959249,False,0.00373122253802549,1,6.7890000000000015,12178.0,394,0,0.0,9612.589188865519,False,-0.6484529092701187,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69473,525,219,1.0,15474.86964370036,False,0.07853878892901302,13,5.487,69947,200,0,0.0,6666.465035754389,False,-0.18510516960748616,7,5.553000000000002,74100,196,0,0.0,6533.135735039301,False,-0.13966408082735077,0.375,414622,0.0,0.0,9,0,0,8,13,12.333333333333332,23,31,25,174.0,54.0,13,7,25,200,1.4030399583280087,135.33952710404992
63,25,0,0,0,10.0,20,10.0,23.63169713135625,10,9.5,15.427534771688476,3,7.0,33.588732786710914,20,35.0,47.00000000000003,20,47.0,5,2.869000000000001,25344,596,0,0.0,5960.0,False,-0.19682404650503332,0,2.0900000000000003,45885,53,15,1.0,884.4754569703438,False,0.3136888622851319,0,0.40700000000000003,45329,108,235,1.0,6177.693961533267,False,0.0021701608421466965,3,6.818000000000001,12109.0,394,0,0.0,9310.888669754362,False,-0.6530034496951714,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70152,518,209,1.0,15011.50816415721,False,0.0847873118690089,10,5.5740000000000025,69777,200,0,0.0,6717.746557342182,False,-0.1867104810769845,10,5.646,73219,216,0,0.0,7255.166281929557,False,-0.14544644328709405,0.375,413871,0.0,0.0,11,0,0,8,11,11.0,24,32,24,171.0,82.0,14,11,24,945,1.7614796636626124,137.10100676771253
64,24,0,0,0,10.0,20,10.0,23.829990194150152,16,26.0,15.124858019476447,13,11.384615384615385,33.588732786710914,0,,47.00000000000002,20,47.0,0,2.864000000000001,25234,607,0,0.0,6070.0,False,-0.19838366652488304,1,2.1000000000000005,46189,52,10,1.0,758.2999019415015,False,0.32052034456176803,0,0.40700000000000003,44973,114,240,1.0,6346.584806807465,False,-0.0034505743091148328,8,6.895000000000001,11957.0,394,0,0.0,9389.01613649516,False,-0.6553410455105751,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70004,521,219,1.0,15235.983508436919,False,0.08428775429147979,14,5.704000000000002,69484,200,0,0.0,6717.746557342182,False,-0.189968715625391,6,5.696000000000001,73139,216,0,0.0,7255.166281929557,False,-0.14633606364160776,0.375,413036,0.0,0.0,9,0,0,7,10,9.0625,27,34,26,205.0,57.0,15,9,26,260,1.5519624929875135,138.65296926070005
65,26,0,0,0,10.0,20,10.0,22.6970479140132,17,11.235294117647058,14.679342742833676,23,11.652173913043478,34.79169541124843,4,70.0,47.00000000000002,20,47.0,8,2.944000000000001,25031,616,0,0.0,6160.0,False,-0.20286402949099674,0,2.0990000000000006,46195,53,11,1.0,779.6675270541452,False,0.3209934428903182,0,0.40700000000000003,45008,120,245,1.0,6320.084721675835,False,-0.0030003858001382533,18,7.067000000000002,11303.0,395,0,0.0,8965.333926035215,False,-0.6732625387987166,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70016,534,225,1.0,15666.90049220408,False,0.08746508138378004,8,5.770000000000001,69078,204,0,0.0,7097.50586389468,False,-0.1923720288687661,12,5.810000000000001,72896,216,0,0.0,7515.006208829662,False,-0.1475935424191576,0.375,411583,0.0,0.0,14,0,0,8,17,17.0,27,35,24,195.0,71.0,17,9,24,786,1.5700571155175567,140.2230263762176
66,24,0,0,0,10.0,20,10.0,23.66888985197905,16,34.0,15.233879894405675,45,17.22222222222222,34.79169541124843,0,,47.00000000000002,20,47.0,0,2.936000000000001,24941,625,0,0.0,6250.0,False,-0.20414008223451013,5,2.1490000000000005,46519,54,10,1.0,776.6888985197904,False,0.33013879056457945,0,0.40700000000000003,45758,110,225,1.0,6031.200859958972,False,0.009533674786899751,15,7.199000000000002,10239.0,411,0,0.0,9727.913729163389,False,-0.687393520075721,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69241,569,235,1.0,16844.12608156021,False,0.08486147176593993,6,5.822000000000002,69004,204,0,0.0,7097.50586389468,False,-0.19319492769669128,14,5.938000000000001,72587,216,0,0.0,7515.006208829662,False,-0.1510297010384668,0.375,410345,0.0,0.0,12,0,0,10,12,11.3125,26,36,16,245.0,28.0,19,5,16,950,1.619049453176558,141.84207582939416
67,16,0,0,0,10.000000000000002,20,10.0,24.105647786209914,27,26.814814814814813,15.12113703710745,16,13.812500000000002,35.27957125977807,3,53.0,47.000000000000014,20,47.0,5,2.986000000000001,24726,640,0,0.0,6400.000000000001,False,-0.2081100241032185,12,2.2640000000000007,46866,49,10,1.0,731.0564778620992,False,0.3393315819915228,0,0.40700000000000003,45534,118,230,1.0,6322.327957307483,False,0.007910168663791146,11,7.294000000000001,9590.0,420,0,0.0,10124.372070208165,False,-0.6967237382256518,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69179,575,242,1.0,17232.310041203076,False,0.0867066410655632,8,5.896000000000002,68884,204,0,0.0,7197.032536994727,False,-0.19397597726466914,12,6.044000000000001,72192,219,0,0.0,7726.226105891398,False,-0.1542477920407257,0.375,409027,0.0,0.0,11,0,0,7,14,13.23076923076923,19,26,14,112.0,21.0,9,7,14,544,1.1811815416440368,143.0232573710382
68,14,0,0,0,10.0,20,10.0,23.987396853467562,24,23.125,14.85065849643461,6,6.666666666666667,35.57933469256968,10,38.6,47.000000000000014,20,47.0,8,3.061000000000001,24523,649,0,0.0,6490.0,False,-0.2125903870693322,6,2.3120000000000007,47104,50,10,1.0,739.8739685346757,False,0.34620550075903417,0,0.40700000000000003,45459,116,240,1.0,6346.696074146544,False,0.006609981517878672,6,7.343000000000003,8956.0,436,0,0.0,10458.505028111857,False,-0.7063884976288798,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69525,571,242,1.0,17089.924997066024,False,0.09054537769644376,9,5.978000000000001,68461,208,0,0.0,7400.501616054494,False,-0.1975485309251245,11,6.142000000000002,71879,225,0,0.0,8005.3503058281785,False,-0.15617646561712864,0.375,407963,0.0,0.0,13,0,0,7,15,14.375,23,30,15,74.0,15.0,9,5,15,586,1.2472329875454307,144.27049035858363
69,15,0,0,0,10.0,20,10.0,24.02066185625142,2,27.0,14.85065849643461,0,,37.16131063828514,8,56.875,47.000000000000014,20,47.0,0,3.0530000000000013,24423,659,0,0.0,6590.0,False,-0.21400822345101375,0,2.306000000000001,47058,50,18,1.0,932.3719134125256,False,0.34763039718435457,0,0.40700000000000003,45405,108,250,1.0,6306.896104583806,False,0.005080372824951956,0,7.337000000000002,8956.0,436,0,0.0,10473.008569325619,False,-0.7062383978502099,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69980,561,244,1.0,17398.57921224139,False,0.0990569593524152,12,6.089000000000002,67770,216,0,0.0,8026.84309786959,False,-0.20175008841786804,8,6.211000000000001,71752,225,0,0.0,8361.294893614157,False,-0.1556096407400854,0.375,407400,0.0,0.0,12,0,0,5,10,10.0,24,29,22,114.0,35.0,9,6,22,709,1.303598428145051,145.57408878672868
70,22,0,0,0,10.0,20,10.0,24.02066185625142,0,,15.089422164988257,19,17.210526315789473,38.107206022684295,3,68.66666666666667,47.000000000000014,20,47.0,0,3.0530000000000013,24293,672,0,0.0,6720.0,False,-0.21585141074719977,0,2.306000000000001,46988,47,28,1.0,1142.5785319750398,False,0.3486258121646823,0,0.40700000000000003,45405,98,260,1.0,6277.274624809586,False,0.0047738147580319345,19,7.527000000000001,8629.0,436,0,0.0,10473.008569325619,False,-0.7130067624725683,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69859,570,251,1.0,18165.879345737063,False,0.10272587127547249,13,6.207000000000001,67296,219,0,0.0,8345.478118967862,False,-0.20524943776567484,7,6.273000000000002,71650,225,0,0.0,8574.121355103965,False,-0.15556056449133748,0.375,406176,0.0,0.0,12,0,0,7,12,12.0,27,34,19,196.0,36.0,15,7,19,406,1.4890469703823328,147.063135757111
71,19,0,0,0,10.0,20,10.0,24.02066185625142,0,,15.089422164988257,0,,39.39738732851098,10,51.0,47.000000000000014,20,47.0,0,3.053000000000001,24183,683,0,0.0,6830.0,False,-0.21741103076704948,0,2.3060000000000005,46898,46,38,1.0,1372.7851505375538,False,0.3493376598686737,0,0.40700000000000003,45405,88,270,1.0,6187.962227896955,False,0.003849504562922628,0,7.508000000000001,8629.0,436,0,0.0,10473.008569325619,False,-0.7130067624725683,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70369,560,251,1.0,18338.82063184968,False,0.1110578632721245,13,6.3240000000000025,67026,219,0,0.0,8628.027824943905,False,-0.20668089415217003,7,6.336000000000001,71038,235,0,0.0,9258.38602220008,False,-0.15856156160509707,0.375,405604,0.0,0.0,11,0,0,8,10,10.0,16,24,13,176.0,36.0,14,5,13,710,1.4273510053753853,148.4904867624864
72,13,0,0,0,10.0,20,10.0,23.542111950393835,24,20.291666666666668,17.102084262543396,18,36.0,39.73391243995598,1,70.0,47.000000000000014,20,47.0,5,3.1030000000000006,24083,687,0,0.0,6870.0,False,-0.21967956897773996,0,2.306000000000001,47175,52,29,1.0,1202.7212465614211,False,0.35478124552050777,0,0.40700000000000003,45566,102,262,1.0,6882.04149572654,False,0.014365093201897479,0,7.508000000000001,8629.0,436,0,0.0,10264.360810371712,False,-0.7151660959744612,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69791,568,260,1.0,20044.801095513205,False,0.11489915275963304,13,6.441000000000002,66689,220,0,0.0,8741.460736790315,False,-0.20979771847524453,7,6.399000000000001,70940,235,0,0.0,9337.469423389655,False,-0.15921163276811132,0.375,404929,0.0,0.0,13,0,0,4,9,9.0,13,17,20,94.0,12.0,9,4,20,1355,1.1950356774032116,149.6855224398896
73,20,0,0,0,10.0,20,10.0,23.98982539740109,35,26.142857142857142,18.03910241709673,33,22.818181818181817,39.73391243995598,0,,47.000000000000014,20,47.0,5,3.148000000000001,23948,694,0,0.0,6940.0,False,-0.22251524174110307,1,2.3160000000000007,47893,55,10,1.0,789.8982539740109,False,0.36928822138060413,0,0.40700000000000003,45851,112,242,1.0,7052.3232294463305,False,0.022026403136281517,3,7.538000000000001,8092.0,451,0,0.0,10819.411254227893,False,-0.7205367990579359,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69038,591,270,1.0,21389.26588729228,False,0.1137709245075451,7,6.498000000000001,66588,220,0,0.0,8741.460736790315,False,-0.21092086417281808,13,6.522000000000002,70671,235,0,0.0,9337.469423389655,False,-0.16220298121016366,0.375,404137,0.0,0.0,10,0,0,5,13,12.066666666666666,18,23,25,161.0,45.0,13,7,25,1400,1.520715955644846,151.20623839553446
74,25,0,0,0,10.0,20,10.0,24.113539909910884,12,26.0,17.702292445532837,10,11.6,37.88768508358312,8,19.0,47.00000000000001,20,47.0,0,3.1430000000000007,23848,704,0,0.0,7040.0,False,-0.22393307812278462,2,2.335000000000001,48061,55,10,1.0,791.1353990991088,False,0.3740696923167319,0,0.40700000000000003,45539,114,252,1.0,7209.921246004116,False,0.017199524413761474,10,7.6350000000000025,7881.0,451,0,0.0,10875.206499369808,False,-0.72432671848809,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69074,591,272,1.0,20767.505178044517,False,0.10993116987515031,8,6.5710000000000015,66467,220,0,0.0,8335.290718388287,False,-0.214524771932543,12,6.629000000000002,70297,243,0,0.0,9206.707475310699,False,-0.16708900943380842,0.375,403223,0.0,0.0,9,0,0,7,11,10.166666666666668,18,25,27,182.0,87.0,15,10,27,352,1.5148913841694593,152.72112977970392
75,27,0,0,0,10.0,20,10.0,23.087053403238823,13,9.23076923076923,16.554838645164633,17,4.9411764705882355,38.804692980888106,11,45.54545454545455,47.00000000000001,20,47.0,8,3.2230000000000016,23635,714,0,0.0,7140.0,False,-0.2285552247270665,0,2.3330000000000006,48006,55,15,1.0,896.3058010485823,False,0.37400121651848267,0,0.40700000000000003,45432,117,261,1.0,7021.998134566911,False,0.01303994923278318,16,7.785000000000002,7367.0,451,0,0.0,10412.26108486071,False,-0.7397567830101555,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69491,598,271,1.0,20415.86530762913,False,0.11330017117134951,12,6.683000000000001,65833,229,0,0.0,8886.274692623376,False,-0.2185114722514991,8,6.697000000000002,70071,245,0,0.0,9507.149780317586,False,-0.16793168949848994,0.375,401891,0.0,0.0,16,0,0,10,15,15.0,7,17,25,187.0,71.0,17,10,25,759,1.5349597604945302,154.25608954019845
76,25,0,0,0,10.0,20,10.0,24.113835890660003,16,35.0,17.138468970513607,5,37.0,37.81086397425065,15,32.333333333333336,47.00000000000001,20,47.0,0,3.215000000000001,23535,724,0,0.0,7240.0,False,-0.22997306110874804,1,2.343000000000001,48444,55,10,1.0,791.1383589066,False,0.3849303609656401,0,0.40700000000000003,45617,107,266,1.0,7139.0131864572395,False,0.018080156339466052,0,7.769000000000001,6807.0,467,0,0.0,11261.161360938222,False,-0.7425624432250303,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69791,593,266,1.0,20220.80191666524,False,0.1161284147948347,10,6.771000000000001,65367,234,0,0.0,8847.742169974652,False,-0.2239077565444106,10,6.789000000000002,69705,255,0,0.0,9641.770313433915,False,-0.17125319533041655,0.375,401322,0.0,0.0,12,0,0,13,10,9.125,5,18,23,233.0,39.0,18,7,23,1142,1.697288990020752,155.9533785302192
77,23,0,0,0,10.0,20,10.0,23.62655576804962,23,20.08695652173913,18.674241563008597,31,26.483870967741936,39.54321699109997,5,70.0,47.00000000000001,20,47.0,5,3.2650000000000006,23360,735,0,0.0,7350.0,False,-0.23337586842478378,8,2.422000000000001,48583,54,10,1.0,776.2655576804962,False,0.388661074119956,0,0.40700000000000003,45935,120,256,1.0,7615.792532296155,False,0.029596511625195627,11,7.879000000000001,6478.0,467,0,0.0,11033.601543679173,False,-0.7517272623964651,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69320,614,271,1.0,22182.196124275368,False,0.12324828270293457,10,6.8610000000000015,64836,239,0,0.0,9450.828860872893,False,-0.22645937292399923,10,6.879000000000001,69541,255,0,0.0,10083.520332730492,False,-0.17062073075233808,0.375,400109,0.0,0.0,11,0,0,10,15,14.333333333333332,8,18,25,243.0,23.0,18,5,25,1330,2.4551213989034295,158.40849992912263
78,25,0,0,0,10.0,20,10.0,23.958524079236827,19,26.94736842105263,18.674241563008597,0,,44.7953870225925,35,57.34285714285714,47.0,20,47.0,5,3.310000000000001,23220,743,0,0.0,7430.0,False,-0.23621154118814688,4,2.4540000000000006,48837,56,10,1.0,799.5852407923683,False,0.39619431789015125,0,0.40700000000000003,45885,115,266,1.0,7722.5785248725215,False,0.029666741093210058,0,7.868000000000002,6016.0,481,0,0.0,11524.050082112914,False,-0.7562141651096712,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71327,604,246,1.0,22298.90711161495,False,0.15209886511436932,8,6.931000000000002,63895,252,0,0.0,11288.43752969331,False,-0.2267061943726325,12,6.989000000000002,68112,277,0,0.0,12408.322205258122,False,-0.17358538017226316,0.375,399348,0.0,0.0,14,0,0,11,11,10.285714285714285,6,17,24,182.0,32.0,17,8,24,2207,1.8394110668450594,160.2479109959677
