index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,32,0,0,0,10.0,8,10.0,27.065675653078326,44,24.886363636363637,25.56087249429925,51,25.0,36.873061975638535,3,38.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,20,1.8130000000000004,45270,23,10,1.0,500.65675653078324,False,0.26046210273759174,51,7.712000000000003,22216.0,346,0,0.0,9364.723775965102,False,-0.4842314410188957,0,0.6860000000000002,54503,34,28,1.0,1635.937402045042,False,0.06076408768642668,0,0.9470000000000003,73771,0,16,0.9,589.9689916102166,False,0.020952009701501264,0,0.2,68454,343,152,1.0,14372.0846858417,False,0.04264938580929129,8,1.5850000000000002,95470,0,0,0.0,0.0,False,0.016774056126524307,9,4.466000000000001,65644,407,0,0.0,15007.336224084884,False,-0.22096311718363654,0.4875,461850,0.0,0.0,9,0,0,13,13,12.8,25,38,32,203.0,89.0,15,17,32,926,2.2999533860129304,177.3300321349525
53,32,0,0,0,10.0,12,10.0,27.065675653078326,0,,26.016172056021198,25,30.4,35.92365736244364,39,32.333333333333336,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.7930000000000004,45150,25,20,1.0,791.3135130615665,False,0.26116344787425333,10,7.761000000000003,21986.0,346,0,0.0,9364.723775965102,False,-0.4886416266301858,0,0.686,55118,24,23,1.0,1247.9481729623674,False,0.06883674809175454,0,0.9470000000000003,74075,0,6,0.5,215.54194417466186,False,0.02256183624303648,0,0.2,68651,353,138,1.0,14141.173451792705,False,0.04377342273724748,12,1.697,95198,0,0,0.0,0.0,False,0.013877203258959477,8,4.537000000000002,64239,446,0,0.0,16021.951183649864,False,-0.23052371700489985,0.4375,460939,0.0,0.0,15,0,0,21,12,12.0,21,42,30,267.0,60.0,22,10,30,1996,2.2692806359846145,179.5993127709371
54,30,0,0,0,10.0,8,10.0,27.065675653078326,0,,26.037498609077364,24,26.25,36.218601874042754,16,39.3125,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.7930000000000004,45070,23,30,1.0,1041.9702695923497,False,0.26241859486061286,14,7.891000000000003,21625.0,346,0,0.0,9364.723775965102,False,-0.4955637005679063,0,0.6860000000000002,55548,14,23,1.0,977.781927151876,False,0.07449169664779762,5,0.9970000000000003,73989,0,9,0.9,325.9674168663848,False,0.022137453594039586,0,0.2,68496,358,143,1.0,14500.68457003781,False,0.04411466221457984,12,1.8050000000000002,94921,0,0,0.0,0.0,False,0.010927099419564407,8,4.609000000000001,63463,462,0,0.0,16732.994065807754,False,-0.23500189538416447,0.4875,459634,0.0,0.0,7,0,0,14,16,15.454545454545455,22,36,34,189.0,68.0,17,13,34,710,1.9745802690158598,181.57389303995296
55,34,0,0,0,10.000000000000002,11,10.0,27.3314912577267,11,32.0,26.632318499094065,35,30.65714285714286,36.454827488683506,24,38.083333333333336,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.7930000000000004,45312,24,29,1.0,1032.6132464740745,False,0.2689900488241967,16,8.037000000000003,20951.0,357,0,0.0,9757.342379008433,False,-0.5047232859812814,0,0.6860000000000002,56290,4,14,1.0,482.1784240182237,False,0.08396780971025289,14,1.1320000000000001,73439,8,10,1.0,577.6068228795876,False,0.01629040073111941,0,0.2,68119,365,152,1.0,15261.930030449226,False,0.04416459922290158,9,1.8830000000000005,94741,0,0,0.0,0.0,False,0.009010064433675915,11,4.711000000000001,62306,486,0,0.0,17717.046159500183,False,-0.24208399723361096,0.5,457680,0.0,0.0,13,0,0,17,17,16.75,21,38,30,229.0,115.0,15,19,30,1518,2.3153038489981554,183.88919688895112
56,30,0,0,0,10.000000000000004,11,10.0,27.243104617454865,1,11.0,27.381287583696857,23,35.34782608695652,36.70289368962096,1,79.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.7930000000000004,45213,25,38,1.0,1285.2379754632848,False,0.2697463307230338,5,8.071,20845.0,358,0,0.0,9753.031453048841,False,-0.5067971367056984,4,0.7260000000000002,56892,0,4,0.4,109.52515033478743,False,0.09193823008067555,0,1.118,73070,7,20,1.0,925.7268868782971,False,0.013603278518996807,0,0.2,67754,369,161,1.0,16012.861002413112,False,0.04430885922320403,13,2.0040000000000004,94421,0,0,0.0,0.0,False,0.0056020022365408165,7,4.770000000000001,62112,487,0,0.0,17874.309226845406,False,-0.24331269382371057,0.425,456829,0.0,0.0,9,0,0,13,11,10.444444444444445,23,36,42,206.0,98.0,15,15,42,569,2.148620547959581,186.0378174369107
57,42,0,0,0,10.000000000000002,8,10.0,27.657010178256353,17,31.705882352941178,28.752029254091276,33,38.75757575757576,36.323864268733374,17,32.88235294117647,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.7930000000000004,45672,23,31,1.0,1087.367315525947,False,0.27971655473674956,5,8.116,20222.0,374,0,0.0,10343.721806667876,False,-0.513079826213109,24,0.9620000000000002,57073,0,1,0.1,28.752029254091276,False,0.09463445341745366,0,1.1180000000000003,72852,11,18,1.0,970.1018786322047,False,0.010904128957021815,0,0.2,67252,378,166,1.0,16898.028526656242,False,0.04348984455832329,8,2.0710000000000006,94283,0,0,0.0,0.0,False,0.004132275414026306,12,4.883000000000001,61273,504,0,0.0,18307.22759144162,False,-0.24994287453303357,0.3875,455149,0.0,0.0,9,0,0,19,14,13.714285714285715,20,39,41,292.0,157.0,18,24,41,1178,2.136633247951977,188.17445068486268
58,41,0,0,0,10.0,9,10.0,27.69705404758035,2,31.0,28.312365995964917,14,20.571428571428573,39.07828992561054,41,49.4390243902439,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.7930000000000004,45644,22,39,1.0,1300.1851078556338,False,0.2818877043231937,14,8.251000000000001,19884.0,376,0,0.0,10414.092321890212,False,-0.5188862141251513,0,0.9380000000000002,57073,0,1,0.0,28.312365995964917,False,0.0946302382075085,0,1.1180000000000003,73298,5,14,1.0,688.6578889383721,False,0.015112190120326288,0,0.2,68545,378,149,1.0,16524.73954539071,False,0.0587402444338124,7,2.1330000000000005,94172,0,0,0.0,0.0,False,0.002950103839395069,13,5.001000000000001,58922,545,0,0.0,21297.668009457746,False,-0.2590570956416329,0.375,454060,0.0,0.0,10,0,0,19,14,14.0,22,41,38,280.0,174.0,21,20,38,2179,2.254332627984695,190.42878331284737
59,38,0,0,0,10.0,11,10.0,27.029885763357832,42,24.642857142857142,28.312365995964917,0,,39.26138889589846,7,43.857142857142854,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,3,1.8230000000000004,46494,23,10,1.0,500.29885763357834,False,0.2943498208123384,0,8.237000000000002,19884.0,376,0,0.0,10163.237047022545,False,-0.5212912539593636,0,0.9380000000000002,56038,32,11,1.0,1176.3923703830646,False,0.08579145929574193,0,1.1180000000000003,73605,0,12,0.5,471.13666675078156,False,0.017844792729790535,0,0.2,68545,368,159,1.0,16661.511520962944,False,0.05968290133820562,7,2.1960000000000006,93745,0,7,0.7,378.0,False,0.00041535758027584,13,5.118000000000001,58610,545,0,0.0,21397.456948264662,False,-0.26184857048690197,0.525,453443,0.0,0.0,8,0,0,18,13,12.120000000000001,19,37,34,276.0,142.0,18,20,34,927,2.9208606150350533,193.34964392788243
60,34,0,0,0,10.0,10,10.0,27.029885763357832,0,,28.34024236947444,19,28.68421052631579,40.59821247702718,7,72.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.8200000000000003,46394,23,20,1.0,770.5977152671567,False,0.295323111747067,4,8.277000000000003,19808.0,376,0,0.0,10163.237047022545,False,-0.5227485326830942,4,0.9780000000000002,56387,22,10,1.0,878.0599104886167,False,0.08962321589285761,0,1.118,73543,0,18,0.9,730.7678245864893,False,0.018779586914416238,0,0.2,68566,368,165,1.0,17127.914250676076,False,0.06318690383119734,1,2.1990000000000007,93991,0,2,0.2,108.00000000000001,False,0.001597529154907077,12,5.225000000000001,57944,550,0,0.0,22329.01686236495,False,-0.2639809528602963,0.5125,453155,0.0,0.0,17,0,0,15,10,9.133333333333335,20,35,35,206.0,88.0,14,20,35,1219,1.826376964978408,195.17602089286083
61,35,0,0,0,10.0,10,10.0,27.281267128828446,16,30.0,28.110335179543064,4,15.0,40.050190856224816,11,32.36363636363637,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.8200000000000003,46774,23,14,1.0,611.9377398035982,False,0.3036486921942128,4,8.313000000000002,19252.0,392,0,0.0,10694.25671450075,False,-0.5283186002981597,0,0.9740000000000002,56387,12,20,1.0,889.5819091368026,False,0.08973368144210005,0,1.1180000000000003,73839,0,11,0.4,440.55209941847295,False,0.020859538082171843,0,0.2,68566,358,175,1.0,17072.28339411576,False,0.06280348602345921,6,2.258000000000001,93647,1,10,1.0,580.050190856225,False,0.00044757543456102353,12,5.333000000000002,57667,550,0,0.0,22027.60497092365,False,-0.26853610431373526,0.55,452654,0.0,0.0,9,0,0,15,12,11.5,22,37,34,214.0,83.0,16,19,34,990,2.118746891967021,197.29476778482785
62,34,0,0,0,10.0,11,10.0,27.281267128828446,0,,27.867123088692843,9,22.22222222222222,41.68509596081537,7,76.42857142857143,54.00000000000001,12,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.8200000000000003,46664,24,24,1.0,894.7504110918827,False,0.30451833653281113,0,8.309000000000001,19252.0,392,0,0.0,10694.25671450075,False,-0.5283186002981597,0,0.974,56587,2,21,1.0,639.7721191202066,False,0.09117360905737268,0,1.1180000000000003,74154,0,10,0.4,416.8509596081537,False,0.025038258205884244,0,0.2,68586,353,183,1.0,17465.467011137785,False,0.06578906494595001,0,2.2520000000000007,93647,0,11,0.1,594.0000000000001,False,0.0005218595239363118,12,5.441000000000002,56853,557,0,0.0,23218.59845017416,False,-0.2708632065063414,0.4375,452265,0.0,0.0,11,0,0,16,6,6.0,22,38,29,269.0,76.0,19,15,29,845,1.9571424720343202,199.25191025686217
63,29,0,0,0,10.0,7,10.0,27.649271227802146,16,31.5625,27.873570317126738,10,28.0,44.046486583426656,21,59.80952380952381,54.000000000000014,13,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.8200000000000003,47099,21,18,1.0,707.6868821004387,False,0.31397362355458314,5,8.359000000000002,18652.0,408,0,0.0,11280.902660943275,False,-0.5341990464321285,0,0.9740000000000002,56792,0,18,0.2,501.7242657082813,False,0.0937809121961601,9,1.2080000000000002,74619,0,5,0.5,220.23243291713328,False,0.03009285441593705,0,0.2,68665,348,191,1.0,18112.881407794594,False,0.07134012494000083,0,2.2520000000000007,92545,9,21,1.0,1530.4183792508402,False,-0.006228135793967589,13,5.559000000000002,56373,559,0,0.0,24621.9860001355,False,-0.2685021247130544,0.4625,451267,0.0,0.0,7,0,0,15,9,8.473684210526315,23,38,25,217.0,101.0,16,13,25,934,1.6996443169773556,200.95155457383953
64,25,0,0,0,10.0,13,10.0,27.838018480916446,10,31.0,27.870374759861036,34,27.852941176470587,44.76238895006042,12,53.416666666666664,54.00000000000001,10,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.8200000000000003,47279,24,18,1.0,741.084332656496,False,0.3194202294491955,29,8.644,17933.0,418,0,0.0,11636.291725023075,False,-0.5445784272413036,0,0.9740000000000002,56997,0,13,0.0,362.31487187819346,False,0.09637516175677048,0,1.1990000000000003,74414,0,10,0.5,447.6238895006042,False,0.02883428369241995,0,0.2,68564,367,189,1.0,18688.51904843042,False,0.07391530234906427,0,2.2520000000000007,92040,9,31,1.0,2076.861500550544,False,-0.008696621222905605,10,5.646000000000002,56036,561,0,0.0,25111.700200983894,False,-0.2694834645029879,0.4375,449785,0.0,0.0,12,0,0,13,7,7.0,23,36,29,201.0,82.0,12,13,29,1286,1.6252286729868501,202.57678324682638
65,29,0,0,0,10.0,9,10.0,28.19877680784046,32,30.0,27.29088836928106,36,24.11111111111111,44.72267826103193,5,43.6,54.00000000000001,6,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,14,1.9600000000000002,47799,23,10,1.0,511.9877680784046,False,0.3306472250107769,31,8.925,16857.0,434,0,0.0,12238.26913460276,False,-0.5594390518618388,0,0.9740000000000002,56587,6,18,1.0,660.4286514941018,False,0.09137165067009995,0,1.1990000000000003,74477,0,7,0.0,313.0587478272235,False,0.02877525120494046,0,0.2,67851,393,197,1.0,19535.686746550746,False,0.06992588665502407,0,2.2520000000000007,91977,2,41,1.0,2303.4453565220642,False,-0.008161002414814017,6,5.6960000000000015,55791,563,0,0.0,25178.867860960978,False,-0.27173508780573524,0.5,447861,0.0,0.0,9,0,0,9,7,6.875,17,26,20,281.0,50.0,17,12,20,858,1.595372874988243,204.17215612181462
66,20,0,0,0,10.0,11,10.0,28.19877680784046,0,,27.60456931607526,15,32.0,44.61751287842871,3,40.0,54.000000000000014,9,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.9460000000000002,47689,24,20,1.0,803.9755361568092,False,0.33164389898871366,5,8.944,16757.0,434,0,0.0,12238.26913460276,False,-0.5613565238667476,0,0.974,56997,0,14,0.6,386.4639704250536,False,0.09660668785880751,0,1.1990000000000003,74392,0,9,0.5,401.5576159058584,False,0.028213530834958884,0,0.2,67576,393,207,1.0,20084.42090705232,False,0.06991716226292505,0,2.2520000000000007,91857,0,46,0.5,2484.0000000000005,False,-0.008477554715373556,9,5.780000000000001,55616,563,0,0.0,25119.659750555365,False,-0.27391416076172664,0.45,447406,0.0,0.0,8,0,0,3,6,6.0,14,17,23,75.0,57.0,6,14,23,640,1.2938667010166682,205.4660228228313
67,23,0,0,0,10.0,7,10.0,28.426525194323208,11,32.0,26.547494944973014,26,18.307692307692307,42.57748244018632,11,20.09090909090909,54.00000000000002,12,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.9460000000000002,47971,21,19,1.0,750.1039786921409,False,0.3387066508652067,26,9.199000000000002,15850.0,445,0,0.0,12649.803711473827,False,-0.5748024648002587,0,0.9740000000000002,56997,0,14,0.0,371.6649292296222,False,0.09646480412284879,0,1.1990000000000003,74193,11,12,1.0,802.952233676939,False,0.028236927147443996,0,0.2,67520,388,213,1.0,19369.43179840922,False,0.06421740549726522,0,2.2520000000000007,91636,1,56,1.0,3066.577482440188,False,-0.007728965959634758,12,5.891000000000003,55343,563,0,0.0,23971.1226138249,False,-0.2829377356950588,0.5,446032,0.0,0.0,8,0,0,8,8,8.0,15,23,28,190.0,48.0,12,11,28,643,1.55896287196083,207.02498569479212
68,28,0,0,0,10.0,10,10.0,28.76791452844811,19,31.736842105263158,27.590051655597357,16,41.0,42.42215302114248,13,41.0,54.000000000000014,11,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.9460000000000002,48474,21,10,1.0,497.6791452844811,False,0.3491399338938428,0,9.173000000000002,15402.0,459,0,0.0,13204.472768557682,False,-0.5780749274375127,2,0.9940000000000002,57430,0,5,0.5,137.9502582779868,False,0.10252675121067248,0,1.1990000000000003,74054,12,14,1.0,924.9907621631629,False,0.02716201280679264,0,0.2,67536,383,218,1.0,19815.019142702848,False,0.06750902284552465,0,2.252000000000001,91636,0,57,0.1,3078.000000000001,False,-0.00766813994355397,11,5.9890000000000025,54562,576,0,0.0,24435.160140178068,False,-0.2887844925705411,0.45,445616,0.0,0.0,11,0,0,9,8,7.181818181818182,14,23,27,207.0,75.0,13,15,27,1441,1.5890380559721962,208.61402375076432
69,27,0,0,0,10.0,11,10.0,28.443685260582694,22,26.0,27.904701487492936,19,31.210526315789473,44.49337028584846,16,59.875,54.00000000000001,10,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,12,2.0660000000000007,48636,22,10,1.0,504.4368526058269,False,0.35371928964675503,4,9.213000000000001,15326.0,459,0,0.0,13055.651534607456,False,-0.5809590089104208,10,1.0920000000000003,57019,12,10,1.0,620.3712380019217,False,0.09927108488650414,2,1.2190000000000003,74916,2,10,1.0,500.74310583347045,False,0.0361201382973112,0,0.2,66943,392,228,1.0,21083.131408270678,False,0.0680749552578411,0,2.2520000000000007,90678,6,67,1.0,3884.9602217150914,False,-0.013573884542760015,10,6.078000000000001,54366,576,0,0.0,25628.181284648712,False,-0.2845189771305782,0.625,444406,0.0,0.0,8,0,0,7,9,7.767676767676768,6,13,28,229.0,87.0,13,14,28,857,1.7399839319987223,210.35400768276304
70,28,0,0,0,10.0,5,10.0,28.443685260582694,0,,27.904701487492936,0,,44.617133904625554,34,45.05882352941177,54.00000000000001,9,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.0540000000000003,48586,17,20,1.0,738.8737052116538,False,0.3555805740877727,0,9.209000000000001,15326.0,459,0,0.0,13055.651534607456,False,-0.5809590089104208,0,1.0820000000000003,57019,2,20,1.0,614.9814002710241,False,0.09921941057170405,10,1.3170000000000004,75112,0,2,0.2,89.23426780925111,False,0.03598567989833522,0,0.2,67751,382,224,1.0,20653.833962858425,False,0.07625392139372551,0,2.2520000000000007,89870,20,77,1.0,5050.342678092512,False,-0.015973466754925676,9,6.158000000000002,53461,586,0,0.0,26145.640468110574,False,-0.29140188259166855,0.525,443647,0.0,0.0,7,0,0,10,8,7.375,7,17,32,187.0,44.0,17,11,32,858,2.045478660031222,212.39948634279426
71,32,0,0,0,10.0,9,10.0,28.819953697509536,20,32.0,27.91467544984897,23,28.0,46.45233670934932,12,67.83333333333333,54.00000000000001,12,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.0540000000000003,49136,16,10,1.0,448.1995369750954,False,0.36678572765375056,23,9.439000000000002,14868.0,469,0,0.0,13516.558284131972,False,-0.5853221517474693,0,1.0820000000000003,56699,2,30,1.0,895.0801708904883,False,0.09576890791235707,3,1.3370000000000002,75353,0,0,0.0,0.0,False,0.038692691533647613,0,0.2,67536,395,227,1.0,21570.97723571264,False,0.07961139990979954,0,2.2520000000000007,89516,16,87,1.0,5441.23738734959,False,-0.01766208324538263,12,6.269000000000002,52721,592,0,0.0,27499.783331934796,False,-0.2920720840729815,0.5,442351,0.0,0.0,9,0,0,8,9,8.6,11,19,31,297.0,63.0,19,13,31,1159,2.0462560759624466,214.4457424187567
72,31,0,0,0,10.0,7,10.0,28.940981551407525,10,31.0,27.457428121599005,25,23.84,47.22781353682936,9,59.0,54.000000000000014,12,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.0540000000000003,49376,13,10,1.0,419.40981551407526,False,0.3730327548251936,25,9.666000000000002,14096.0,479,0,0.0,13862.730163124204,False,-0.5968061611910933,0,1.0820000000000003,56699,0,32,0.2,878.6376998911682,False,0.09561126802319347,0,1.3340000000000003,75293,0,4,0.4,188.91125414731744,False,0.039167640215500024,0,0.2,67531,406,228,1.0,21915.65730376629,False,0.08191807476474436,0,2.2520000000000007,89453,9,97,1.0,5663.050321831466,False,-0.017151870057876058,12,6.377000000000002,51979,598,0,0.0,28242.232495023956,False,-0.2960209143456842,0.44999999999999996,440949,0.0,0.0,7,0,0,6,9,9.0,7,13,34,211.0,83.0,13,18,34,911,1.931301198026631,216.37704361678334
73,34,0,0,0,10.0,10,10.0,28.940981551407525,0,,27.712646048531806,18,30.555555555555557,46.21100225436527,6,24.0,54.00000000000001,11,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.0540000000000003,49276,13,20,1.0,708.8196310281505,False,0.3742706378555152,8,9.721000000000002,13924.0,479,0,0.0,13862.730163124204,False,-0.6001042130395363,0,1.0820000000000003,57129,0,22,0.0,609.6782130676997,False,0.1012777862121079,2,1.3540000000000003,75066,0,9,0.9,415.8990202892874,False,0.037603031320054,0,0.2,67256,405,238,1.0,22221.840186194313,False,0.0802376436067758,0,2.2520000000000007,89453,0,106,0.9,5724.000000000001,False,-0.016827307098354546,11,6.475000000000001,51596,604,0,0.0,27911.445361636623,False,-0.3018614124200616,0.475,440222,0.0,0.0,9,0,0,10,8,7.333333333333334,8,18,25,284.0,109.0,18,16,25,530,2.1098610729677603,218.4869046897511
74,25,0,0,0,10.0,8,10.0,29.07181491573658,11,31.0,27.195427738404895,19,21.842105263157894,47.769907235877696,10,67.0,54.00000000000001,11,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.0540000000000003,49537,11,19,1.0,662.364483398995,False,0.38085457832695074,14,9.853000000000002,13563.0,479,0,0.0,13925.399344637823,False,-0.6064254549716422,0,1.0820000000000003,57003,1,27,1.0,763.3483638526687,False,0.10033506254652426,0,1.352,75066,0,9,0.0,429.92916512289924,False,0.037699729586213475,0,0.2,67511,414,238,1.0,22628.145005838516,False,0.08655298021833395,0,2.2520000000000007,89453,0,106,0.0,5724.000000000001,False,-0.016827307098354546,11,6.5740000000000025,50679,614,0,0.0,29330.723042828904,False,-0.30406984907168166,0.375,439334,0.0,0.0,7,0,0,7,10,10.0,6,13,24,181.0,81.0,13,12,24,1306,1.5079806909780018,219.9948853807291
75,24,0,0,0,10.0,11,10.0,29.229969257592845,32,30.0,28.181427517540175,20,37.75,47.79046016830812,7,48.142857142857146,54.0,11,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,13,2.184,50062,12,10,1.0,412.2996925759285,False,0.3919297182889727,0,9.839000000000002,13083.0,495,0,0.0,14468.834782508458,False,-0.6104192094022429,0,1.0820000000000003,57278,7,17,1.0,683.6940526013329,False,0.10484443600054968,0,1.3520000000000003,74493,5,17,1.0,953.3449604489389,False,0.03340876795721986,0,0.2,67666,409,243,1.0,23139.285675572806,False,0.09221242849759334,0,2.2520000000000007,89116,0,113,0.7,6102.0,False,-0.018403535864529526,11,6.673000000000001,50434,614,0,0.0,29343.342543341187,False,-0.30661194662473407,0.5875,438654,0.0,0.0,10,0,0,10,7,6.8125,6,16,20,216.0,69.0,16,8,20,1682,1.6455430190544575,221.64042839978356
76,20,0,0,0,10.0,11,10.0,29.229969257592845,0,,29.252830271371835,22,38.63636363636363,47.79046016830812,0,,53.99999999999999,12,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.1710000000000003,49952,13,20,1.0,714.599385151857,False,0.39306916133842634,2,9.859000000000004,13044.0,495,0,0.0,14468.834782508458,False,-0.6111670234841573,3,1.1120000000000003,57996,0,7,0.7,204.76981189960284,False,0.11402026587570568,0,1.3520000000000003,73673,15,27,1.0,1729.134878614897,False,0.027452477590872607,0,0.2,67636,401,253,1.0,23821.37136140206,False,0.09649995424559636,0,2.252000000000001,89116,0,113,0.0,6101.999999999999,False,-0.018403535864529526,12,6.782000000000003,50163,614,0,0.0,29343.342543341187,False,-0.30949814929793285,0.4625,438102,0.0,0.0,7,0,0,9,9,8.2,5,14,28,218.0,48.0,14,6,28,315,1.6155097159789875,223.25593811576255
77,28,0,0,0,10.0,9,10.0,29.384699647084346,10,32.0,29.252830271371835,0,,48.82319443279687,6,68.5,53.99999999999999,11,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.1710000000000007,50182,12,20,1.0,707.6939929416869,False,0.39934227713548326,0,9.857000000000003,13044.0,495,0,0.0,14545.426325306751,False,-0.6104327127885149,0,1.1090000000000002,57676,0,17,1.0,497.2981146133212,False,0.11068892961548286,0,1.3520000000000003,74084,5,31,1.0,1659.7831787735622,False,0.032639864215625695,0,0.2,67636,391,263,1.0,24278.35677193196,False,0.09964957938364592,0,2.2520000000000007,89095,0,114,0.1,6155.999999999999,False,-0.018339634698333246,11,6.880000000000002,49529,619,0,0.0,30221.557353901262,False,-0.3115737933122037,0.5125,437768,0.0,0.0,7,0,0,10,6,6.0,5,15,21,238.0,61.0,15,13,21,821,2.6475494650076143,225.90348758077016
78,21,0,0,0,10.0,12,10.0,29.530615952110953,16,31.0,28.6184685538855,9,15.0,47.894846496779465,14,40.714285714285715,53.999999999999986,8,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,2.1710000000000003,50558,14,14,1.0,553.4286233295534,False,0.40761794073391977,9,9.947000000000003,12535.0,505,0,0.0,14912.961055816031,False,-0.6166689575105841,0,1.1090000000000002,57490,0,23,0.6,658.2247767393665,False,0.10866529353370313,0,1.352,74377,0,31,0.9,1484.7402414001633,False,0.035472253752103285,0,0.2,67778,386,268,1.0,23882.5477229367,False,0.09887897143148275,0,2.2520000000000007,89032,0,117,0.3,6317.999999999998,False,-0.018147931199744394,8,6.9490000000000025,48873,630,0,0.0,30173.75329297106,False,-0.3188148820865272,0.475,437165,0.0,0.0,14,0,0,10,7,7.0,2,12,29,174.0,54.0,12,9,29,1186,1.6015929100103676,227.50508049078053
