index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,29,0,0,0,10.000000000000002,20,10.0,7.612641700275219,31,5.935483870967742,35.33174941991116,11,26.727272727272727,41.01097037208641,0,,58.00000000000001,8,58.0,26,3.2230000000000016,37414,535,0,0.0,5350.000000000001,False,-0.21925331567569672,5,4.480000000000001,36514,565,0,0.0,5650.000000000001,False,-0.2338598165423491,0,0.281,81133,15,216,1.0,7745.847500204939,False,0.08651819152194584,0,0.2,83195,0,204,0.9,7207.676881661877,False,0.10943464653336575,0,0.7670000000000001,102991,1,29,1.0,1224.6498902104172,False,0.014197575647364352,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,4.9060000000000015,115348,296,0,0.0,12139.247230137578,False,-0.11991342759860547,0,3.386000000000001,128785,0,25,0.0,1450.0000000000002,False,-0.06125644203796725,0.3625,687533,0.0,0.0,8,0,0,12,7,7.0,16,28,31,245.0,87.0,15,14,31,494,1.7456154800020158,126.09847498097224
55,31,0,0,0,10.000000000000002,20,10.0,7.58911818997044,1,4.0,36.09988567091319,5,50.0,42.33503867967527,5,70.0,58.00000000000001,11,58.0,1,3.2070000000000007,37262,548,0,0.0,5480.000000000001,False,-0.2209476697762284,0,4.475000000000001,36444,572,0,0.0,5720.000000000001,False,-0.23454145324945955,0,0.281,81133,5,226,1.0,8196.519752576232,False,0.08939836492053772,0,0.2,83441,0,200,0.1,7219.977134182638,False,0.11265754779824534,0,0.7670000000000001,103091,0,30,0.6,1270.0511603902582,False,0.015398721331680205,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,5.008000000000002,115110,296,0,0.0,12531.171449183881,False,-0.12021813610663921,0,3.386000000000001,128435,0,30,0.5,1740.0000000000002,False,-0.06274236922028689,0.275,687069,0.0,0.0,8,0,0,13,5,5.0,13,26,36,199.0,93.0,14,17,36,800,1.7644419329590164,127.86291691393126
56,36,0,0,0,10.000000000000002,20,10.0,7.670652716998184,16,8.375,36.17468725202903,9,36.888888888888886,42.51205132358517,5,46.0,58.00000000000001,11,58.0,6,3.266000000000001,36990,560,0,0.0,5600.000000000001,False,-0.2250764406878688,10,4.575000000000001,36194,580,0,0.0,5800.000000000001,False,-0.23863127349212224,0,0.281,81145,0,232,1.0,8392.527442470735,False,0.09080439844620031,0,0.2,83627,1,205,1.0,7423.481539382949,False,0.11633550327455647,0,0.7670000000000001,102989,0,34,0.9,1445.4097450018958,False,0.015258532519856996,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,5.107000000000002,114872,296,0,0.0,12583.56719178121,False,-0.12175336801059279,0,3.386000000000001,128205,0,35,0.5,2030.0000000000002,False,-0.06335848536905357,0.425,686175,0.0,0.0,10,0,0,12,7,7.0,16,28,39,212.0,146.0,15,21,39,762,1.7618855540058576,129.62480246793712
57,39,0,0,0,10.000000000000002,20,10.0,7.803066358348022,7,10.428571428571429,36.05445692489118,5,34.0,42.85012805291393,10,46.0,58.000000000000014,7,58.0,2,3.2800000000000007,36839,571,0,0.0,5710.000000000001,False,-0.22694607279880033,5,4.615000000000001,36034,589,0,0.0,5890.000000000001,False,-0.24087093695834225,0,0.281,81246,0,233,0.6,8400.688463499644,False,0.09214750350537247,0,0.2,83623,0,207,0.2,7463.272583452474,False,0.11653867469006007,0,0.7670000000000001,103279,0,29,0.5,1242.653713534504,False,0.017104997961560106,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,5.166000000000001,114765,296,0,0.0,12683.637903662524,False,-0.12216627197663646,0,3.386000000000001,127745,0,45,1.0,2610.0000000000005,False,-0.06459071766658693,0.2875,685684,0.0,0.0,9,0,0,18,5,5.0,17,35,39,273.0,114.0,21,18,39,830,2.706191590987146,132.33099405892426
58,39,0,0,0,10.000000000000002,20,10.0,8.189985321936414,17,11.176470588235293,35.64921679126767,20,34.0,44.237402344786084,5,70.0,58.000000000000014,13,58.0,1,3.2880000000000007,36726,580,0,0.0,5800.000000000001,False,-0.22827039554404346,16,4.770000000000001,35595,600,0,0.0,6000.000000000001,False,-0.2483494654020683,0,0.281,81811,0,223,1.0,7949.775344452691,False,0.09648743781364766,0,0.2,83548,0,214,0.7,7628.932393331281,False,0.11663875399958641,0,0.7670000000000001,102949,10,34,1.0,1860.5638476354036,False,0.01689898411028265,0,0.2,102153,0,0,0.0,0.0,False,0.0,13,5.289000000000001,114121,301,0,0.0,13315.458105780612,False,-0.12454440709410405,0,3.386000000000001,127745,0,45,0.0,2610.0000000000005,False,-0.06459071766658693,0.3375,684648,0.0,0.0,8,0,0,18,8,8.0,15,33,39,263.0,138.0,20,19,39,1230,1.8752248929813504,134.2062189519056
59,39,0,0,0,10.000000000000002,20,10.0,7.419948129910966,16,1.0,36.498563215433684,5,52.0,44.237402344786084,0,,58.00000000000001,9,58.0,16,3.4470000000000005,36098,592,0,0.0,5920.000000000001,False,-0.23933238553372155,0,4.7540000000000004,35515,608,0,0.0,6080.000000000001,False,-0.2491284787816231,0,0.281,81811,0,223,0.0,8139.1795970417115,False,0.09769788972635528,0,0.2,83792,6,219,1.0,8037.705032959442,False,0.12236988274703424,0,0.7670000000000001,102689,5,44,1.0,2128.938519247756,False,0.01566737403330176,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,5.366000000000001,113947,301,0,0.0,13315.458105780612,False,-0.12580563309275586,0,3.386000000000001,127745,0,45,0.0,2610.0000000000005,False,-0.06459071766658693,0.25,683750,0.0,0.0,8,0,0,11,7,7.0,17,28,42,236.0,176.0,15,24,42,460,1.8719579729950055,136.07817692490062
60,42,0,0,0,10.000000000000002,20,10.0,7.646644137874607,24,8.916666666666666,36.23999195784775,10,34.0,45.51402839215454,5,68.0,58.000000000000014,7,58.0,7,3.5010000000000012,35816,602,0,0.0,6020.000000000001,False,-0.24385066313513934,17,4.924000000000001,35062,618,0,0.0,6180.000000000001,False,-0.25697703858063764,0,0.281,81660,6,233,1.0,8489.797991005773,False,0.09800860201059448,0,0.2,84069,4,219,1.0,7967.144815320155,False,0.12545946812454561,0,0.7670000000000001,102689,5,49,1.0,2411.387351004811,False,0.017049853411083445,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,5.4270000000000005,113842,301,0,0.0,13699.722546038518,False,-0.12517406170570483,0,3.386000000000001,127405,0,50,0.5,2900.000000000001,False,-0.0660041605961105,0.4375,682696,0.0,0.0,9,0,0,17,7,7.0,15,32,44,296.0,140.0,20,22,44,880,2.083581052022055,138.16175797692267
61,44,0,0,0,10.000000000000002,20,10.0,7.250428708591934,10,1.6,36.23999195784775,0,,47.64878513177272,8,70.0,58.00000000000001,9,58.0,10,3.594000000000001,35462,610,0,0.0,6100.000000000001,False,-0.24996591816464447,0,4.907000000000001,34942,630,0,0.0,6300.000000000001,False,-0.2581455586499698,0,0.281,81644,6,243,1.0,8849.820618008554,False,0.10010494151110443,0,0.2,84069,0,223,0.4,8081.518206600048,False,0.12619040995053518,0,0.7670000000000001,103249,0,46,0.5,2191.8441160615453,False,0.02145724607236962,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,5.510000000000002,113669,301,0,0.0,14342.28432466359,False,-0.12409925875912912,0,3.386000000000001,126845,0,58,0.8,3364.0000000000005,False,-0.06838164408782192,0.3375,682033,0.0,0.0,7,0,0,19,5,5.0,15,34,43,321.0,184.0,21,23,43,760,1.8906128500238992,140.05237082694657
62,43,0,0,0,10.000000000000002,20,10.0,7.168748397411544,25,6.72,35.43793988804523,4,18.0,49.62272802535161,8,70.0,58.00000000000001,11,58.0,12,3.704000000000001,35036,618,0,0.0,6180.000000000001,False,-0.25748339727734826,13,5.037000000000002,34592,642,0,0.0,6420.000000000001,False,-0.2637934056517421,0,0.281,81642,4,249,1.0,8852.722025712908,False,0.10009792058561098,0,0.2,83975,7,233,1.0,8307.22123269642,False,0.12643136388599005,0,0.7670000000000001,103737,0,42,0.4,2084.1545770647676,False,0.02570729482768379,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,5.611000000000001,112865,309,0,0.0,15333.422959833648,False,-0.12633489551455251,0,3.386000000000001,126845,0,58,0.0,3364.0000000000005,False,-0.06838164408782192,0.3,680845,0.0,0.0,9,0,0,19,9,9.0,15,34,47,269.0,142.0,21,22,47,832,2.451134432980325,142.5035052599269
63,47,0,0,0,10.0,20,10.0,7.416820111663726,21,9.142857142857142,35.43793988804523,0,,50.06276230787218,2,68.0,58.00000000000001,13,58.0,6,3.7520000000000007,34746,632,0,0.0,6320.0,False,-0.2617679708648996,15,5.174000000000001,34237,648,0,0.0,6480.0,False,-0.2701228893606248,0,0.281,81575,0,259,1.0,9178.426431003714,False,0.10132307240182858,0,0.2,83850,12,243,1.0,8700.421234134956,False,0.12734653191031714,0,0.7670000000000001,103873,0,40,0.0,2002.510492314887,False,0.026639014479823774,0,0.2,102153,0,0,0.0,0.0,False,0.0,13,5.730000000000001,112405,311,0,0.0,15569.519077748248,False,-0.12881350860841748,0,3.386000000000001,126845,0,58,0.0,3364.0000000000005,False,-0.06838164408782192,0.25,679684,0.0,0.0,7,0,0,21,9,9.0,17,38,36,364.0,184.0,24,23,36,336,2.1285864129895344,144.63209167291643
64,36,0,0,0,10.0,20,10.0,7.080818486151325,19,4.421052631578948,33.710840430597756,9,18.0,50.06276230787218,0,,58.0,10,58.0,14,3.8860000000000006,34201,645,0,0.0,6450.0,False,-0.27111613141955715,5,5.209000000000001,34097,655,0,0.0,6550.0,False,-0.27216779948195613,0,0.281,81605,0,259,0.5,8731.107671524818,False,0.09884778091903323,0,0.2,83898,16,249,1.0,8507.292362997263,False,0.1267257970205737,0,0.7670000000000001,103711,0,49,0.9,2453.075353085737,False,0.027258501233863582,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,5.817000000000002,112213,311,0,0.0,15569.519077748248,False,-0.13020520626210222,0,3.386000000000001,126845,0,58,0.0,3364.0,False,-0.06838164408782192,0.3,678723,0.0,0.0,8,0,0,17,7,7.0,13,30,31,256.0,126.0,18,18,31,362,1.830901335051749,146.46299300796818
65,31,0,0,0,10.0,20,10.0,6.50324409959285,18,1.6111111111111112,34.76457025756444,5,52.0,50.06276230787218,0,,58.0,13,58.0,18,4.0520000000000005,33541,656,0,0.0,6560.0,False,-0.28289870878532336,0,5.2040000000000015,34007,664,0,0.0,6640.0,False,-0.27304418953395526,0,0.281,81595,0,269,1.0,9351.669399284836,False,0.10268587368690546,0,0.2,84139,14,254,1.0,8921.246262815668,False,0.13245169333445597,0,0.7670000000000001,103451,0,54,0.5,2703.3891646250977,False,0.02593849013061332,0,0.2,102153,0,0,0.0,0.0,False,0.0,13,5.937,111887,311,0,0.0,15569.519077748248,False,-0.13256819290325442,0,3.386000000000001,126845,0,58,0.0,3364.0,False,-0.06838164408782192,0.3125,677618,0.0,0.0,8,0,0,15,7,7.0,15,30,30,250.0,89.0,16,15,30,460,1.6043785650399514,148.06737157300813
66,30,0,0,0,10.0,20,10.0,6.765790891959373,14,9.642857142857142,34.76457025756444,0,,46.7914826105127,10,22.2,58.0,10,58.0,3,4.064,33326,670,0,0.0,6700.0,False,-0.28572263228620953,11,5.314000000000001,33793,670,0,0.0,6700.0,False,-0.2766276510799073,0,0.281,81463,1,279,1.0,9706.08089275244,False,0.10326367890353956,0,0.2,84136,7,264,1.0,9225.207084240728,False,0.13435591270269018,0,0.7670000000000001,103673,0,44,0.0,2058.825234862559,False,0.024956806138158292,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,6.024000000000001,111467,321,0,0.0,15020.065917974578,False,-0.13760386660732174,0,3.386000000000001,126845,0,58,0.0,3364.0,False,-0.06838164408782192,0.25,676856,0.0,0.0,8,0,0,17,5,5.0,14,31,31,254.0,68.0,17,13,31,422,1.6588352109538391,149.72620678396197
67,31,0,0,0,10.000000000000002,20,10.0,7.753695922787395,40,11.475,34.76457025756444,0,,46.7914826105127,0,,58.00000000000001,12,58.0,1,4.071000000000001,33191,681,0,0.0,6810.000000000001,False,-0.28728065904531913,39,5.6930000000000005,32458,679,0,0.0,6790.000000000001,False,-0.3017508325705494,0,0.281,81216,12,289,1.0,10140.005155509574,False,0.10287974459341213,0,0.2,83924,16,274,1.0,9649.551385337256,False,0.13435811307525375,0,0.7670000000000001,103673,0,44,0.0,2058.825234862559,False,0.024956806138158292,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,6.134000000000002,111183,321,0,0.0,15020.065917974578,False,-0.1396624193867304,0,3.386000000000001,126845,0,58,0.0,3364.0000000000005,False,-0.06838164408782192,0.25,674643,0.0,0.0,7,0,0,18,11,11.0,14,32,32,228.0,80.0,18,13,32,200,2.0592466090456583,151.78545339300763
68,32,0,0,0,10.0,20,10.0,7.987514084595016,10,12.0,32.21633910631286,14,18.0,48.090124892675775,5,68.0,58.00000000000001,6,58.0,0,4.07,33081,692,0,0.0,6920.0,False,-0.28835180244220693,10,5.754000000000002,32198,688,0,0.0,6880.0,False,-0.3059380294856564,0,0.281,81408,7,285,1.0,9237.56924389133,False,0.09956650461988151,0,0.2,83864,11,284,1.0,9237.302961123396,False,0.1309565995700462,0,0.7670000000000001,103761,4,49,1.0,2485.2814761663644,False,0.027905599816776604,0,0.2,102153,0,0,0.0,0.0,False,0.0,6,6.182,110777,326,0,0.0,15677.380715012303,False,-0.14022303145449685,0,3.386000000000001,126845,0,58,0.0,3364.0000000000005,False,-0.06838164408782192,0.375,674087,0.0,0.0,11,0,0,16,3,3.0,12,28,29,250.0,91.0,15,17,29,792,1.6624693329795264,153.44792272598715
69,29,0,0,0,10.0,20,10.0,7.797913294611557,5,1.6,32.64221287011441,26,34.0,47.456098386521646,32,46.0,58.00000000000001,9,58.0,5,4.120000000000001,32874,700,0,0.0,7000.0,False,-0.29160418330184823,0,5.744000000000001,32078,700,0,0.0,7000.0,False,-0.3071065495549886,0,0.281,81948,1,279,1.0,9114.975304056532,False,0.10568513174109782,0,0.2,84200,2,284,1.0,9285.984281701716,False,0.1355623572075981,0,0.7670000000000001,104349,20,27,1.0,1934.1589138383729,False,0.030964136705913612,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,6.266,110604,326,0,0.0,15470.688074006057,False,-0.1422261071099584,0,3.386000000000001,125373,22,68,1.0,4988.034164503477,False,-0.07316548095293786,0.5,673579,0.0,0.0,10,0,0,8,5,5.0,10,18,34,175.0,103.0,12,17,34,2556,1.6256928510265425,155.0736155770137
70,34,0,0,0,10.0,20,10.0,7.930152597697982,15,9.266666666666667,33.48478478659645,5,50.0,47.456098386521646,0,,58.0,9,58.0,5,4.165000000000001,32672,708,0,0.0,7080.0,False,-0.2947591874890451,10,5.844000000000001,31788,712,0,0.0,7120.0,False,-0.3115858764874287,0,0.281,81885,0,286,0.7,9576.648448966585,False,0.10783036446289217,0,0.2,84374,1,289,1.0,9685.03295592407,False,0.14033662433326993,0,0.7670000000000001,104099,15,37,1.0,2258.1474121002475,False,0.03010262749062805,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,6.3469999999999995,110429,326,0,0.0,15470.688074006057,False,-0.1434945815338898,0,3.386000000000001,125373,12,78,1.0,5093.47318063826,False,-0.07278334753793374,0.4625,672773,0.0,0.0,8,0,0,13,8,8.0,14,27,39,262.0,124.0,21,13,39,450,1.8718416890478693,156.94545726606157
71,39,0,0,0,10.0,20,10.0,7.95268484751245,8,8.375,34.329947933892704,5,50.0,47.456098386521646,0,,58.00000000000001,12,58.0,3,4.19,32457,722,0,0.0,7220.0,False,-0.29758311098993123,5,5.884000000000001,31658,718,0,0.0,7180.0,False,-0.3135334099363157,0,0.281,81881,0,288,0.2,9887.025004961099,False,0.10976280407582788,0,0.2,84561,0,291,0.7,9990.014848762778,False,0.14467588767950443,0,0.7670000000000001,103849,10,47,1.0,2573.7361035054446,False,0.029200004422314806,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,6.438000000000001,110223,326,0,0.0,15470.688074006057,False,-0.14498775714148904,0,3.386000000000001,125489,2,86,1.0,5082.912196773044,False,-0.07198080545671223,0.3625,672271,0.0,0.0,8,0,0,23,6,6.0,12,35,28,407.0,109.0,28,11,28,566,3.21190407499671,160.15736134105828
72,28,0,0,0,10.0,20,10.0,7.786661188539751,30,7.0,34.329947933892704,0,,47.456098386521646,0,,58.00000000000001,15,58.0,20,4.387000000000001,31857,731,0,0.0,7310.0,False,-0.308391921631254,10,5.979000000000002,31373,729,0,0.0,7290.0,False,-0.3180127368687557,0,0.281,81731,10,298,1.0,10308.191096185425,False,0.11053715694738689,0,0.2,84501,0,301,1.0,10333.314328101704,False,0.14610295849854735,0,0.7670000000000001,103849,0,57,1.0,2704.9976080317338,False,0.02984247945743996,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,6.528000000000001,110031,326,0,0.0,15470.688074006057,False,-0.14637945479517378,0,3.386000000000001,125779,0,83,0.2,4814.000000000001,False,-0.07085335710816824,0.4,671274,0.0,0.0,9,0,0,13,7,7.0,7,20,27,190.0,111.0,15,13,27,490,1.6369055499671958,161.79426689102547
73,27,0,0,0,10.0,20,10.0,7.698446283169771,21,7.0476190476190474,34.329947933892704,0,,47.317345397489824,10,46.0,58.0,15,58.0,11,4.477000000000001,31480,738,0,0.0,7380.0,False,-0.31505248602644753,10,6.069000000000003,31073,742,0,0.0,7420.0,False,-0.32258944047364013,0,0.281,81669,6,308,1.0,10619.81464133797,False,0.11173622864717435,0,0.2,84415,5,311,1.0,10715.10603885648,False,0.14744370335555104,0,0.7670000000000001,104309,0,47,0.0,2223.9152336820216,False,0.03199081394419168,0,0.2,102153,0,0,0.0,0.0,False,0.0,6,6.578000000000001,109941,326,0,0.0,15425.454599581682,False,-0.14719574880008957,0,3.386000000000001,125841,0,84,1.0,4872.0,False,-0.07019375040772392,0.375,670881,0.0,0.0,9,0,0,10,8,8.0,5,15,24,190.0,79.0,15,12,24,1182,1.6196294290130027,163.41389632003848
74,24,0,0,0,10.0,20,10.0,7.5864748172812115,20,6.7,35.14508962924626,16,39.625,48.357222508315814,5,68.0,58.00000000000001,20,58.0,15,4.616000000000001,30986,747,0,0.0,7470.0,False,-0.3237969112119501,5,6.109000000000003,30888,753,0,0.0,7530.0,False,-0.3251212339571932,0,0.281,81955,7,307,1.0,10842.64783989957,False,0.11681587893132138,0,0.2,84629,4,316,1.0,11136.194222110942,False,0.15287008846268987,0,0.7670000000000001,104015,6,52,1.0,2725.4461082079,False,0.031567580532181595,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,6.692000000000002,109340,331,0,0.0,16006.240650252535,False,-0.14944716024727087,0,3.386000000000001,126305,0,76,0.0,4408.000000000001,False,-0.06851211574285486,0.375,670271,0.0,0.0,13,0,0,6,8,8.0,7,13,28,175.0,61.0,13,11,28,1638,1.7962178299785592,165.21011415001703
75,28,0,0,0,10.0,20,10.0,7.70560777167181,14,9.071428571428571,35.37001747850742,8,38.0,49.396491766380535,5,68.0,58.0,20,58.0,4,4.641000000000001,30794,757,0,0.0,7570.0,False,-0.3265624087093696,10,6.2040000000000015,30613,763,0,0.0,7630.0,False,-0.32950318421718894,0,0.281,81882,11,314,1.0,11190.94717373972,False,0.11810874122052051,0,0.2,84879,0,315,0.4,11141.555505729837,False,0.15609977060553085,0,0.7670000000000001,104051,4,57,1.0,2957.08010059772,False,0.03305375319666445,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,6.790000000000002,108749,336,0,0.0,16597.22123350386,False,-0.15158914028782097,0,3.386000000000001,126827,0,67,0.0,3886.0,False,-0.06662027674487718,0.3,669948,0.0,0.0,12,0,0,13,7,7.0,5,18,24,271.0,46.0,18,10,24,1366,1.6527500400552526,166.8628641900723
76,24,0,0,0,10.0,20,10.0,8.050938677935239,15,11.666666666666666,35.29894848141991,5,34.0,48.10989192559013,13,39.69230769230769,58.00000000000001,20,58.0,0,4.637000000000001,30704,766,0,0.0,7660.0,False,-0.3274387987613687,15,6.344000000000002,30203,774,0,0.0,7740.0,False,-0.33641692796073774,0,0.281,81882,1,324,1.0,11444.910246657988,False,0.11973177810152481,0,0.2,84874,5,320,1.0,11335.918207444049,False,0.1572780027828524,0,0.7670000000000001,104397,0,53,0.9,2549.8242720562766,False,0.034447467387430056,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,6.8690000000000015,108058,349,0,0.0,16790.352282030955,False,-0.15589785416881966,0,3.386000000000001,127465,0,56,0.0,3248.0000000000005,False,-0.06430802908068223,0.3625,669736,0.0,0.0,14,0,0,5,6,6.0,6,11,28,191.0,98.0,11,13,28,1524,1.277741290978156,168.14060548105044
77,28,0,0,0,10.0,20,10.0,7.8325155225741465,13,5.230769230769231,33.19675079865582,12,18.0,49.283658330551326,5,70.0,57.99999999999999,10,58.0,8,4.717000000000001,30394,775,0,0.0,7750.0,False,-0.33259976240091926,5,6.379000000000002,30023,785,0,0.0,7850.0,False,-0.3388513447718465,0,0.281,82026,0,317,0.1,10523.370003173895,False,0.11568292497906288,0,0.2,84878,8,326,1.0,10884.80088454239,False,0.1544461117153163,0,0.7670000000000001,104531,2,58,1.0,2924.8456847692883,False,0.03759481211892603,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,6.960000000000002,107518,354,0,0.0,17446.41504901517,False,-0.15743429284719898,0,3.386000000000001,127465,0,56,0.0,3247.9999999999995,False,-0.06430802908068223,0.2625,668988,0.0,0.0,11,0,0,9,6,6.0,7,16,31,219.0,107.0,16,12,31,766,1.7592927659861743,169.89989824703662
78,31,0,0,0,10.0,20,10.0,7.794159983229842,1,2.0,34.99736843163933,10,51.0,50.44851124971045,5,70.0,58.0,20,58.0,1,4.719000000000001,30290,783,0,0.0,7830.0,False,-0.3338461838082069,0,6.374000000000002,29903,797,0,0.0,7970.0,False,-0.34001986484117863,0,0.281,82274,0,313,0.1,10954.17631910311,False,0.1216059940891337,0,0.2,85138,0,329,0.8,11514.13421400934,False,0.16179131494056095,0,0.7670000000000001,104371,2,63,1.0,3248.250945595037,False,0.03761147957277337,0,0.2,102153,0,0,0.0,0.0,False,0.0,14,7.090000000000002,106806,359,0,0.0,18111.01553864605,False,-0.16018651815133966,0,3.386000000000001,127813,0,50,0.0,2900.0,False,-0.06304680308203042,0.2375,668748,0.0,0.0,12,0,0,6,5,5.0,8,14,27,213.0,153.0,14,17,27,1408,1.6931497479672544,171.59304799500387
79,27,0,0,0,10.0,20,10.0,8.069480782113585,19,10.052631578947368,35.79550206211016,5,50.0,51.59818889322727,5,70.0,58.00000000000001,20,58.0,4,4.758000000000001,30152,788,0,0.0,7880.0,False,-0.3360468966054492,15,6.524000000000001,29453,812,0,0.0,8120.0,False,-0.3473231152745048,0,0.281,82393,4,318,1.0,11415.247578879485,False,0.12607364532688817,0,0.2,85078,0,334,0.5,11955.697688744793,False,0.1638463750447025,0,0.7670000000000001,104471,0,65,0.7,3353.8822780597725,False,0.0391074284556488,0,0.2,102153,0,0,0.0,0.0,False,0.0,13,7.206000000000002,106488,359,0,0.0,18523.74981266859,False,-0.1609956806174622,0,3.386000000000001,127869,0,48,0.5,2784.0000000000005,False,-0.06306129993258965,0.3375,668057,0.0,0.0,10,0,0,9,8,8.0,6,15,28,211.0,82.0,15,12,28,1206,1.951494456967339,173.5445424519712
80,28,0,0,0,10.0,20,10.0,7.6931831308939795,17,4.588235294117647,35.79550206211016,0,,51.59818889322727,0,,58.0,20,58.0,17,4.924000000000001,29561,798,0,0.0,7980.0,False,-0.3465830525639278,0,6.509000000000002,29353,822,0,0.0,8220.0,False,-0.3482968819989483,0,0.281,82356,0,328,1.0,11740.924676372133,False,0.1276820729090593,0,0.2,85037,1,344,1.0,12321.345892496789,False,0.1656591247906795,0,0.7670000000000001,104471,0,65,0.0,3353.8822780597725,False,0.0391074284556488,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,7.303000000000001,106250,359,0,0.0,18523.74981266859,False,-0.16272080583400889,0,3.386000000000001,128391,0,39,0.0,2262.0,False,-0.06116946093461195,0.25,667572,0.0,0.0,9,0,0,13,9,9.0,6,19,30,230.0,95.0,19,9,30,722,1.8356855360325426,175.38022798800375
81,30,0,0,0,10.0,20,10.0,7.718991917723892,13,8.0,34.80230695433189,5,18.0,45.96206546383399,18,22.0,58.0,20,58.0,8,4.987000000000001,29314,804,0,0.0,8040.0,False,-0.35080920014801253,5,6.559000000000002,29143,836,0,0.0,8360.0,False,-0.3510234288273901,0,0.281,82436,0,325,0.2,11310.749760157863,False,0.12595542876233665,0,0.2,84943,2,354,1.0,12335.454645668937,False,0.16454781398615068,0,0.7670000000000001,104777,0,52,0.5,2390.0274041193675,False,0.03738523295507414,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,7.412000000000002,105600,377,0,0.0,17327.698679865414,False,-0.17176702589911125,0,3.386000000000001,128855,0,31,0.0,1798.0,False,-0.059487826269742895,0.2125,667221,0.0,0.0,12,0,0,11,8,8.0,7,18,27,271.0,80.0,18,12,27,1150,1.9019692009896971,177.28219718899345
