index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
51,17,0,0,0,10.000000000000002,20,10.0,15.31273293463613,35,23.0,19.079020647724263,9,11.0,22.373905424128374,4,44.0,41.99999999999999,11,42.0,0,5.168000000000001,5432,487,0,0.0,4870.000000000001,False,-0.4755682954469702,10,1.3980000000000001,19739,35,10,1.0,503.12732934636136,False,0.3326154032846597,0,0.2,23687,327,178,1.0,8403.329344920934,False,0.2281967971313016,0,3.0800000000000014,7107,370,0,0.0,5665.7111858153685,False,-0.5622558861625189,0,0.24500000000000002,33760,2,62,1.0,1425.3401775914078,False,0.09908082540397593,0,5.690000000000001,-17060.444444444445,266,0,0.0,5075.019492294654,True,-1.463029960092368,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,11,4.558000000000002,28408,918,0,0.0,20539.245179349848,False,-0.15716664655317228,0.375,164102,0.0,0.1,10,0,0,4,4,3.588235294117647,7,11,14,181.0,48.0,11,6,14,889,0.6772315111011267,65.86912464443594
52,14,0,0,0,10.000000000000002,20,10.0,14.953926208834131,69,13.898550724637682,18.551304074856645,5,8.4,22.373905424128374,0,,41.99999999999999,9,42.0,51,5.678000000000001,4564,496,0,0.0,4960.000000000001,False,-0.5304313045796947,8,1.4680000000000002,19941,36,10,1.0,509.5392620883414,False,0.3462948890770063,0,0.2,23190,368,187,1.0,8972.138706849153,False,0.21883425170320062,4,3.1200000000000014,6591,388,0,0.0,5802.123369027643,False,-0.5819764088380754,0,0.24500000000000002,33718,0,69,0.7,1543.7994742648577,False,0.09963015262657196,0,5.690000000000001,-17060.444444444445,266,0,0.0,4934.646883911868,True,-1.4652676869915036,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,9,4.637000000000001,28297,918,0,0.0,20539.245179349848,False,-0.1595854741844645,0.3375,162270,0.0,0.1,6,0,0,4,9,8.444444444444445,3,7,17,99.0,66.0,7,7,17,230,0.5894542494788766,66.45857889391482
53,17,0,0,0,10.000000000000002,20,10.0,15.429423752949662,55,17.545454545454547,18.551304074856645,0,,22.551333358232608,1,43.0,42.0,13,42.0,20,5.827000000000002,4239,502,0,0.0,5020.000000000001,False,-0.5500966602226518,25,1.7100000000000002,20194,40,10,1.0,554.2942375294967,False,0.3646521644400205,0,0.2,23065,378,197,1.0,9486.929081361732,False,0.2246648408279767,0,3.116000000000001,5751,423,0,0.0,6526.646247497707,False,-0.6030156725349516,0,0.24500000000000002,33761,0,68,0.0,1533.4906683598174,False,0.10083677137509682,0,5.690000000000001,-17060.444444444445,266,0,0.0,4934.646883911868,True,-1.4652676869915036,0,0.2,45969,0,1,0.0,42.0,False,0.0021791239921551534,13,4.758000000000002,28038,919,0,0.0,20724.675356215765,False,-0.16320902858775585,0.25,161017,0.0,0.1,6,0,0,5,9,8.411764705882353,4,9,19,115.0,54.0,9,8,19,243,0.58185856603086,67.04043745994568
54,19,0,0,0,10.000000000000002,20,10.0,15.444653858666577,11,15.818181818181818,18.06391241785619,6,10.666666666666666,21.94391611277228,8,14.0,42.00000000000001,12,42.0,5,5.857000000000002,4094,512,0,0.0,5120.000000000001,False,-0.5564295713619092,0,1.6850000000000005,20238,40,14,1.0,616.2251540213322,False,0.36964952849881116,0,0.2,23095,373,205,1.0,9463.957934943151,False,0.22548020290974483,4,3.1560000000000015,5512,429,0,0.0,6625.756505367962,False,-0.6113586888323433,0,0.24500000000000002,33809,0,66,0.6,1448.2984634429704,False,0.1010090620666822,0,5.690000000000001,-17060.444444444445,266,0,0.0,4805.000703149747,True,-1.4673344203051035,0,0.2,45969,0,1,0.0,42.00000000000001,False,0.0021791239921551534,12,4.865000000000001,27734,927,0,0.0,20342.010236539903,False,-0.1740029392401405,0.325,160451,0.0,0.1,10,0,0,5,6,6.0,4,9,12,119.0,60.0,9,10,12,516,0.5419833455234766,67.58242080546916
55,12,0,0,0,10.000000000000002,20,10.0,15.08513657672389,10,6.0,18.1990018410802,1,30.0,21.94391611277228,0,,42.00000000000001,8,42.0,5,5.902000000000002,3959,521,0,0.0,5210.000000000001,False,-0.5624291713885741,0,1.6850000000000003,20158,41,19,1.0,696.6175949577539,False,0.3669961200905857,0,0.2,23065,373,214,1.0,9521.342337109174,False,0.22542260838307962,0,3.152000000000001,5512,429,0,0.0,6471.523591414549,False,-0.6147548423082189,0,0.24500000000000002,33779,0,67,0.1,1470.2423795557427,False,0.10040239725100814,0,5.690000000000001,-17060.444444444445,266,0,0.0,4840.934489727333,True,-1.4667615877436884,0,0.2,45969,0,1,0.0,42.00000000000001,False,0.0021791239921551534,8,4.933000000000002,27637,927,0,0.0,20342.010236539903,False,-0.17611668951253098,0.2625,160079,0.0,0.1,7,0,0,3,3,3.0,2,5,11,71.0,36.0,5,7,11,260,0.3291506711393595,67.91157147660851
56,11,0,0,0,10.000000000000002,20,10.0,15.181661777582576,23,16.17391304347826,18.132785926102148,2,15.5,22.10583413990296,15,23.2,42.0,12,42.0,10,5.997000000000002,3744,532,0,0.0,5320.000000000001,False,-0.5730951269915339,0,1.6850000000000003,20380,40,16,1.0,642.9065884413212,False,0.380004885955647,0,0.2,23035,373,223,1.0,9706.371104559079,False,0.22817569702204332,1,3.162000000000001,5177,442,0,0.0,6710.294505691499,False,-0.6242503521889395,0,0.24500000000000002,34096,0,54,0.2,1193.7150435547599,False,0.10610098905714596,0,5.690000000000001,-17060.444444444445,266,0,0.0,4823.321056343171,True,-1.4670423694013348,0,0.2,45969,0,1,0.0,42.0,False,0.0021791239921551534,12,5.045000000000001,27097,942,0,0.0,20823.69575978859,False,-0.18263569666824372,0.275,159498,0.0,0.1,9,0,0,3,6,6.0,1,4,7,43.0,21.0,4,7,7,890,0.24706078227609396,68.15863225888461
57,7,0,0,0,10.000000000000002,0,,15.164092263235153,25,15.0,18.132785926102148,0,,22.911309741611937,4,44.0,42.0,8,42.0,5,6.037000000000002,3699,532,0,0.0,5320.000000000001,False,-0.5760949270048663,4,1.7250000000000003,20665,30,10,1.0,451.6409226323516,False,0.392628522186266,0,0.2,22975,373,233,1.0,9881.145534968513,False,0.22938181034413424,0,3.161000000000001,4862,457,0,0.0,6929.990164298465,False,-0.6332851067006107,0,0.24500000000000002,34272,0,50,0.0,1145.5654870805968,False,0.11094477103587762,0,5.690000000000001,-17060.444444444445,266,0,0.0,4823.321056343171,True,-1.4670423694013348,0,0.2,45969,0,1,0.0,42.0,False,0.0021791239921551534,8,5.113000000000002,26825,946,0,0.0,21674.099015564894,False,-0.1792972432385608,0.25,159267,0.0,0.1,2,0,0,2,4,3.8,0,2,6,22.0,15.0,2,5,6,491,0.20157997030764818,68.36021222919226
58,6,0,0,0,10.000000000000002,0,,15.164092263235153,0,,17.902410922780543,1,1.0,23.92676336486851,5,43.8,42.00000000000001,13,42.0,0,6.032000000000002,3699,532,0,0.0,5320.000000000001,False,-0.5760949270048663,0,1.721,20665,20,20,1.0,503.28184526470307,False,0.3943497715240552,0,0.2,22975,363,243,1.0,9854.851345790034,False,0.22880282172435887,1,3.171000000000001,4839,457,0,0.0,6929.990164298465,False,-0.6342980102105416,0,0.24500000000000002,34490,0,46,0.1,1100.6311147839515,False,0.11717887955976342,0,5.690000000000001,-17060.444444444445,266,0,0.0,4762.041305459625,True,-1.4680192504930538,0,0.2,45969,0,1,0.0,42.00000000000001,False,0.0021791239921551534,13,5.235000000000001,26387,951,0,0.0,22754.351959989952,False,-0.17707178078023578,0.2625,159024,0.0,0.1,2,0,0,1,4,4.0,0,1,2,3.0,15.0,1,5,2,219,0.1514712106436491,68.5116834398359
59,2,0,0,0,10.000000000000002,0,,15.164092263235153,0,,17.902410922780543,0,,23.92676336486851,0,,42.000000000000014,11,42.0,0,6.032000000000002,3699,532,0,0.0,5320.000000000001,False,-0.5760949270048663,0,1.721,20665,10,30,1.0,554.9227678970547,False,0.3960710208618444,0,0.2,22975,353,253,1.0,9882.234532385486,False,0.2294057896768724,0,3.1700000000000013,4839,457,0,0.0,6929.990164298465,False,-0.6342980102105416,0,0.24500000000000002,34490,0,46,0.0,1100.6311147839515,False,0.11717887955976342,0,5.690000000000001,-17060.444444444445,266,0,0.0,4762.041305459625,True,-1.4680192504930538,0,0.2,45969,0,1,0.0,42.000000000000014,False,0.0021791239921551534,11,5.332000000000002,26217,951,0,0.0,22754.351959989952,False,-0.18077629156689956,0.25,158854,0.0,0.1,0,0,0,0,3,3.0,0,0,1,0.0,6.0,0,2,1,0,0.10713690426200628,68.61882034409791
60,1,0,0,0,10.000000000000002,0,,15.296544485636051,4,23.0,17.902410922780543,0,,25.337978105770926,7,44.0,42.00000000000002,9,42.0,0,6.032000000000002,3699,532,0,0.0,5320.000000000001,False,-0.5760949270048663,0,1.721,20757,0,36,1.0,550.6756014828978,False,0.4020623825572595,0,0.2,22975,343,263,1.0,9955.048831264448,False,0.23100913443573445,0,3.1700000000000013,4747,461,0,0.0,7051.70700787822,False,-0.6356694629876641,0,0.24500000000000002,34798,0,39,0.0,988.1811461250661,False,0.125206139743744,0,5.690000000000001,-17060.444444444445,266,0,0.0,4762.041305459625,True,-1.4680192504930538,0,0.2,45969,0,1,0.0,42.00000000000002,False,0.0021791239921551534,9,5.411000000000001,25801,958,0,0.0,24273.783025328547,False,-0.17328630392973904,0.25,158746,0.0,0.1,5,0,0,0,2,2.0,0,0,0,0.0,3.0,0,1,0,400,0.10608987510204315,68.72491021919996
