index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,20,0,0,0,10.000000000000002,20,10.0,22.790570226234376,14,23.0,13.301622165814088,2,12.0,29.08564256933256,25,41.0,37.0,20,37.0,0,0.9470000000000003,14704,518,0,0.0,5180.000000000001,False,-0.17305025582173766,0,0.7040000000000002,27281,4,16,1.0,404.64912361975,False,0.31417417691435345,0,0.2,31759,0,10,0.0,133.01622165814086,False,0.014552842322964351,2,2.1190000000000007,14339,604,0,0.0,13765.504416645563,False,-0.3234801170479524,5,2.6080000000000005,33448,0,1,0.1,29.08564256933256,False,-0.10913841591809097,19,2.3340000000000005,36870,0,1,0.1,29.08564256933256,False,-0.018035705732264862,9,4.646000000000002,35713,350,0,0.0,10179.974899266395,False,-0.21470799188527112,11,4.594000000000001,36536,387,0,0.0,11256.1436743317,False,-0.1885126380960786,0.15,230650,0.0,0.0,8,0,0,8,14,13.8,5,13,26,219.0,66.0,13,7,26,522,1.1672866019653156,100.16576731705572
53,26,0,0,0,10.000000000000002,20,10.0,22.790570226234376,0,,13.268634565960694,1,12.0,30.64064568457021,20,41.0,37.0,20,37.0,0,0.9470000000000003,14624,526,0,0.0,5260.000000000001,False,-0.17496294171089752,0,0.7040000000000002,27161,6,26,1.0,652.5548258820937,False,0.31436319097886706,0,0.2,31759,0,10,0.0,132.68634565960693,False,0.014547584329427203,1,2.1270000000000002,14323,604,0,0.0,13765.504416645563,False,-0.3239901747482297,9,2.693000000000001,33515,0,1,0.1,30.64064568457021,False,-0.10733399917889659,9,2.4050000000000007,36949,0,0,0.0,0.0,False,-0.016319684787817475,12,4.7570000000000014,35115,360,0,0.0,11030.632446445275,False,-0.21803121262490352,8,4.663000000000001,36027,397,0,0.0,12164.336336774373,False,-0.18956931102624788,0.1375,229473,0.0,0.0,7,0,0,9,14,13.6,7,16,24,273.0,90.0,16,10,24,200,1.3283899379894137,101.49415725504514
54,24,0,0,0,10.000000000000002,20,10.0,22.800754923916518,10,23.0,13.268634565960694,0,,31.34100374482856,10,41.0,37.0,20,37.0,0,0.9470000000000003,14504,538,0,0.0,5380.000000000001,False,-0.1778319705446373,0,0.7040000000000002,27311,4,26,1.0,632.8196280218294,False,0.32106392263237776,0,0.2,31759,0,10,0.0,132.68634565960693,False,0.014547584329427203,0,2.1260000000000003,14093,614,0,0.0,13999.663523284742,False,-0.32758992120748603,0,2.6840000000000006,33515,0,1,0.0,31.34100374482856,False,-0.1073246764849471,10,2.496000000000001,36984,0,0,0.0,0.0,False,-0.015387892018529364,10,4.8450000000000015,34567,370,0,0.0,11596.171385586567,False,-0.22313582453870776,10,4.755000000000001,35890,397,0,0.0,12442.378486696938,False,-0.18953041353089034,0.125,228623,0.0,0.0,10,0,0,9,10,10.0,4,13,27,204.0,121.0,13,11,27,430,1.3368954239995219,102.83105267904466
55,27,0,0,0,10.000000000000002,20,10.0,22.819305823175082,19,23.0,13.233889001943519,1,12.0,32.015874696068735,10,41.0,37.0,20,37.0,0,0.9470000000000003,14414,547,0,0.0,5470.000000000001,False,-0.17998374216994215,0,0.7040000000000002,27638,5,17,1.0,437.92819899397637,False,0.3320405536985123,0,0.2,31759,0,10,0.0,132.33889001943518,False,0.01454204612865302,1,2.1360000000000006,13640,633,0,0.0,14444.620586069826,False,-0.33493862434139077,4,2.7240000000000006,33584,0,0,0.0,0.0,False,-0.1059049038922315,5,2.5360000000000005,37007,0,1,0.1,32.015874696068735,False,-0.014349397333793914,12,4.955000000000001,34384,370,0,0.0,11845.873637545432,False,-0.22425495450696287,8,4.825000000000001,35381,407,0,0.0,13030.461001299975,False,-0.1936674974374028,0.1375,227807,0.0,0.0,8,0,0,12,12,11.8,5,17,26,261.0,121.0,17,10,26,637,1.4376526669948362,104.2687053460395
56,26,0,0,0,10.000000000000002,20,10.0,22.854037472473006,30,23.066666666666666,13.197449085470526,1,12.0,32.015874696068735,0,,37.0,20,37.0,0,0.9470000000000001,14314,557,0,0.0,5570.000000000001,False,-0.18237459953139196,13,0.8340000000000001,27973,5,10,1.0,278.5403747247301,False,0.3442485624904302,0,0.2,31759,0,10,0.0,131.97449085470527,False,0.014536237859904799,1,2.1450000000000005,12932,663,0,0.0,15152.226844249602,False,-0.346229926930256,0,2.7200000000000006,33584,0,0,0.0,0.0,False,-0.1059049038922315,0,2.5310000000000006,36995,0,2,0.1,64.03174939213747,False,-0.014242695418346572,10,5.043000000000001,34245,370,0,0.0,11845.873637545432,False,-0.22693014071147027,10,4.917000000000002,35252,407,0,0.0,13030.461001299975,False,-0.196150224202737,0.1375,227054,0.0,0.0,10,0,0,10,11,10.857142857142858,5,15,24,240.0,139.0,15,11,24,546,1.3464411399909295,105.61514648603043
57,24,0,0,0,10.000000000000002,20,10.0,22.85996602244631,1,24.0,13.159404424056719,1,12.0,31.258554715353597,6,15.0,37.0,20,37.0,0,0.9470000000000003,14224,566,0,0.0,5660.000000000001,False,-0.1845263711566968,0,0.8210000000000002,27887,6,19,1.0,494.33935442647993,False,0.34529573362086924,0,0.2,31759,0,10,0.0,131.5940442405672,False,0.014530173805995887,1,2.1540000000000004,12892,664,0,0.0,15179.017438904351,False,-0.34707804777161605,6,2.7800000000000007,33470,0,0,0.0,0.0,False,-0.10893988605505564,0,2.531000000000001,36983,0,3,0.1,93.77566414606079,False,-0.014166236300702063,12,5.153000000000001,33964,376,0,0.0,11753.216572972953,False,-0.2332298872863898,8,4.987000000000001,35158,407,0,0.0,12722.231769148913,False,-0.20092542418879392,0.1375,226337,0.0,0.0,10,0,0,9,10,10.0,3,12,23,201.0,112.0,12,12,23,224,1.2502705870429054,106.86541707307333
58,23,0,0,0,10.000000000000002,20,10.0,22.85996602244631,0,,13.119871200055659,1,12.0,31.08657933506296,10,29.0,37.0,20,37.0,0,0.9470000000000003,14094,579,0,0.0,5790.000000000001,False,-0.18763448572658156,0,0.8210000000000002,27817,3,29,1.0,692.939014650943,False,0.3466967679111304,0,0.2,31759,0,10,0.0,131.19871200055658,False,0.014523872485583823,1,2.1630000000000007,12876,664,0,0.0,15179.017438904351,False,-0.3475881054718934,5,2.8240000000000003,33375,0,0,0.0,0.0,False,-0.11146903785740908,2,2.551000000000001,37118,0,1,0.1,31.08657933506296,False,-0.011406653275450353,11,5.251000000000001,33520,386,0,0.0,11999.419623334303,False,-0.23940588133591573,9,5.069000000000001,35047,407,0,0.0,12652.237789370625,False,-0.2037352740682978,0.1375,225606,0.0,0.0,9,0,0,6,10,9.4,7,13,20,204.0,88.0,13,10,20,200,1.2093165469705127,108.07473362004384
59,20,0,0,0,10.000000000000002,20,10.0,22.85996602244631,0,,13.119871200055659,0,,32.278056488442346,15,41.666666666666664,37.00000000000001,20,37.0,0,0.9470000000000003,13994,589,0,0.0,5890.000000000001,False,-0.19002534308803137,0,0.8210000000000002,27717,3,39,1.0,921.5386748754062,False,0.3473805449929566,0,0.2,31759,0,10,0.0,131.19871200055658,False,0.014523872485583823,0,2.162000000000001,12876,664,0,0.0,15179.017438904351,False,-0.3475881054718934,10,2.9190000000000005,33410,0,0,0.0,0.0,False,-0.11053724508812098,4,2.5890000000000004,37197,0,0,0.0,0.0,False,-0.009717267451147437,10,5.340000000000001,33177,391,0,0.0,12620.720086980957,False,-0.2400284831599823,10,5.160000000000001,34496,417,0,0.0,13459.949555680458,False,-0.2065672014888618,0.125,224626,0.0,0.0,8,0,0,12,11,10.8,1,13,22,219.0,66.0,13,7,22,200,1.8623518900130875,109.93708551005693
60,22,0,0,0,10.000000000000002,20,10.0,23.037451558429975,30,24.066666666666666,13.040992057299926,2,12.0,33.10359994800985,10,43.0,37.00000000000001,20,37.0,0,0.9470000000000003,13874,601,0,0.0,6010.000000000001,False,-0.19289437192177114,0,0.8210000000000002,28359,1,19,1.0,447.7115796101695,False,0.36675062352627963,0,0.2,31759,0,10,0.0,130.40992057299925,False,0.014511299699910767,2,2.182000000000001,12121,694,0,0.0,15987.991381550402,False,-0.3587619723046574,0,2.9090000000000007,33398,0,1,0.1,33.10359994800985,False,-0.1104160641080346,10,2.6850000000000005,37240,0,1,0.1,33.10359994800985,False,-0.008131840690751182,6,5.3900000000000015,32904,396,0,0.0,13109.0255794119,False,-0.24058367578848805,14,5.290000000000001,34037,422,0,0.0,13969.719178060157,False,-0.21049559096537504,0.15,223692,0.0,0.0,10,0,0,8,12,12.0,3,11,26,183.0,62.0,11,11,26,922,1.135521144955419,111.07260665501235
61,26,0,0,0,10.000000000000002,20,10.0,23.04266666083981,1,24.0,13.001790917812915,1,12.0,34.49489234979699,25,41.0,37.00000000000001,20,37.0,0,0.9470000000000003,13754,613,0,0.0,6130.000000000001,False,-0.19576340075551094,0,0.8210000000000002,28303,0,27,0.9,622.1519998426749,False,0.3682434849099286,0,0.2,31759,0,10,0.0,130.01790917812914,False,0.014505051311456086,1,2.1900000000000004,12081,695,0,0.0,16014.653329283668,False,-0.35961214368829625,9,2.9990000000000006,33477,0,0,0.0,0.0,False,-0.10875352750119802,14,2.815000000000001,37282,0,1,0.1,34.49489234979699,False,-0.006995169421891787,6,5.444000000000001,32226,411,0,0.0,14177.400755766563,False,-0.24335148140104157,14,5.416000000000001,33378,432,0,0.0,14901.7934951123,False,-0.21420934299050884,0.125,222260,0.0,0.0,8,0,0,11,15,14.6,5,16,28,228.0,105.0,16,10,28,224,1.2511436049826443,112.323750259995
62,28,0,0,0,10.000000000000002,20,10.0,23.17453838595774,12,25.0,12.924431449960519,2,12.0,35.375742344969694,20,41.0,37.00000000000001,20,37.0,0,0.9470000000000003,13634,625,0,0.0,6250.000000000001,False,-0.1986324295892507,0,0.8210000000000002,28523,0,23,0.8,533.014382877028,False,0.37663210402326375,0,0.2,31759,0,10,0.0,129.2443144996052,False,0.014492720751372484,2,2.2090000000000005,11748,707,0,0.0,16384.39863887212,False,-0.36433423700353657,10,3.0900000000000007,33500,0,1,0.1,35.375742344969694,False,-0.10767030852530521,9,2.891000000000001,37349,0,1,0.1,35.375742344969694,False,-0.005199726554164162,4,5.478000000000001,31987,416,0,0.0,14716.308815507393,False,-0.2427653648500992,16,5.562,32453,447,0,0.0,15812.956828201453,False,-0.2232437419099535,0.125,220953,0.0,0.0,10,0,0,9,15,14.8,5,14,30,237.0,130.0,14,14,30,500,1.2303153459797613,113.55406560597476
63,30,0,0,0,10.000000000000002,20,10.0,23.17453838595774,0,,12.924431449960519,0,,35.76923798490099,10,41.0,37.00000000000001,20,37.0,0,0.9470000000000003,13544,634,0,0.0,6340.000000000001,False,-0.20078420121455554,0,0.8210000000000002,28413,1,33,1.0,774.7597667366053,False,0.37715200513404595,0,0.2,31759,0,10,0.0,129.2443144996052,False,0.014492720751372484,0,2.2070000000000003,11748,707,0,0.0,16384.39863887212,False,-0.36433423700353657,0,3.080000000000001,33500,0,1,0.0,35.76923798490099,False,-0.10766507057684757,9,2.9720000000000004,37428,0,0,0.0,0.0,False,-0.003567435173845908,8,5.554000000000002,31480,426,0,0.0,15237.69538156782,False,-0.24750577011135882,12,5.666000000000001,32269,447,0,0.0,15988.849379250742,False,-0.2250923865042559,0.125,220141,0.0,0.0,8,0,0,13,10,9.8,4,17,33,276.0,128.0,17,13,33,200,1.3578527399804443,114.9119183459552
64,33,0,0,0,10.0,20,10.0,23.31542357793327,14,24.928571428571427,12.886404135837774,1,12.0,36.14653559633587,10,41.0,37.00000000000001,20,37.0,0,0.9470000000000001,13444,644,0,0.0,6440.0,False,-0.20317505857600535,0,0.8210000000000002,28662,1,29,1.0,686.1472837600649,False,0.38693987672165797,0,0.2,31759,0,10,0.0,128.86404135837773,False,0.014486659462500846,1,2.2170000000000005,11383,721,0,0.0,16810.420399689887,False,-0.36917943830390054,0,3.080000000000001,33500,0,1,0.0,36.14653559633587,False,-0.10766004824561617,10,3.063000000000001,37451,0,1,0.1,36.14653559633587,False,-0.0024739559182640693,13,5.676000000000001,31264,426,0,0.0,15398.424164039083,False,-0.2501162054308293,7,5.724000000000001,31798,457,0,0.0,16518.966767525493,False,-0.22905592132714747,0.1375,219261,0.0,0.0,10,0,0,15,11,11.0,4,19,36,297.0,148.0,19,14,36,549,1.5641834500129335,116.47610179596813
65,36,0,0,0,10.0,20,10.0,23.273569652763438,24,23.0,12.812161900629697,2,12.0,36.33353267364613,5,41.0,37.000000000000014,20,37.0,0,0.9470000000000003,13334,655,0,0.0,6550.0,False,-0.20580500167360016,0,0.8210000000000002,29124,0,15,1.0,349.10354479145155,False,0.4009731636970175,0,0.2,31759,0,10,0.0,128.12161900629695,False,0.014474825767577843,2,2.236,10798,745,0,0.0,17338.80939130876,False,-0.379406270660385,4,3.1200000000000006,33557,0,1,0.1,36.33353267364613,False,-0.10614006798528244,0,3.053000000000001,37439,0,2,0.1,72.66706534729227,False,-0.002307291074126811,10,5.763000000000001,30926,431,0,0.0,15659.752582341484,False,-0.25410657843355827,10,5.817000000000002,31667,457,0,0.0,16604.42443185628,False,-0.23075478327280852,0.15,218604,0.0,0.0,9,0,0,12,10,9.8,9,21,26,337.0,165.0,21,15,26,752,1.573474224016536,118.04957601998467
66,26,0,0,0,10.0,20,10.0,23.253337973426977,13,23.0,12.776051103083148,1,12.0,35.29114729713799,6,15.0,37.000000000000014,20,37.0,0,0.9470000000000003,13194,669,0,0.0,6690.0,False,-0.2091522019796299,0,0.8210000000000002,29363,0,8,0.6,186.0267037874158,False,0.4085025272267827,0,0.2,31759,0,10,0.0,127.76051103083148,False,0.01446906995809284,1,2.2440000000000007,10483,758,0,0.0,17626.03018385765,False,-0.3848699323558665,5,3.166000000000001,33477,0,0,0.0,0.0,False,-0.10875352750119802,0,3.053000000000001,37427,0,3,0.1,105.87344189141396,False,-0.0021847420013389857,12,5.873000000000002,30738,431,0,0.0,15210.484485066474,False,-0.2620481101920123,8,5.887000000000001,31486,463,0,0.0,16339.801198574889,False,-0.23678476107532007,0.0875,217927,0.0,0.0,10,0,0,9,10,9.833333333333334,5,14,21,237.0,127.0,14,12,21,499,1.2249157230253331,119.27449174301
67,21,0,0,0,10.0,20,10.0,23.253337973426977,0,,12.739516866070883,1,12.0,34.41287025762011,5,15.0,37.000000000000014,20,37.0,0,0.9470000000000003,13104,678,0,0.0,6780.0,False,-0.21130397360493472,0,0.8210000000000002,29253,1,18,1.0,428.56008352168556,False,0.4090412681949429,0,0.2,31759,0,10,0.0,127.39516866070883,False,0.014463246655307958,1,2.2530000000000006,10467,758,0,0.0,17626.03018385765,False,-0.3853799900561438,5,3.211000000000001,33382,0,0,0.0,0.0,False,-0.11128267930355146,0,3.053000000000001,37415,0,4,0.1,137.65148103048045,False,-0.002081205992352913,9,5.9510000000000005,30546,436,0,0.0,15004.01143232237,False,-0.26773021582091294,11,5.9890000000000025,31328,463,0,0.0,15933.158929278112,False,-0.24373872736890517,0.1375,217254,0.0,0.0,8,0,0,7,10,10.0,3,10,20,180.0,75.0,10,11,20,200,0.9766753960284404,120.25116713903844
68,20,0,0,0,10.0,20,10.0,23.366887894155685,11,25.0,12.739516866070883,0,,33.99103154890329,16,31.25,37.000000000000014,20,37.0,0,0.9470000000000003,12984,690,0,0.0,6900.0,False,-0.21417300243867451,0,0.8210000000000002,29448,0,16,0.9,373.87020630649096,False,0.41705805494922993,0,0.2,31759,0,10,0.0,127.39516866070883,False,0.014463246655307958,0,2.2520000000000007,10192,769,0,0.0,17969.13679060572,False,-0.3886777265675393,10,3.306000000000001,33417,0,0,0.0,0.0,False,-0.11035088653426335,2,3.073000000000001,37437,0,0,0.0,0.0,False,-0.0033278313188861083,11,6.052000000000001,30087,447,0,0.0,15193.991102359769,False,-0.27473593504147725,9,6.068000000000002,31005,468,0,0.0,15907.802764886737,False,-0.25019916891311667,0.1125,216329,0.0,0.0,9,0,0,7,12,11.333333333333334,4,11,21,183.0,70.0,11,9,21,475,1.1072016219841316,121.35836876102258
69,21,0,0,0,10.0,20,10.0,23.366887894155685,0,,12.702757122931361,1,12.0,32.52788362958079,17,23.235294117647058,37.000000000000014,20,37.0,0,0.9470000000000003,12884,700,0,0.0,7000.0,False,-0.21656385980012433,0,0.8210000000000002,29348,0,26,1.0,607.5390852480479,False,0.4178630298199218,0,0.2,31759,0,10,0.0,127.02757122931361,False,0.014457387408417786,1,2.2620000000000005,10176,769,0,0.0,17969.13679060572,False,-0.38918778426781664,0,3.2960000000000003,33405,0,1,0.1,32.52788362958079,False,-0.11023736910135806,17,3.241000000000001,37122,0,0,0.0,0.0,False,-0.011713966242479102,8,6.121,29898,453,0,0.0,14735.131284200099,False,-0.2827890136049569,12,6.179000000000002,30517,479,0,0.0,15580.8562585692,False,-0.26273738660704404,0.1375,215109,0.0,0.0,8,0,0,7,13,13.0,5,12,18,171.0,73.0,12,9,18,200,1.1222506300546229,122.4806193910772
70,18,0,0,0,10.0,20,10.0,23.37101818705027,1,24.0,12.665974758391782,1,12.0,32.888485968783286,5,41.0,37.000000000000014,20,37.0,0,0.9470000000000003,12834,705,0,0.0,7050.0,False,-0.21775928848084924,0,0.8210000000000002,29222,5,35,1.0,867.9856365467595,False,0.4180649748134356,0,0.2,31759,0,10,0.0,126.65974758391782,False,0.014451524555834028,1,2.2710000000000004,10136,770,0,0.0,17995.68400402871,False,-0.39003978443640686,0,3.296000000000001,33405,0,1,0.0,32.888485968783286,False,-0.11023256900632578,5,3.2740000000000005,37145,0,1,0.1,32.888485968783286,False,-0.010663855945253417,8,6.1930000000000005,29804,453,0,0.0,14898.484143858828,False,-0.28302619234532195,12,6.287000000000002,30122,484,0,0.0,15918.02720889111,False,-0.26709494785416277,0.1375,214427,0.0,0.0,9,0,0,6,10,10.0,3,9,21,162.0,87.0,9,9,21,224,1.0245463110040873,123.50516570208129
71,21,0,0,0,10.0,20,10.0,23.492250174796435,29,24.06896551724138,12.62937315638394,1,12.0,33.89633980078815,15,41.0,37.000000000000014,20,37.0,0,0.9470000000000003,12764,712,0,0.0,7120.0,False,-0.2194328886338641,0,0.8210000000000002,29790,8,16,1.0,455.87600279674297,False,0.4353721609237494,0,0.2,31759,0,10,0.0,126.2937315638394,False,0.014445690515538286,1,2.2800000000000007,9422,799,0,0.0,18770.307889662352,False,-0.4004541443835897,4,3.336000000000001,33474,0,0,0.0,0.0,False,-0.10883339545285128,9,3.3590000000000013,37212,0,1,0.1,33.89633980078815,False,-0.008866722488142393,11,6.295000000000002,29232,463,0,0.0,15694.005327764913,False,-0.2863795942207807,9,6.365000000000001,29801,489,0,0.0,16575.310162585403,False,-0.2669478804193171,0.1375,213454,0.0,0.0,12,0,0,11,13,12.6,2,13,24,234.0,69.0,13,8,24,898,1.0291564720100723,124.53432217409136
72,24,0,0,0,10.0,20,10.0,23.419639029023134,26,23.0,12.59315172459803,1,12.0,34.7580712190076,15,41.0,37.00000000000001,20,37.0,0,0.9470000000000001,12654,723,0,0.0,7230.0,False,-0.2220628317314589,10,0.921,30108,7,10,1.0,304.1963902902313,False,0.44695157056113965,0,0.2,31759,0,10,0.0,125.9315172459803,False,0.01443991707172659,1,2.289,8808,825,0,0.0,19321.202198944087,False,-0.4112467372414791,5,3.3820000000000006,33509,0,0,0.0,0.0,False,-0.10790160268356318,9,3.440000000000001,37279,0,1,0.1,34.7580712190076,False,-0.007071534114011365,10,6.384000000000002,28682,473,0,0.0,16440.56768659059,False,-0.2897807147309359,10,6.456,29467,494,0,0.0,17170.487182189754,False,-0.2676486539176105,0.1375,212266,0.0,0.0,9,0,0,10,13,12.569230769230769,5,15,21,240.0,57.0,15,9,21,499,0.9693406709702685,125.50366284506163
73,21,0,0,0,10.0,20,10.0,23.39264426824667,16,23.125,12.55750160352511,1,12.0,32.691442000788086,13,15.0,37.00000000000001,20,37.0,0,0.9470000000000003,12554,733,0,0.0,7330.0,False,-0.22445368909290872,6,0.9710000000000001,30264,7,10,1.0,303.9264426824667,False,0.4544045914666109,0,0.2,31759,0,10,0.0,125.5750160352511,False,0.014434234690861273,1,2.2980000000000005,8422,841,0,0.0,19673.21382959545,False,-0.41794105917314145,13,3.5070000000000006,33206,0,0,0.0,0.0,False,-0.1159682658005431,0,3.431000000000001,37267,0,2,0.1,65.38288400157617,False,-0.006983349076173026,13,6.504000000000001,28383,479,0,0.0,15659.200718377493,False,-0.30305432438675206,7,6.516000000000002,29283,501,0,0.0,16378.41244239483,False,-0.27881202060860655,0.1375,211138,0.0,0.0,8,0,0,6,12,11.428571428571429,3,9,14,147.0,66.0,9,12,14,248,0.8484484050422907,126.35211125010392
74,14,0,0,0,10.0,20,10.0,23.369156729671047,10,23.0,12.522601753188054,1,12.0,33.04693941966472,5,41.0,37.00000000000001,20,37.0,0,0.9470000000000003,12454,743,0,0.0,7430.0,False,-0.22684454645435853,0,0.9650000000000001,30394,7,10,1.0,303.69156729671045,False,0.46061520507092973,0,0.2,31759,0,10,0.0,125.22601753188054,False,0.014428671897922801,1,2.3070000000000004,8176,851,0,0.0,19887.15237695006,False,-0.42237316495664406,5,3.5440000000000005,33229,0,1,0.1,33.04693941966472,False,-0.11491604627789162,0,3.431000000000001,37267,0,2,0.0,66.09387883932943,False,-0.006973884792618536,7,6.561000000000002,28099,484,0,0.0,15994.718679117723,False,-0.30529149253144094,13,6.639000000000001,29072,501,0,0.0,16556.516649252022,False,-0.2811590229868548,0.1375,210450,0.0,0.0,8,0,0,1,10,10.0,3,4,9,72.0,45.0,4,10,9,430,0.3985748229897581,126.75068607309368
75,9,0,0,0,10.0,20,10.0,23.34614974262788,10,23.0,12.522601753188054,0,,34.039645937428794,15,41.0,37.00000000000001,20,37.0,0,0.9470000000000003,12354,753,0,0.0,7530.0,False,-0.22923540381580834,0,0.9650000000000001,30524,7,10,1.0,303.4614974262788,False,0.4668259335682657,0,0.2,31759,0,10,0.0,125.22601753188054,False,0.014428671897922801,0,2.306000000000001,7946,861,0,0.0,20101.034928402605,False,-0.4262961055755268,9,3.6290000000000013,33308,0,0,0.0,0.0,False,-0.11325275544433204,3,3.461000000000001,37370,0,0,0.0,0.0,False,-0.005111548905809062,9,6.644000000000001,27572,494,0,0.0,16815.585093089823,False,-0.30753493049240926,11,6.7360000000000015,28707,506,0,0.0,17224.06084433897,False,-0.28176003344618866,0.125,209540,0.0,0.0,8,0,0,0,11,10.4,0,0,9,0.0,27.0,0,9,9,430,0.22841245000017807,126.97909852309385
76,9,0,0,0,10.0,0,,23.525582140099885,23,24.652173913043477,12.488615581547869,1,12.0,32.72832075344818,8,15.0,37.00000000000001,20,37.0,0,0.9470000000000003,12354,753,0,0.0,7530.0,False,-0.22923540381580834,13,1.0950000000000002,30844,0,7,0.7,164.6790749806992,False,0.4788093309181059,0,0.2,31759,0,10,0.0,124.88615581547869,False,0.014423254739001598,1,2.3160000000000007,7363,884,0,0.0,20796.614611848297,False,-0.43379427760132133,0,3.620000000000001,33308,0,0,0.0,0.0,False,-0.11325275544433204,8,3.538000000000001,37206,0,1,0.1,32.72832075344818,False,-0.009042006272916122,6,6.695000000000001,27521,494,0,0.0,16167.7904522034,False,-0.31475018329641263,14,6.865000000000001,28339,514,0,0.0,16822.356867272363,False,-0.29270812691475623,0.09999999999999999,208694,0.0,0.0,2,0,0,1,11,10.866666666666667,0,1,7,3.0,24.0,1,8,7,192,0.20361727598356083,127.18271579907741
77,7,0,0,0,10.0,0,,23.525582140099885,0,,12.455688238095705,1,12.0,31.70799960001229,8,18.375,37.00000000000001,20,37.0,0,0.9470000000000003,12354,753,0,0.0,7530.0,False,-0.22923540381580834,0,1.0820000000000003,30844,0,7,0.0,164.6790749806992,False,0.4788093309181059,0,0.2,31759,0,10,0.0,124.55688238095705,False,0.014418006349914868,1,2.3250000000000006,7347,884,0,0.0,20796.614611848297,False,-0.4343043353015987,0,3.620000000000001,33296,0,1,0.1,31.70799960001229,False,-0.11315015175443253,7,3.600000000000001,37115,0,0,0.0,0.0,False,-0.011900324796336723,12,6.809000000000001,27193,502,0,0.0,15917.41579920617,False,-0.32347220116624487,8,6.931000000000003,28240,514,0,0.0,16297.911794406316,False,-0.29966019559261803,0.0125,208148,0.0,0.0,1,0,0,0,10,10.0,0,0,5,0.0,21.0,0,7,5,42,0.1635593120008707,127.34627511107828
78,5,0,0,0,10.0,0,,23.525582140099885,0,,12.455688238095705,0,,33.24024995842434,20,41.0,37.00000000000001,20,37.0,0,0.9470000000000003,12354,753,0,0.0,7530.0,False,-0.22923540381580834,0,1.0820000000000003,30844,0,7,0.0,164.6790749806992,False,0.4788093309181059,0,0.2,31759,0,10,0.0,124.55688238095705,False,0.014418006349914868,0,2.3240000000000007,7347,884,0,0.0,20796.614611848297,False,-0.4343043353015987,9,3.710000000000001,33375,0,0,0.0,0.0,False,-0.11146903785740908,10,3.693000000000001,37150,0,0,0.0,0.0,False,-0.010968532027048613,8,6.877000000000001,26692,512,0,0.0,17019.007978713264,False,-0.3225138284155463,12,7.043000000000002,27638,524,0,0.0,17417.890978214356,False,-0.30046872555077697,0.0,207159,0.0,0.0,0,0,0,0,12,11.8,0,0,2,0.0,15.0,0,5,2,0,0.1505193369812332,127.49679444805952
